game_pk,home_fielding_e_per_g_rolling_10,away_fielding_e_per_g_rolling_10
380537,,
380538,1.0,1.0
380546,,1.0
380540,,
380541,,
380542,,
380543,,
380544,,
380545,,
380547,,
380548,,
380549,,
380550,2.0,
380551,,
380552,,
380553,,
380554,0.0,1.0
380556,0.0,0.0
380557,0.0,1.3333333333333333
380558,,
380559,1.0,0.0
380560,1.0,1.0
380561,1.6666666666666667,2.0
380562,0.0,2.0
380555,0.0,0.0
380563,0.0,1.0
380564,0.0,0.0
380565,1.0,0.0
380566,0.5,0.5
380567,0.0,0.5
380568,2.0,0.0
380569,1.0,1.25
380570,0.0,0.0
380571,0.0,1.0
380572,1.0,0.0
380573,0.5,1.5
380574,1.25,1.0
380575,0.0,3.0
380576,0.0,1.0
380577,0.0,0.0
380578,0.5,0.5
380579,1.5,1.0
380580,1.0,0.3333333333333333
380582,1.0,0.5
380583,0.0,1.0
380584,0.6666666666666666,1.0
380585,1.0,1.0
380586,0.5,2.0
380587,0.0,0.6666666666666666
380588,0.0,0.5
380589,0.0,0.6666666666666666
380590,0.5,0.8333333333333334
380591,0.3333333333333333,0.6666666666666666
380592,1.0,0.3333333333333333
380593,0.0,1.0
380594,0.6666666666666666,0.3333333333333333
380595,0.3333333333333333,0.0
380596,0.6666666666666666,0.6666666666666666
380597,0.5,0.6666666666666666
380598,1.0,1.0
380599,1.0,1.0
380601,1.2,0.75
380602,1.0,1.6666666666666667
380603,0.0,1.3333333333333333
380604,0.0,0.5
380605,0.4,0.8571428571428571
380606,0.25,0.5
380607,1.0,0.25
380608,0.6666666666666666,0.75
380609,0.75,0.25
380610,0.5,0.25
380611,0.5,0.5
380612,0.6,0.75
380613,1.0,0.75
380614,0.8,0.75
380615,1.0,0.75
380616,1.3333333333333333,0.8
380617,0.75,1.5
380618,0.0,2.0
380619,0.2,0.8
380620,0.6666666666666666,0.75
380621,0.6,0.4
380622,1.0,0.2
380623,0.5,0.8
380624,0.6,0.4
380625,0.8,0.6
380626,0.4,0.4
380627,0.5,0.6
380628,0.8,0.6
380629,0.8333333333333334,0.6
380630,0.8,0.6
380631,1.1428571428571428,0.6666666666666666
380632,0.6,1.2
380633,0.0,1.6
380634,0.16666666666666666,0.8333333333333334
380635,0.5,0.16666666666666666
380636,0.7142857142857143,1.0
380637,1.0,0.3333333333333333
380639,0.3333333333333333,0.8333333333333334
380641,0.6,0.14285714285714285
380642,1.0,1.3333333333333333
380638,0.6666666666666666,0.6666666666666666
380643,0.5,0.7142857142857143
380644,0.5714285714285714,0.7777777777777778
380645,0.42857142857142855,0.14285714285714285
380646,0.625,1.0
380647,0.8571428571428571,0.42857142857142855
380648,1.0,0.8
380649,0.42857142857142855,0.2857142857142857
380650,0.6666666666666666,1.0
380651,0.6666666666666666,0.5
380652,0.8333333333333334,0.5
380653,0.5,0.5
380654,0.6666666666666666,0.125
380655,1.0,1.4285714285714286
380640,0.8571428571428571,0.7142857142857143
380656,0.42857142857142855,0.75
380657,0.625,0.7
380658,0.375,0.125
380659,0.6666666666666666,0.875
380660,0.75,0.5
380661,0.8888888888888888,0.8333333333333334
380662,0.375,0.25
380663,0.5714285714285714,1.0
380664,1.0,0.5714285714285714
