game_pk,home_batting_r_per_g_rolling_5,away_batting_r_per_g_rolling_5,home_batting_r_per_g_rolling_10,away_batting_r_per_g_rolling_10
380537,,,,
380538,1.0,3.0,1.0,3.0
380546,,5.0,,5.0
380540,,,,
380541,,,,
380542,,,,
380543,,,,
380544,,,,
380545,,,,
380547,,,,
380548,,,,
380549,,,,
380550,3.0,,3.0,
380551,,,,
380552,,,,
380553,,,,
380554,2.0,0.0,2.0,0.0
380556,10.0,1.0,10.0,1.0
380557,3.0,3.6666666666666665,3.0,3.6666666666666665
380558,,,,
380559,10.0,14.0,10.0,14.0
380560,3.0,10.0,3.0,10.0
380561,4.666666666666667,9.0,4.666666666666667,9.0
380562,9.0,2.0,9.0,2.0
380555,0.0,2.0,0.0,2.0
380563,2.0,2.5,2.0,2.5
380564,2.0,1.0,2.0,1.0
380565,1.0,0.0,1.0,0.0
380566,2.0,4.0,2.0,4.0
380567,7.0,2.0,7.0,2.0
380568,4.0,3.0,4.0,3.0
380569,2.5,3.5,2.5,3.5
380570,5.0,3.0,5.0,3.0
380571,6.0,2.0,6.0,2.0
380572,6.5,8.0,6.5,8.0
380573,3.0,9.0,3.0,9.0
380574,4.75,6.5,4.75,6.5
380575,0.0,1.0,0.0,1.0
380576,5.5,3.0,5.5,3.0
380577,7.0,9.0,7.0,9.0
380578,2.0,3.5,2.0,3.5
380579,2.5,1.5,2.5,1.5
380580,6.333333333333333,3.3333333333333335,6.333333333333333,3.3333333333333335
380582,6.0,4.5,6.0,4.5
380583,4.5,1.5,4.5,1.5
380584,3.3333333333333335,8.666666666666666,3.3333333333333335,8.666666666666666
380585,3.8,5.0,3.8,5.0
380586,0.5,0.5,0.5,0.5
380587,3.6666666666666665,3.0,3.6666666666666665,3.0
380588,4.0,7.0,4.0,7.0
380589,3.6666666666666665,2.6666666666666665,3.6666666666666665,2.6666666666666665
380590,3.75,4.6,3.75,4.0
380591,7.333333333333333,2.0,7.333333333333333,2.0
380592,3.0,2.3333333333333335,3.0,2.3333333333333335
380593,2.0,7.0,2.0,7.0
380594,3.3333333333333335,2.3333333333333335,3.3333333333333335,2.3333333333333335
380595,3.6666666666666665,1.3333333333333333,3.6666666666666665,1.3333333333333333
380596,3.0,6.333333333333333,3.0,6.333333333333333
380597,2.75,2.3333333333333335,2.75,2.3333333333333335
380598,2.0,6.333333333333333,2.0,6.333333333333333
380599,6.75,2.0,6.75,2.0
380601,3.8,5.75,3.8,5.75
380602,2.3333333333333335,2.6666666666666665,2.3333333333333335,2.6666666666666665
380603,4.5,5.666666666666667,4.5,5.666666666666667
380604,3.0,4.75,3.0,4.75
380605,5.4,4.0,5.4,3.7142857142857144
380606,5.75,2.0,5.75,2.0
380607,5.333333333333333,2.75,5.333333333333333,2.75
