game_pk,home_batting_bb_per_g_rolling_10,away_batting_bb_per_g_rolling_10
380537,,
380538,2.0,3.0
380546,,5.5
380540,,
380541,,
380542,,
380543,,
380544,,
380545,,
380547,,
380548,,
380549,,
380550,5.0,
380551,,
380552,,
380553,,
380554,1.0,2.0
380556,2.0,1.0
380557,4.0,4.666666666666667
380558,,
380559,4.0,6.0
380560,1.0,8.0
380561,4.333333333333333,2.0
380562,8.0,1.0
380555,4.0,4.0
380563,2.5,2.0
380564,1.0,3.0
380565,3.0,4.0
380566,5.0,5.5
380567,1.5,1.5
380568,3.0,3.0
380569,4.0,4.25
380570,2.0,1.0
380571,1.0,3.0
380572,4.5,3.5
380573,1.0,5.5
380574,4.0,2.0
380575,5.0,2.0
380576,6.0,3.0
380577,3.0,6.0
380578,1.0,3.5
380579,6.0,5.0
380580,2.3333333333333335,2.3333333333333335
380582,3.5,4.0
380583,2.5,3.0
380584,5.0,5.0
380585,3.2,2.6666666666666665
380586,4.0,2.5
380587,4.666666666666667,3.6666666666666665
380588,2.5,3.0
380589,3.3333333333333335,1.3333333333333333
380590,2.5,2.8333333333333335
380591,3.6666666666666665,2.0
380592,3.0,1.3333333333333333
380593,3.0,3.3333333333333335
380594,3.0,3.6666666666666665
380595,2.6666666666666665,2.0
380596,3.6666666666666665,4.666666666666667
380597,3.75,3.3333333333333335
380598,3.6666666666666665,3.3333333333333335
380599,2.75,2.6666666666666665
380601,4.2,3.25
380602,4.666666666666667,3.6666666666666665
380603,4.75,4.0
380604,4.25,2.0
380605,3.2,2.5714285714285716
380606,3.75,2.0
380607,2.3333333333333335,2.0
380608,4.0,3.5
380609,3.0,4.25
380610,3.25,2.5
380611,3.75,4.25
380612,3.4,3.5
380613,3.5,3.25
380614,3.0,3.0
380615,6.25,4.5
380616,3.8333333333333335,3.4
380617,4.5,3.75
380618,5.0,3.75
380619,3.6,2.0
380620,2.8333333333333335,2.625
380621,4.0,2.4
380622,2.25,2.2
380623,4.25,3.2
380624,3.4,3.6
380625,3.2,2.2
380626,4.2,4.2
380627,3.0,3.4
380628,3.0,3.6
380629,3.3333333333333335,3.0
380630,5.2,3.8
380631,3.7142857142857144,3.8333333333333335
380632,4.6,3.8
380633,5.0,3.0
380634,3.0,2.0
380635,3.5,2.1666666666666665
380636,2.857142857142857,3.0
380637,3.5,3.5
380639,4.833333333333333,5.0
380641,3.6,4.571428571428571
380642,2.6666666666666665,2.6666666666666665
380638,3.6666666666666665,2.1666666666666665
380643,3.6666666666666665,2.5714285714285716
380644,3.2857142857142856,2.6666666666666665
380645,3.857142857142857,2.0
380646,3.125,2.857142857142857
380647,3.857142857142857,3.4285714285714284
380648,3.25,2.0
380649,2.7142857142857144,2.7142857142857144
380650,3.3333333333333335,3.0
380651,2.3333333333333335,3.0
380652,3.6666666666666665,4.166666666666667
380653,4.5,2.6666666666666665
380654,3.6666666666666665,4.125
380655,2.5714285714285716,2.5714285714285716
380640,4.571428571428571,2.2857142857142856
380656,3.857142857142857,2.75
380657,3.25,2.4
380658,3.5,2.125
380659,3.111111111111111,3.125
380660,3.875,3.0
380661,3.111111111111111,2.0
380662,3.125,2.875
380663,3.2857142857142856,3.125
380664,4.0,2.142857142857143
380665,2.0,3.142857142857143
380666,5.142857142857143,4.714285714285714
380667,3.2857142857142856,4.571428571428571
380668,4.25,2.25
380669,3.5714285714285716,3.7777777777777777
380670,2.75,2.75
380671,3.111111111111111,2.4
380672,3.3333333333333335,3.2222222222222223
380673,3.0,4.111111111111111
380674,3.3333333333333335,2.6666666666666665
380675,3.375,3.4444444444444446
380676,3.875,2.125
380677,1.75,3.0
380678,5.0,4.875
380679,3.375,4.125
380680,3.0,3.1
380681,3.5555555555555554,3.4444444444444446
380682,3.1,3.9
380683,3.5,3.0
380684,2.111111111111111,2.142857142857143
380685,2.888888888888889,2.8
380686,4.777777777777778,3.375
380687,1.9,3.1
380688,3.7777777777777777,3.2
380689,2.5555555555555554,3.3333333333333335
380690,3.875,4.888888888888889
380691,2.0,4.222222222222222
380692,3.0,3.5
380693,2.111111111111111,3.3
380694,2.0,3.4444444444444446
380695,2.9,3.1
380696,3.8,3.3
380697,3.8,4.0
380698,3.5,3.1
380699,1.9,2.125
380700,3.5,3.0
380701,5.0,3.4444444444444446
380702,1.8,2.9
380703,4.1,3.7
380704,3.3,3.0
380705,3.4444444444444446,4.6
380706,2.0,4.0
380707,3.1,3.3
380708,2.0,3.3
380709,2.1,3.5
380710,2.7,3.0
380711,3.7,3.0
380712,3.9,4.1
380713,3.7,3.2
380714,1.6,2.3333333333333335
380715,3.6,2.9
380716,5.2,3.2
380717,1.7,2.7
380718,3.7,3.9
380719,3.4,3.5
380720,3.3,4.7
380721,2.1,3.9
380722,2.7,3.0
380723,2.3,3.4
380724,2.1,3.4
380725,4.2,2.4
380726,1.5,2.9
380727,1.9,3.7
380728,3.9,4.6
380730,3.1,2.5
380731,2.0,3.8
380732,2.2,3.4
380733,3.8,3.6
380729,3.1,3.0
380735,3.8,3.0
380738,2.1,3.1
380739,2.7,3.0
380740,3.4,3.0
380741,2.1,3.7
380742,3.7,4.2
380743,3.0,2.9
380744,3.2,2.3
380745,2.2,3.3
380747,5.1,3.3
380748,3.6,3.2
380736,2.6,2.5
380749,4.3,3.1
380750,4.1,2.8
380751,2.6,2.5
380752,2.3,4.6
380753,2.0,2.9
380754,2.3,3.0
380755,3.8,3.0
380756,2.2,3.6
380757,3.7,3.8
380758,2.8,2.8
380759,3.1,1.9
380760,2.1,3.0
380761,2.1,3.2
380763,3.6,3.3
380762,5.1,3.4
380764,4.0,3.0
380765,4.2,4.0
380766,2.2,4.7
380767,1.9,2.9
380768,2.7,2.7
380769,3.9,2.8
380770,2.3,2.3
380771,3.0,2.4
380772,3.3,1.8
380773,3.0,2.7
380774,6.0,3.9
380775,2.3,3.7
380776,3.0,1.9
380777,3.5,2.8
380778,4.5,2.0
380779,3.7,4.0
380780,2.5,3.0
380781,4.2,2.9
380782,2.7,2.2
380783,2.3,6.1
380784,2.9,2.1
380785,2.9,3.6
380786,3.3,2.2
380787,1.9,3.6
380788,3.3,3.0
380789,4.6,3.9
380790,2.7,3.9
380791,3.4,2.1
380792,4.0,3.0
380793,4.8,2.2
380794,3.9,3.9
380795,2.7,3.1
380796,4.8,3.2
380797,2.5,2.3
380798,2.3,5.4
380799,3.0,1.8
380800,2.7,3.3
380801,3.6,2.1
380802,2.1,3.8
380803,3.0,2.7
380804,4.4,4.2
380805,3.1,3.5
380806,3.5,2.2
380807,3.9,3.3
380808,4.6,2.3
380809,3.7,3.7
380810,2.5,3.0
380811,4.9,2.9
380812,2.7,2.3
380813,2.1,5.2
380814,3.4,1.7
380815,2.4,2.8
380816,3.8,1.6
380817,1.9,3.5
380818,3.0,2.5
380819,4.3,4.0
380820,3.3,3.2
380821,3.0,2.4
380822,4.3,2.6
380823,3.6,3.7
380824,2.3,3.3
380825,1.5,3.2
380826,4.7,1.9
380827,3.8,3.8
380828,3.5,2.6
380829,2.6,2.3
380830,2.6,3.7
380831,4.1,2.5
380832,4.7,3.9
380833,3.6,3.4
380834,3.0,2.2
380835,4.0,2.7
380836,3.8,3.4
380837,2.5,3.3
380838,1.6,3.0
380839,4.4,1.8
380840,4.0,4.0
380841,3.8,5.6
380842,4.6,2.0
380843,3.3,2.6
380844,2.7,2.6
380845,2.8,3.4
380846,3.9,2.2
380847,4.7,3.3
380848,3.5,2.4
380849,3.0,2.0
380850,4.2,3.0
380851,3.8,2.9
380852,2.6,3.0
380853,1.5,3.1
380854,4.3,2.0
380855,3.7,3.3
380856,4.0,5.4
380857,4.3,2.4
380858,3.3,2.1
380859,2.9,2.7
380860,2.6,3.5
380861,4.1,2.5
380862,4.8,3.2
380863,3.1,2.2
380864,4.4,3.3
380865,3.9,2.5
380866,3.1,3.6
380867,4.2,2.1
380868,3.9,5.3
380869,4.4,2.2
380870,3.5,4.5
380871,2.8,2.0
380872,3.6,2.6
380873,3.9,2.3
380874,3.3,3.0
380875,4.0,4.9
380876,2.8,3.2
380877,3.8,3.1
380878,3.9,3.5
380879,2.4,3.0
380880,5.8,3.7
380881,3.2,2.0
380882,3.7,3.2
380883,3.5,4.4
380884,2.3,1.9
380885,2.4,3.2
380886,3.7,2.4
380887,2.5,4.2
380888,1.8,3.7
380889,3.5,2.5
380890,3.8,5.2
380891,2.7,3.2
380892,3.4,3.1
380893,3.9,3.4
380894,2.4,2.6
380895,5.4,3.7
380896,3.4,2.1
380897,3.5,3.2
380898,3.4,5.2
380899,2.2,1.7
380900,2.6,3.4
380901,3.5,2.3
380902,2.1,4.7
380903,1.7,3.9
380904,3.2,2.9
380905,3.7,4.6
380906,2.7,3.1
380907,2.6,3.0
380908,3.1,3.2
380909,2.6,2.8
380911,3.4,2.0
380912,3.7,3.4
380913,3.1,4.9
380914,2.5,2.0
380915,3.0,3.6
380916,3.4,2.2
380917,2.1,4.8
380918,2.1,4.0
380920,3.0,2.9
380921,2.5,2.7
380922,2.6,2.6
380923,4.1,4.7
380924,2.8,2.7
380925,2.3,4.8
380926,3.4,2.8
380927,2.9,2.9
380928,3.1,2.7
380929,2.3,2.7
380930,2.8,3.6
380932,2.8,2.9
380933,2.0,3.7
380934,3.7,4.3
380936,2.8,3.0
380937,3.5,2.3
380938,4.1,4.7
380939,2.3,3.0
380940,3.1,3.1
380941,3.3,2.8
380942,3.0,2.9
380943,3.4,2.8
380944,2.6,2.5
380945,2.9,3.2
380946,5.6,2.5
380947,3.0,2.8
380949,3.5,4.5
380951,2.8,3.0
380954,2.7,3.2
380955,3.2,3.6
380931,4.6,2.2
380935,3.3,3.2
380950,3.0,3.0
380953,4.1,4.6
380956,3.1,2.5
380957,4.8,3.3
380958,3.0,2.9
380959,2.7,3.6
380960,3.7,1.8
380961,4.6,4.7
380962,2.6,3.4
380963,2.5,2.5
380964,5.0,2.8
380965,2.3,3.0
380966,2.7,3.2
380967,2.8,3.7
380968,3.5,2.6
380969,2.4,3.5
380970,5.2,4.4
380971,3.2,1.7
