game_pk,home_batting_hr_per_g_rolling_5,away_batting_hr_per_g_rolling_5
380537,,
380538,0.0,1.0
380546,,0.5
380540,,
380541,,
380542,,
380543,,
380544,,
380545,,
380547,,
380548,,
380549,,
380550,0.5,
380551,,
380552,,
380553,,
380554,0.0,0.0
380556,1.0,1.0
380557,1.0,0.3333333333333333
380558,,
380559,1.0,3.0
380560,1.0,1.0
380561,0.6666666666666666,2.0
380562,0.0,1.0
380555,0.0,0.0
380563,0.5,1.5
380564,1.0,1.0
380565,1.0,0.0
380566,0.0,0.5
380567,0.5,0.5
380568,1.0,0.0
380569,1.0,0.5
380570,2.0,0.0
380571,2.0,0.0
380572,0.5,1.5
380573,1.0,1.5
380574,0.5,1.5
380575,0.0,1.0
380576,0.0,1.0
380577,3.0,2.0
380578,1.0,1.5
380579,0.5,0.5
380580,0.6666666666666666,0.3333333333333333
380582,1.5,0.0
380583,2.0,0.0
380584,0.3333333333333333,2.0
380585,0.4,1.0
380586,0.0,0.5
380587,0.0,1.3333333333333333
380588,1.5,2.0
380589,1.3333333333333333,0.6666666666666666
380590,0.5,0.8
380591,1.6666666666666667,1.3333333333333333
380592,1.0,0.6666666666666666
380593,0.0,2.0
380594,1.0,1.0
380595,1.0,0.3333333333333333
380596,0.3333333333333333,0.3333333333333333
380597,1.0,0.0
380598,0.6666666666666666,1.3333333333333333
380599,0.5,0.6666666666666666
380601,0.4,1.5
380602,0.3333333333333333,0.6666666666666666
380603,0.25,0.3333333333333333
380604,1.0,1.25
380605,0.8,0.8
380606,1.25,1.25
380607,1.6666666666666667,0.5
380608,0.0,1.5
380609,1.25,1.0
380610,1.0,0.5
380611,0.75,0.5
380612,1.0,0.0
380613,0.75,1.5
380614,0.6,0.5
380615,0.5,1.5
380616,0.6,1.2
380617,1.0,0.75
380618,0.6,0.25
380619,0.8,1.2
380620,1.2,0.8
380621,1.2,1.0
380622,1.5,0.4
380623,0.0,1.2
380624,1.4,1.2
380625,1.0,0.8
380626,0.6,0.6
380627,1.2,0.0
380628,0.6,1.4
380629,0.4,0.4
380630,0.6,1.6
380631,0.6,1.4
380632,0.8,1.0
380633,1.0,0.2
380634,1.4,1.0
380635,0.2,0.4
380636,1.2,0.8
380637,0.8,1.2
380639,0.6,1.0
380641,0.0,1.0
380642,0.8,0.2
380638,0.8,0.8
380643,1.4,1.0
380644,1.6,1.0
380645,0.2,0.2
380646,1.6,0.6
380647,0.8,1.2
380648,1.4,1.4
380649,1.2,1.2
380650,1.0,0.4
380651,1.0,0.8
380652,0.6,0.6
380653,0.8,0.4
380654,0.0,1.2
380655,0.4,0.2
380640,0.8,0.4
380656,1.4,1.4
380657,1.8,1.0
380658,0.6,0.8
380659,1.6,1.2
380660,0.8,0.6
380661,1.4,1.4
380662,1.2,1.2
380663,0.6,0.2
380664,0.8,1.2
380665,0.4,0.8
380666,0.6,1.2
380667,0.8,0.6
