game_pk,home_pitching_whip_rolling_5,away_pitching_whip_rolling_5,home_pitching_whip_rolling_10,away_pitching_whip_rolling_10
380537,,,,
380538,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.7777777777777778
380546,,1.2777777777777777,,1.2777777777777777
380540,,,,
380541,,,,
380542,,,,
380543,,,,
380544,,,,
380545,,,,
380547,,,,
380548,,,,
380549,,,,
380550,1.6111111111111112,,1.6111111111111112,
380551,,,,
380552,,,,
380553,,,,
380554,0.7777777777777778,1.125,0.7777777777777778,1.125
380556,0.7777777777777778,2.0,0.7777777777777778,2.0
380557,0.7777777777777778,1.2307692307692308,0.7777777777777778,1.2307692307692308
380558,,,,
380559,2.5555555555555554,2.0,2.5555555555555554,2.0
380560,2.111111111111111,0.7777777777777778,2.111111111111111,0.7777777777777778
380561,1.5925925925925926,2.111111111111111,1.5925925925925926,2.111111111111111
380562,0.8888888888888888,2.375,0.8888888888888888,2.375
380555,1.3333333333333333,1.0,1.3333333333333333,1.0
380563,1.0,1.1176470588235294,1.0,1.1176470588235294
380564,1.3333333333333333,0.875,1.3333333333333333,0.875
380565,1.0,1.0,1.0,1.0
380566,1.5555555555555556,1.2222222222222223,1.5555555555555556,1.2222222222222223
380567,1.0,1.375,1.0,1.375
380568,1.1111111111111112,1.3200052800211202,1.1111111111111112,1.3200052800211202
380569,0.9444444444444444,1.2,0.9444444444444444,1.2
380570,0.8888888888888888,1.625,0.8888888888888888,1.625
380571,1.0,1.25,1.0,1.25
380572,1.7777777777777777,1.903849815095798,1.7777777777777777,1.903849815095798
380573,1.7777777777777777,0.8888888888888888,1.7777777777777777,0.8888888888888888
380574,1.4444444444444444,1.9411764705882353,1.4444444444444444,1.9411764705882353
380575,0.7777777777777778,0.8888888888888888,0.7777777777777778,0.8888888888888888
380576,1.0555555555555556,1.7647058823529411,1.0555555555555556,1.7647058823529411
380577,1.5,1.0,1.5,1.0
380578,1.4444444444444444,0.8235294117647058,1.4444444444444444,0.8235294117647058
380579,1.1923076923076923,1.068494614376184,1.1923076923076923,1.068494614376184
380580,1.2592592592592593,1.36,1.2592592592592593,1.36
380582,1.35,1.5535686543416887,1.35,1.5535686543416887
380583,1.0555555555555556,1.125,1.0555555555555556,1.125
380584,1.2222222222222223,0.7777777777777778,1.2222222222222223,0.7777777777777778
380585,1.3777777777777778,1.3846153846153846,1.3777777777777778,1.3846153846153846
380586,0.7222222222222222,0.9807711168675324,0.7222222222222222,0.9807711168675324
380587,1.2222222222222223,1.3846153846153846,1.2222222222222223,1.3846153846153846
380588,1.4736842105263157,0.7894736842105263,1.4736842105263157,0.7894736842105263
380589,1.1111111111111112,1.8148148148148149,1.1111111111111112,1.8148148148148149
380590,1.5454545454545454,1.511111111111111,1.5454545454545454,1.4074074074074074
380591,0.9285714285714286,0.8461538461538461,0.9285714285714286,0.8461538461538461
380592,1.0,1.5185185185185186,1.0,1.5185185185185186
380593,1.1111111111111112,1.4482758620689655,1.1111111111111112,1.4482758620689655
380594,1.6428571428571428,1.1111111111111112,1.6428571428571428,1.1111111111111112
380595,0.9615384615384616,0.8518518518518519,0.9615384615384616,0.8518518518518519
380596,1.5,1.6265040644529345,1.5,1.6265040644529345
380597,1.5294117647058822,1.16,1.5294117647058822,1.16
380598,1.0200010200010199,1.7532513071462523,1.0200010200010199,1.7532513071462523
380599,1.3055555555555556,1.1111111111111112,1.3055555555555556,1.1111111111111112
380601,1.0909090909090908,1.3142857142857143,1.0909090909090908,1.3142857142857143
380602,1.1142857142857143,1.1392419484075296,1.1142857142857143,1.1392419484075296
380603,1.1666666666666667,1.6296296296296295,1.1666666666666667,1.6296296296296295
380604,1.3611111111111112,1.75,1.3611111111111112,1.75
380605,1.4285714285714286,1.5909090909090908,1.4285714285714286,1.596774193548387
380606,0.918918918918919,0.9714285714285714,0.918918918918919,0.9714285714285714
380607,1.0714285714285714,1.6857142857142857,1.0714285714285714,1.6857142857142857
380608,1.2222222222222223,1.6486486486486487,1.2222222222222223,1.6486486486486487
380609,1.6216216216216217,1.1142857142857143,1.6216216216216217,1.1142857142857143
380610,1.1714285714285715,0.9166666666666666,1.1714285714285715,0.9166666666666666
380611,1.457142857142857,1.6542040614915314,1.457142857142857,1.6542040614915314
380612,1.6744186046511629,1.088235294117647,1.6744186046511629,1.088235294117647
380613,1.133859160519024,1.4711566753012986,1.133859160519024,1.4711566753012986
380614,1.288888888888889,1.3428571428571427,1.288888888888889,1.3428571428571427
380615,1.0769230769230769,0.9736842105263158,1.0769230769230769,0.9736842105263158
380616,1.2045454545454546,1.3181818181818181,1.1320754716981132,1.3181818181818181
380617,1.1136363636363635,1.456312093506887,1.1136363636363635,1.456312093506887
380618,1.1333333333333333,1.7428571428571429,1.1333333333333333,1.7428571428571429
380619,1.4444444444444444,1.511111111111111,1.4444444444444444,1.511111111111111
380620,1.2325581395348837,1.6046511627906976,1.3529411764705883,1.6
380621,1.108695652173913,1.0,1.108695652173913,1.0
380622,1.162162162162162,1.7209302325581395,1.162162162162162,1.7209302325581395
380623,1.2222222222222223,1.6222222222222222,1.2222222222222223,1.6222222222222222
380624,1.4782608695652173,1.1627906976744187,1.4782608695652173,1.1627906976744187
380625,1.326086956521739,0.9148936170212766,1.326086956521739,0.9148936170212766
380626,1.4772727272727273,1.5671630095798437,1.4772727272727273,1.5671630095798437
380627,1.4318181818181819,1.0952380952380953,1.5769230769230769,1.0952380952380953
380628,1.1688319278129402,1.419849495953429,1.1688319278129402,1.419849495953429
380629,1.3111111111111111,1.441860465116279,1.2222222222222223,1.441860465116279
380630,1.0416666666666667,0.9361702127659575,1.0416666666666667,0.9361702127659575
380631,1.2272727272727273,1.1590909090909092,1.2419354838709677,1.320754716981132
380632,1.150943396226415,1.4076933905333773,1.150943396226415,1.4076933905333773
380633,1.1555555555555554,1.697674418604651,1.1111111111111112,1.697674418604651
380634,1.4666666666666666,1.2727272727272727,1.3888888888888888,1.4150943396226414
380635,1.069767441860465,1.5813953488372092,1.0980392156862746,1.5384615384615385
380636,1.4318181818181819,1.6222222222222222,1.4166666666666667,1.5
380637,1.4409460164929264,1.1162790697674418,1.3441567169848812,1.0576923076923077
380639,1.708027950344562,1.0208333333333333,1.6956511207135896,1.0701754385964912
380641,1.2,1.0888888888888888,1.2,1.0793650793650793
380642,1.3829787234042554,1.3953488372093024,1.309090909090909,1.5961538461538463
380638,1.3359395874056053,0.9574468085106383,1.4516147762771305,0.9285714285714286
380643,1.0869565217391304,1.0909090909090908,1.0363636363636364,1.2903225806451613
380644,1.0,1.6511627906976745,1.2622950819672132,1.5569620253164558
380645,1.0681818181818181,1.619047619047619,1.0833333333333333,1.5666666666666667
380646,1.3181818181818181,1.7142857142857142,1.3333333333333333,1.596774193548387
380647,1.5116279069767442,1.3571428571428572,1.3591167729926923,1.1666666666666667
380648,1.1777777777777778,1.1521739130434783,1.1971830985915493,1.1521739130434783
380649,1.4772727272727273,1.5555555555555556,1.5573770491803278,1.4126984126984128
380650,1.1333333333333333,1.2444444444444445,1.1090909090909091,1.1746031746031746
380651,0.8863636363636364,1.4222222222222223,0.9230769230769231,1.4363636363636363
380652,1.227273524203587,1.0769230769230769,1.193370825066754,1.064516129032258
380653,1.6590909090909092,1.4186046511627908,1.5471698113207548,1.3076923076923077
380654,1.0948897117593346,1.0681818181818181,1.1296296296296295,1.1267605633802817
380655,1.446808510638298,1.5952380952380953,1.28125,1.65
380640,1.7045454545454546,1.5238095238095237,1.564516129032258,1.35
380656,1.065217391304348,1.0232558139534884,1.015625,1.3285714285714285
380657,1.0909090909090908,1.7619047619047619,1.2,1.5632183908045978
380658,1.3409090909090908,1.5952380952380953,1.2753623188405796,1.565217391304348
380659,1.4444444444444444,1.5952380952380953,1.4871794871794872,1.5352112676056338
380660,1.4186046511627908,1.3902439024390243,1.3125006310099188,1.2794117647058822
380661,1.0869565217391304,1.187051213705909,1.1358024691358024,1.1746995028310259
380662,1.6363636363636365,1.5909090909090908,1.542857142857143,1.408450704225352
380663,1.2,1.1590909090909092,1.078125,1.1971830985915493
380664,1.3615395088765454,1.0425531914893618,1.5164851829507504,1.0307692307692307
380665,0.9545454545454546,1.3111111111111111,1.0,1.359375
380666,1.7045454545454546,0.9583333333333334,1.6595735853331994,1.121212121212121
380667,1.4222222222222223,1.0222222222222221,1.298077547152667,1.0845070422535212
380668,1.4444444444444444,1.4047619047619047,1.4647887323943662,1.289855072463768
380669,1.0222222222222221,1.1363636363636365,1.0476190476190477,1.15
380670,1.574468085106383,1.7380952380952381,1.356164383561644,1.6956521739130435
380671,1.1818181818181819,1.6904761904761905,1.240506329113924,1.5977011494252873
380672,1.4772727272727273,1.425531914893617,1.3076923076923077,1.3170731707317074
380673,1.5714285714285714,1.3333333333333333,1.6075949367088607,1.3875
380674,1.4,1.558139534883721,1.4556962025316456,1.4683544303797469
380675,1.4,1.2325581395348837,1.2191780821917808,1.2658227848101267
380676,1.4090909090909092,1.1914893617021276,1.535886637212093,1.0675675675675675
380677,1.0681818181818181,1.1363636363636365,0.9857142857142858,1.3333333333333333
380678,1.565217391304348,1.16,1.588234575459468,1.1818181818181819
380679,1.4,1.2727272727272727,1.2382983992759147,1.2025316455696202
380680,1.3777777777777778,1.2272727272727273,1.2413793103448276,1.2777777777777777
380681,1.2272727272727273,1.3777777777777778,1.3276601394298466,1.2595424654742235
380682,1.441860465116279,1.3409090909090908,1.5340909090909092,1.4090909090909092
380683,1.2444444444444445,1.4666666666666666,1.2808988764044944,1.4482758620689655
380684,1.1904761904761905,1.2949649604064464,1.2597402597402598,1.2091842904001482
380685,1.5952380952380953,1.441860465116279,1.6623376623376624,1.4431818181818181
380686,1.6170212765957446,0.9333333333333333,1.6330638576355412,1.0416666666666667
380687,1.4772727272727273,1.2765957446808511,1.5340909090909092,1.1868131868131868
380688,1.5454545454545454,1.3333333333333333,1.512713146367073,1.3103448275862069
380689,0.813953488372093,1.0681818181818181,1.240506329113924,1.3209876543209877
380690,1.1304347826086956,1.1702127659574468,1.0,1.127906976744186
380691,1.1702127659574468,1.2727272727272727,1.0602409638554218,1.1931818181818181
380692,1.2619047619047619,1.2325581395348837,1.1948051948051948,1.1818181818181819
380693,1.4186046511627908,1.2222222222222223,1.5384615384615385,1.4431818181818181
380694,1.1363636363636365,1.3111111111111111,1.0632911392405062,1.1341463414634145
380695,1.3777777777777778,1.1818181818181819,1.2272727272727273,1.2857142857142858
380696,1.2391304347826086,1.3404255319148937,1.3208960152597073,1.2508478816433497
380697,1.6046511627906976,1.441860465116279,1.6136363636363635,1.5517241379310345
380698,1.2666666666666666,1.4772727272727273,1.2134831460674158,1.3563218390804597
380699,0.8837209302325582,1.367648064447106,1.1627906976744187,1.2545460247936477
380700,1.3043478260869565,1.5109478022278817,1.4943820224719102,1.4889700408198379
380701,1.574468085106383,1.1136363636363635,1.570908519669629,1.1625
380702,1.4,1.1063829787234043,1.5,1.1538461538461537
380703,1.6136363636363635,1.5853658536585367,1.517111419856593,1.441860465116279
380704,0.8888888888888888,1.3235303849488125,1.2,1.401460365496484
380705,1.0,1.2608695652173914,0.9878048780487805,1.148936170212766
380706,1.1333333333333333,1.2093023255813953,1.0217391304347827,1.1770833333333333
380707,1.255813953488372,1.2093023255813953,1.2093023255813953,1.1818181818181819
380708,1.1363636363636365,1.1333333333333333,1.4252873563218391,1.2808988764044944
380709,1.288888888888889,1.204378682935268,1.146067415730337,1.1563632158679213
380710,1.4,1.3255813953488371,1.2359550561797752,1.3888888888888888
380711,1.2340425531914894,1.4130434782608696,1.332090049287332,1.3150689435167615
380712,1.6136363636363635,1.4186046511627908,1.6627906976744187,1.5632183908045978
380713,1.2391304347826086,1.2727272727272727,1.1222222222222222,1.3522727272727273
380714,1.0930232558139534,1.3235303849488125,1.255813953488372,1.251012652231843
380715,1.2765957446808511,1.478570372449734,1.3333333333333333,1.516363084958878
380716,1.2765957446808511,1.1162790697674418,1.489208097407159,1.1590909090909092
380717,1.5555555555555556,1.0425531914893618,1.6022727272727273,1.1318681318681318
380718,1.608695652173913,1.6319986944010445,1.4774447198832479,1.4307686804735844
380719,1.04,1.216217037984485,1.148936170212766,1.3144880969922605
380720,1.0909090909090908,1.2173913043478262,1.010989010989011,1.1170212765957446
380721,1.1555555555555554,1.3333333333333333,1.0543478260869565,1.1914893617021276
380722,1.2790697674418605,1.1395348837209303,1.197674418604651,1.1136363636363635
380723,1.2127659574468086,1.077465547510949,1.3888888888888888,1.2700734562311884
380724,1.5217391304347827,1.343282579639866,1.211111111111111,1.2379177554209086
380725,1.434782608695652,1.4130434782608696,1.3992542534530794,1.1888888888888889
380726,0.9772727272727273,1.3409090909090908,1.244186046511628,1.3295454545454546
380727,1.5217391304347827,1.5517252080863504,1.6363636363636365,1.435714798469571
380728,1.14,1.0,1.1170212765957446,0.9787234042553191
380730,1.0833333333333333,1.0666666666666667,1.3222222222222222,1.0769230769230769
380731,0.9111111111111111,1.127659574468085,0.9782608695652174,1.3111111111111111
380732,1.3333333333333333,1.3255813953488371,1.4666666666666666,1.1954022988505748
380733,1.8239985408011674,1.5572507196559393,1.4824896955293012,1.3759393323536344
380729,1.2045454545454546,1.3414634146341464,1.2790697674418605,1.1744186046511629
380735,1.6590909090909092,1.2142857142857142,1.627906976744186,1.404494382022472
380738,1.1136363636363635,1.1162790697674418,1.255813953488372,1.2840909090909092
380739,1.3499990357149745,1.2380952380952381,1.4669112254002847,1.1634976564647694
380740,1.2340425531914894,1.2127659574468086,1.164835164835165,1.1956521739130435
380741,1.6521739130434783,1.5810821493798306,1.6704545454545454,1.371429061224665
380742,1.0588235294117647,0.7727272727272727,1.0425531914893618,0.9787234042553191
380743,1.1333333333333333,1.119047619047619,1.255813953488372,1.197674418604651
380744,0.9791666666666666,1.1333333333333333,1.3333333333333333,1.098901098901099
380745,0.9111111111111111,1.0638297872340425,1.0543478260869565,1.2333333333333334
380747,1.1702127659574468,0.9718316703039932,1.4285714285714286,1.291971274442071
380748,1.8281235717784596,1.328243260883007,1.5291822843648697,1.3646611411048342
380736,1.1111111111111112,1.3777777777777778,1.2247191011235956,1.4
380749,1.5,1.5,1.4555555555555555,1.288888888888889
380750,1.3555555555555556,1.2959989632008295,1.4597701149425288,1.3646611411048342
380751,0.8888888888888888,1.4545454545454546,1.1797752808988764,1.4269662921348314
380752,1.3308280682917806,1.5354342798695118,1.2398528560342643,1.488550186469537
380753,1.2222222222222223,1.1395348837209303,1.206896551724138,1.3068181818181819
380754,1.1958033595780702,1.2857142857142858,1.3676465560122955,1.1494252873563218
380755,1.18,1.4589031103403354,1.1808510638297873,1.2781685640251534
380756,1.6222222222222222,1.4594604455813822,1.550561797752809,1.2750004553573056
380757,1.3396226415094339,0.9565217391304348,1.1041666666666667,1.064516129032258
380758,1.2444444444444445,1.3658536585365855,1.2528735632183907,1.3176470588235294
380759,0.8775510204081632,1.2727272727272727,1.2087912087912087,1.2
380760,0.9111111111111111,0.9148936170212766,1.0434782608695652,1.065934065934066
380761,1.2291666666666667,1.4047619047619047,1.4,1.2674418604651163
380763,1.6946551949196986,1.7109361633311224,1.5175091371559777,1.5057028495426426
380762,1.3555555555555556,1.09859232295234,1.4615384615384615,1.2454878142555288
380764,1.5,1.2391304347826086,1.5222222222222221,1.1888888888888889
380765,1.48,1.2587403785032318,1.4623655913978495,1.243635911405123
380766,1.2954545454545454,1.629922543246097,1.2398528560342643,1.4770998004197713
380767,1.4,1.186046511627907,1.1477272727272727,1.3333333333333333
380768,1.2483213098514698,1.3636363636363635,1.3381290150615053,1.146067415730337
380769,1.0408163265306123,1.4357132602048142,1.1382978723404256,1.3558714036044826
380770,1.4390243902439024,1.0,1.3214285714285714,1.0666666666666667
380771,1.3333333333333333,0.9555555555555556,1.2823529411764707,1.1666666666666667
380772,1.0217391304347827,1.2824417691284205,1.1630434782608696,1.1406839769262445
380773,1.6428571428571428,0.9090909090909091,1.414448131388543,1.0777777777777777
380774,1.288888888888889,1.2949649604064464,1.4565217391304348,1.2591245471257473
380775,1.3488372093023255,1.3703703703703705,1.3208960152597073,1.1515151515151516
380776,1.5428560408171137,1.6888888888888889,1.3238429452516207,1.5444444444444445
380777,1.2291666666666667,1.0909090909090908,1.2750004553573056,1.1910112359550562
380778,1.2377613721948446,1.1875,1.2109086505786724,1.2967032967032968
380779,1.1555555555555554,1.38,1.2173913043478262,1.4838709677419355
380780,1.4883720930232558,1.0444444444444445,1.4318181818181819,1.1477272727272727
380781,0.9463080897261144,1.1702127659574468,1.0975605931844623,1.3381290150615053
380782,1.4047619047619047,1.2045454545454546,1.369047619047619,1.1797752808988764
380783,1.0888888888888888,1.2,1.101123595505618,1.391304347826087
380784,1.5476190476190477,0.9777777777777777,1.3764705882352941,1.1777777777777778
380785,1.186046511627907,1.326086956521739,1.2298850574712643,1.4666666666666666
380786,1.4776108376038526,1.4531238647469806,1.5291822843648697,1.2692302810652765
380787,1.2222222222222223,1.0,1.1590909090909092,1.127659574468085
380788,1.7209302325581395,0.8181818181818182,1.5285165290811675,1.032967032967033
380789,1.629922543246097,1.5220599426911343,1.482626055067975,1.328413774322426
380790,1.4090909090909092,1.42,1.3880602194254552,1.23
380791,1.4093950272516595,1.4583333333333333,1.2310340582641177,1.5053763440860215
380792,1.4545454545454546,0.8863636363636364,1.328571903061394,1.211111111111111
380793,1.3150675924194573,1.4375,1.3199995200001744,1.2934782608695652
380794,1.0666666666666667,1.4489795918367347,1.075268817204301,1.5268817204301075
380795,1.5365853658536586,1.1111111111111112,1.4318181818181819,1.1931818181818181
380796,1.0469791631012328,1.3555555555555556,1.1289194672754468,1.4181813024795262
