game_pk,date,home_team_id,away_team_id,home_team_name,away_team_name,home_games,away_games,home_total_ip,away_total_ip,home_total_hits,away_total_hits,home_total_hits_per_ip,away_total_hits_per_ip,home_total_earned_runs,away_total_earned_runs,home_total_earned_runs_per_ip,away_total_earned_runs_per_ip,home_total_walks,away_total_walks,home_total_walks_per_ip,away_total_walks_per_ip,home_total_strikeouts,away_total_strikeouts,home_total_strikeouts_per_ip,away_total_strikeouts_per_ip,home_total_homeruns,away_total_homeruns,home_total_homeruns_per_ip,away_total_homeruns_per_ip,home_era,away_era,home_whip,away_whip,home_k_per_9,away_k_per_9,home_k_bb_ratio,away_k_bb_ratio,home_hr_per_9,away_hr_per_9,home_bb_per_9,away_bb_per_9
5058581,2026-05-26,8,30,Guardians,Nationals,56,55,186.3,260.0,158,250,0.85,0.96,76,136,0.41,0.52,81,113,0.43,0.43,219,210,1.18,0.81,23,35,0.12,0.13,3.67,4.71,1.28,1.4,10.58,7.27,2.7,1.86,1.11,1.21,3.91,3.91
5058582,2026-05-26,3,27,Orioles,Rays,54,51,211.7,204.3,200,185,0.94,0.91,110,99,0.52,0.48,86,84,0.41,0.41,204,181,0.96,0.89,24,29,0.11,0.14,4.68,4.36,1.35,1.32,8.67,7.97,2.37,2.15,1.02,1.28,3.66,3.7
5058583,2026-05-26,10,13,Tigers,Angels,54,54,209.0,198.0,190,192,0.91,0.97,91,117,0.44,0.59,97,114,0.46,0.58,196,191,0.94,0.96,22,28,0.11,0.14,3.92,5.32,1.37,1.55,8.44,8.68,2.02,1.68,0.95,1.27,4.18,5.18
5058584,2026-05-26,22,5,Pirates,Cubs,54,54,209.0,196.7,182,168,0.87,0.85,94,78,0.45,0.4,99,75,0.47,0.38,212,174,1.01,0.88,21,27,0.1,0.14,4.05,3.57,1.34,1.24,9.13,7.96,2.14,2.32,0.9,1.24,4.26,3.43
5058585,2026-05-26,4,2,Red Sox,Braves,52,54,203.0,187.7,169,140,0.83,0.75,70,65,0.34,0.35,74,65,0.36,0.35,202,189,1.0,1.01,22,19,0.11,0.1,3.1,3.12,1.2,1.09,8.96,9.06,2.73,2.91,0.98,0.91,3.28,3.12
5058586,2026-05-26,29,15,Blue Jays,Marlins,54,54,222.0,195.7,200,134,0.9,0.68,95,73,0.43,0.37,85,97,0.38,0.5,241,205,1.09,1.05,23,12,0.1,0.06,3.85,3.36,1.28,1.18,9.77,9.43,2.84,2.11,0.93,0.55,3.45,4.46
5058587,2026-05-26,18,7,Mets,Reds,54,53,224.3,204.7,198,182,0.88,0.89,84,114,0.37,0.56,83,134,0.37,0.65,230,204,1.03,1.0,21,32,0.09,0.16,3.37,5.01,1.25,1.54,9.23,8.97,2.77,1.52,0.84,1.41,3.33,5.89
5058588,2026-05-26,6,17,White Sox,Twins,53,53,231.0,194.3,212,189,0.92,0.97,122,101,0.53,0.52,118,100,0.51,0.51,213,165,0.92,0.85,30,15,0.13,0.08,4.75,4.68,1.43,1.49,8.3,7.64,1.81,1.65,1.17,0.69,4.6,4.63
5058589,2026-05-26,12,19,Royals,Yankees,53,54,179.3,182.7,171,165,0.95,0.9,93,71,0.52,0.39,96,70,0.54,0.38,166,178,0.93,0.97,23,18,0.13,0.1,4.67,3.5,1.49,1.29,8.33,8.77,1.73,2.54,1.15,0.89,4.82,3.45
5058590,2026-05-26,16,26,Brewers,Cardinals,51,52,204.3,193.7,175,175,0.86,0.9,78,95,0.38,0.49,89,96,0.44,0.5,206,171,1.01,0.88,14,19,0.07,0.1,3.44,4.41,1.29,1.4,9.07,7.95,2.31,1.78,0.62,0.88,3.92,4.46
5058591,2026-05-26,28,11,Rangers,Astros,53,55,186.3,220.0,152,211,0.82,0.96,63,135,0.34,0.61,73,126,0.39,0.57,153,198,0.82,0.9,15,37,0.08,0.17,3.04,5.52,1.21,1.53,7.39,8.1,2.1,1.57,0.72,1.51,3.53,5.15
5058592,2026-05-26,23,21,Padres,Phillies,53,53,216.0,192.3,174,184,0.81,0.96,75,82,0.35,0.43,82,65,0.38,0.34,229,210,1.06,1.09,15,19,0.07,0.1,3.13,3.84,1.19,1.29,9.54,9.83,2.79,3.23,0.63,0.89,3.42,3.04
5058593,2026-05-26,20,25,Athletics,Mariners,53,54,204.7,176.0,189,170,0.92,0.97,98,61,0.48,0.35,91,65,0.44,0.37,194,176,0.95,1.0,21,14,0.1,0.08,4.31,3.12,1.37,1.34,8.53,9.0,2.13,2.71,0.92,0.72,4.0,3.32
5058594,2026-05-26,24,1,Giants,Diamondbacks,54,52,184.3,173.7,146,144,0.79,0.83,68,83,0.37,0.48,95,59,0.52,0.34,159,146,0.86,0.84,14,18,0.08,0.1,3.32,4.3,1.31,1.17,7.76,7.57,1.67,2.47,0.68,0.93,4.64,3.06
5058595,2026-05-26,14,9,Dodgers,Rockies,54,55,169.3,248.0,122,239,0.72,0.96,54,120,0.32,0.48,65,99,0.38,0.4,179,231,1.06,0.93,9,27,0.05,0.11,2.87,4.35,1.1,1.36,9.51,8.38,2.75,2.33,0.48,0.98,3.45,3.59
