game_pk,date,home_team_id,away_team_id,home_team_name,away_team_name,home_games,away_games,home_total_ip,away_total_ip,home_total_hits,away_total_hits,home_total_hits_per_ip,away_total_hits_per_ip,home_total_earned_runs,away_total_earned_runs,home_total_earned_runs_per_ip,away_total_earned_runs_per_ip,home_total_walks,away_total_walks,home_total_walks_per_ip,away_total_walks_per_ip,home_total_strikeouts,away_total_strikeouts,home_total_strikeouts_per_ip,away_total_strikeouts_per_ip,home_total_homeruns,away_total_homeruns,home_total_homeruns_per_ip,away_total_homeruns_per_ip,home_era,away_era,home_whip,away_whip,home_k_per_9,away_k_per_9,home_k_bb_ratio,away_k_bb_ratio,home_hr_per_9,away_hr_per_9,home_bb_per_9,away_bb_per_9
5058856,2026-06-16,21,15,Phillies,Marlins,71,72,251.7,266.0,239,193,0.95,0.73,107,105,0.43,0.39,85,132,0.34,0.5,274,287,1.09,1.08,24,20,0.1,0.08,3.83,3.55,1.29,1.22,9.8,9.71,3.22,2.17,0.86,0.68,3.04,4.47
5058857,2026-06-16,30,12,Nationals,Royals,73,71,350.7,247.0,338,243,0.96,0.98,181,133,0.52,0.54,154,131,0.44,0.53,274,232,0.78,0.94,50,40,0.14,0.16,4.65,4.85,1.4,1.51,7.03,8.45,1.78,1.77,1.28,1.46,3.95,4.77
5058858,2026-06-16,4,29,Red Sox,Blue Jays,69,72,262.0,307.7,218,273,0.83,0.89,91,134,0.35,0.44,92,115,0.35,0.37,259,312,0.99,1.01,30,35,0.11,0.11,3.13,3.92,1.18,1.26,8.9,9.13,2.82,2.71,1.03,1.02,3.16,3.36
5058859,2026-06-16,19,6,Yankees,White Sox,70,70,237.3,317.0,210,269,0.88,0.85,89,149,0.37,0.47,91,153,0.38,0.48,230,296,0.97,0.93,22,39,0.09,0.12,3.37,4.23,1.27,1.33,8.72,8.4,2.53,1.93,0.83,1.11,3.45,4.34
5058860,2026-06-16,7,18,Reds,Mets,71,72,273.0,314.7,253,264,0.93,0.84,150,118,0.55,0.38,170,110,0.62,0.35,260,316,0.95,1.0,42,35,0.15,0.11,4.95,3.38,1.55,1.19,8.57,9.04,1.53,2.87,1.38,1.0,5.6,3.15
5058861,2026-06-16,2,24,Braves,Giants,71,72,252.3,250.3,194,231,0.77,0.92,80,120,0.32,0.48,85,130,0.34,0.52,256,214,1.01,0.85,24,27,0.1,0.11,2.85,4.31,1.11,1.44,9.13,7.69,3.01,1.65,0.86,0.97,3.03,4.67
5058862,2026-06-16,16,8,Brewers,Guardians,68,72,274.3,242.3,242,211,0.88,0.87,108,100,0.39,0.41,115,100,0.42,0.41,284,278,1.04,1.15,25,26,0.09,0.11,3.54,3.71,1.3,1.28,9.32,10.32,2.47,2.78,0.82,0.97,3.77,3.71
5058863,2026-06-16,26,23,Cardinals,Padres,69,71,254.7,287.0,231,239,0.91,0.83,119,100,0.47,0.35,113,110,0.44,0.38,233,300,0.91,1.05,27,23,0.11,0.08,4.21,3.14,1.35,1.22,8.23,9.41,2.06,2.73,0.95,0.72,3.99,3.45
5058864,2026-06-16,5,9,Cubs,Rockies,73,73,275.0,322.7,241,349,0.88,1.08,111,187,0.4,0.58,105,137,0.38,0.42,243,299,0.88,0.93,39,44,0.14,0.14,3.63,5.22,1.26,1.51,7.95,8.34,2.31,2.18,1.28,1.23,3.44,3.82
5058865,2026-06-16,28,17,Rangers,Twins,72,72,245.7,262.3,211,261,0.86,0.99,91,149,0.37,0.57,87,138,0.35,0.53,207,244,0.84,0.93,26,28,0.11,0.11,3.33,5.11,1.21,1.52,7.58,8.37,2.38,1.77,0.95,0.96,3.19,4.73
5058866,2026-06-16,11,10,Astros,Tigers,74,72,294.3,274.7,262,256,0.89,0.93,156,123,0.53,0.45,154,119,0.52,0.43,280,258,0.95,0.94,43,32,0.15,0.12,4.77,4.03,1.41,1.37,8.56,8.45,1.82,2.17,1.31,1.05,4.71,3.9
5058867,2026-06-16,1,13,Diamondbacks,Angels,71,73,232.3,274.3,199,250,0.86,0.91,109,143,0.47,0.52,86,159,0.37,0.58,205,272,0.88,0.99,25,38,0.11,0.14,4.22,4.69,1.23,1.49,7.94,8.92,2.38,1.71,0.97,1.25,3.33,5.22
5058868,2026-06-16,25,3,Mariners,Orioles,72,73,234.3,274.0,220,263,0.94,0.96,89,140,0.38,0.51,92,103,0.39,0.38,225,255,0.96,0.93,19,33,0.08,0.12,3.42,4.6,1.33,1.34,8.64,8.38,2.45,2.48,0.73,1.08,3.53,3.38
5058869,2026-06-16,20,22,Athletics,Pirates,71,73,284.3,284.0,274,254,0.96,0.89,151,142,0.53,0.5,123,145,0.43,0.51,277,292,0.97,1.03,32,32,0.11,0.11,4.78,4.5,1.4,1.4,8.77,9.25,2.25,2.01,1.01,1.01,3.89,4.6
5058870,2026-06-16,14,27,Dodgers,Rays,73,69,226.0,277.7,186,258,0.82,0.93,96,143,0.42,0.52,89,118,0.39,0.42,246,252,1.09,0.91,23,45,0.1,0.16,3.82,4.64,1.22,1.35,9.8,8.17,2.76,2.14,0.92,1.46,3.54,3.82
