game_pk,date,home_team_id,away_team_id,home_team_name,away_team_name,home_probable_pitcher_id,home_probable_pitcher_name,away_probable_pitcher_id,away_probable_pitcher_name,venue,game_time_utc,status
822750,2026-04-19T17:35:00Z,120,137,Washington Nationals,San Francisco Giants,571945,Miles Mikolas,592662,Robbie Ray,Nationals Park,2026-04-19T17:35:00Z,Scheduled
823393,2026-04-19T17:35:00Z,134,139,Pittsburgh Pirates,Tampa Bay Rays,656605,Mitch Keller,663556,Shane McClanahan,PNC Park,2026-04-19T17:35:00Z,Scheduled
823556,2026-04-19T17:35:00Z,147,118,New York Yankees,Kansas City Royals,677960,Ryan Weathers,666142,Cole Ragans,Yankee Stadium,2026-04-19T17:35:00Z,Scheduled
824452,2026-04-19T17:40:00Z,114,110,Cleveland Guardians,Baltimore Orioles,676282,Joey Cantillo,669432,Trevor Rogers,Progressive Field,2026-04-19T17:40:00Z,Scheduled
823881,2026-04-19T17:40:00Z,146,158,Miami Marlins,Milwaukee Brewers,691587,Eury Pérez,694819,Jacob Misiorowski,loanDepot park,2026-04-19T17:40:00Z,Scheduled
824205,2026-04-19T18:10:00Z,117,138,Houston Astros,St. Louis Cardinals,681347,Mike Burrows,669461,Matthew Liberatore,Daikin Park,2026-04-19T18:10:00Z,Scheduled
823718,2026-04-19T18:10:00Z,142,113,Minnesota Twins,Cincinnati Reds,641927,Bailey Ober,663903,Brady Singer,Target Field,2026-04-19T18:10:00Z,Scheduled
824691,2026-04-19T18:20:00Z,112,121,Chicago Cubs,New York Mets,665871,Javier Assad,668964,Tobias Myers,Wrigley Field,2026-04-19T18:20:00Z,Scheduled
824371,2026-04-19T19:10:00Z,115,119,Colorado Rockies,Los Angeles Dodgers,547179,Michael Lorenzen,808963,Roki Sasaki,Coors Field,2026-04-19T19:10:00Z,Scheduled
825018,2026-04-19T20:05:00Z,133,145,Athletics,Chicago White Sox,605488,Jeffrey Springs,702273,Noah Schultz,Sutter Health Park,2026-04-19T20:05:00Z,Scheduled
824047,2026-04-19T20:07:00Z,108,135,Los Angeles Angels,San Diego Padres,672282,Reid Detmers,650633,Michael King,Angel Stadium,2026-04-19T20:07:00Z,Scheduled
823150,2026-04-19T20:10:00Z,136,140,Seattle Mariners,Texas Rangers,693433,Bryan Woo,669022,MacKenzie Gore,T-Mobile Park,2026-04-19T20:10:00Z,Scheduled
825100,2026-04-19T20:10:00Z,109,141,Arizona Diamondbacks,Toronto Blue Jays,669194,Ryne Nelson,592332,Kevin Gausman,Chase Field,2026-04-19T20:10:00Z,Scheduled
824777,2026-04-19T20:35:00Z,111,116,Boston Red Sox,Detroit Tigers,676979,Garrett Crochet,664285,Framber Valdez,Fenway Park,2026-04-19T20:35:00Z,Scheduled
823475,2026-04-19T23:20:00Z,143,144,Philadelphia Phillies,Atlanta Braves,691725,Andrew Painter,656550,Grant Holmes,Citizens Bank Park,2026-04-19T23:20:00Z,Scheduled
