game_pk,date,home_team_id,away_team_id,home_team_name,away_team_name,home_probable_pitcher_id,home_probable_pitcher_name,away_probable_pitcher_id,away_probable_pitcher_name,venue,game_time_utc,status
822799,2026-06-23T20:07:00Z,141,117,Toronto Blue Jays,Houston Astros,669456,Shane Bieber,663567,Peter Lambert,Rogers Centre,2026-06-23T20:07:00Z,Scheduled
823365,2026-06-23T22:40:00Z,134,136,Pittsburgh Pirates,Seattle Mariners,656605,Mitch Keller,669923,George Kirby,PNC Park,2026-06-23T22:40:00Z,Scheduled
822963,2026-06-23T22:40:00Z,139,118,Tampa Bay Rays,Kansas City Royals,663556,Shane McClanahan,679883,Luinder Avila,Tropicana Field,2026-06-23T22:40:00Z,Scheduled
823849,2026-06-23T22:40:00Z,146,140,Miami Marlins,Texas Rangers,645261,Sandy Alcantara,615698,Cal Quantrill,loanDepot park,2026-06-23T22:40:00Z,Scheduled
824262,2026-06-23T22:40:00Z,116,147,Detroit Tigers,New York Yankees,663554,Casey Mize,607074,Carlos Rodón,Comerica Park,2026-06-23T22:40:00Z,Scheduled
822718,2026-06-23T22:45:00Z,120,143,Washington Nationals,Philadelphia Phillies,641793,Zack Littell,666200,Jesús Luzardo,Nationals Park,2026-06-23T22:45:00Z,Scheduled
823614,2026-06-23T23:10:00Z,121,112,New York Mets,Chicago Cubs,673540,Kodai Senga,665795,Edward Cabrera,Citi Field,2026-06-23T23:10:00Z,Scheduled
824501,2026-06-23T23:10:00Z,113,158,Cincinnati Reds,Milwaukee Brewers,666157,Nick Lodolo,687075,Brandon Sproat,Great American Ball Park,2026-06-23T23:10:00Z,Scheduled
823690,2026-06-23T23:40:00Z,142,119,Minnesota Twins,Los Angeles Dodgers,696070,Kendry Rojas,680736,Justin Wrobleski,Target Field,2026-06-23T23:40:00Z,Scheduled
824584,2026-06-23T23:40:00Z,145,114,Chicago White Sox,Cleveland Guardians,680732,Sean Burke,800048,Parker Messick,Rate Field,2026-06-23T23:40:00Z,Scheduled
823043,2026-06-23T23:45:00Z,138,109,St. Louis Cardinals,Arizona Diamondbacks,681517,Kyle Leahy,593958,Eduardo Rodriguez,Busch Stadium,2026-06-23T23:45:00Z,Scheduled
824340,2026-06-24T00:40:00Z,115,111,Colorado Rockies,Boston Red Sox,807743,Sean Sullivan,543243,Sonny Gray,Coors Field,2026-06-24T00:40:00Z,Scheduled
824017,2026-06-24T01:38:00Z,108,110,Los Angeles Angels,Baltimore Orioles,696270,Ryan Johnson,669358,Shane Baz,Angel Stadium,2026-06-24T01:38:00Z,Scheduled
823286,2026-06-24T01:40:00Z,135,144,San Diego Padres,Atlanta Braves,,,702275,JR Ritchie,Petco Park,2026-06-24T01:40:00Z,Scheduled
823210,2026-06-24T01:45:00Z,137,133,San Francisco Giants,Athletics,592662,Robbie Ray,650644,Aaron Civale,Oracle Park,2026-06-24T01:45:00Z,Scheduled
