game_pk,date,home_team_id,away_team_id,home_team_name,away_team_name,home_probable_pitcher_id,home_probable_pitcher_name,away_probable_pitcher_id,away_probable_pitcher_name,venue,game_time_utc,status
824853,2026-04-14T22:35:00Z,110,109,Baltimore Orioles,Arizona Diamondbacks,669432,Trevor Rogers,518876,Merrill Kelly,Oriole Park at Camden Yards,2026-04-14T22:35:00Z,Scheduled
824292,2026-04-14T22:40:00Z,116,118,Detroit Tigers,Kansas City Royals,664285,Framber Valdez,666142,Cole Ragans,Comerica Park,2026-04-14T22:40:00Z,Scheduled
823398,2026-04-14T22:40:00Z,134,120,Pittsburgh Pirates,Washington Nationals,656605,Mitch Keller,571945,Miles Mikolas,PNC Park,2026-04-14T22:40:00Z,Scheduled
824531,2026-04-14T22:40:00Z,113,137,Cincinnati Reds,San Francisco Giants,663903,Brady Singer,592662,Robbie Ray,Great American Ball Park,2026-04-14T22:40:00Z,Scheduled
823478,2026-04-14T22:40:00Z,143,112,Philadelphia Phillies,Chicago Cubs,605400,Aaron Nola,702303,Riley Martin,Citizens Bank Park,2026-04-14T22:40:00Z,Scheduled
823562,2026-04-14T23:05:00Z,147,108,New York Yankees,Los Angeles Angels,677960,Ryan Weathers,672282,Reid Detmers,Yankee Stadium,2026-04-14T23:05:00Z,Scheduled
824935,2026-04-14T23:15:00Z,144,146,Atlanta Braves,Miami Marlins,625643,Reynaldo López,676974,Max Meyer,Truist Park,2026-04-14T23:15:00Z,Scheduled
823723,2026-04-14T23:40:00Z,142,111,Minnesota Twins,Boston Red Sox,690953,Mick Abel,543243,Sonny Gray,Target Field,2026-04-14T23:40:00Z,Scheduled
824616,2026-04-14T23:40:00Z,145,139,Chicago White Sox,Tampa Bay Rays,702273,Noah Schultz,663556,Shane McClanahan,Rate Field,2026-04-14T23:40:00Z,Scheduled
823802,2026-04-14T23:40:00Z,158,141,Milwaukee Brewers,Toronto Blue Jays,694819,Jacob Misiorowski,592332,Kevin Gausman,American Family Field,2026-04-14T23:40:00Z,Scheduled
823072,2026-04-14T23:45:00Z,138,114,St. Louis Cardinals,Cleveland Guardians,700241,Michael McGreevy,676282,Joey Cantillo,Busch Stadium,2026-04-14T23:45:00Z,Scheduled
824210,2026-04-15T00:10:00Z,117,115,Houston Astros,Colorado Rockies,676467,Colton Gordon,,Michael Lorenzen,Daikin Park,2026-04-15T00:10:00Z,Scheduled
823315,2026-04-15T01:40:00Z,135,136,San Diego Padres,Seattle Mariners,650633,Michael King,693433,Bryan Woo,Petco Park,2026-04-15T01:40:00Z,Scheduled
825022,2026-04-15T01:40:00Z,133,140,Athletics,Texas Rangers,605488,Jeffrey Springs,669022,MacKenzie Gore,Sutter Health Park,2026-04-15T01:40:00Z,Scheduled
823965,2026-04-15T02:10:00Z,119,121,Los Angeles Dodgers,New York Mets,808967,Yoshinobu Yamamoto,690997,Nolan McLean,UNIQLO Field at Dodger Stadium,2026-04-15T02:10:00Z,Scheduled
