game_pk,date,home_team_id,away_team_id,home_team_name,away_team_name,home_probable_pitcher_id,home_probable_pitcher_name,away_probable_pitcher_id,away_probable_pitcher_name,venue,game_time_utc,status
824679,2026-05-22T18:20:00Z,112,117,Chicago Cubs,Houston Astros,592791,Jameson Taillon,681293,Spencer Arrighetti,Wrigley Field,2026-05-22T18:20:00Z,Scheduled
824518,2026-05-22T22:40:00Z,113,138,Cincinnati Reds,St. Louis Cardinals,663978,Chris Paddack,681517,Kyle Leahy,Great American Ball Park,2026-05-22T22:40:00Z,Scheduled
823461,2026-05-22T22:40:00Z,143,114,Philadelphia Phillies,Cleveland Guardians,650911,Cristopher Sánchez,668909,Gavin Williams,Citizens Bank Park,2026-05-22T22:40:00Z,Scheduled
823546,2026-05-22T23:05:00Z,147,139,New York Yankees,Tampa Bay Rays,543037,Gerrit Cole,607259,Nick Martinez,Yankee Stadium,2026-05-22T23:05:00Z,Scheduled
822816,2026-05-22T23:07:00Z,141,134,Toronto Blue Jays,Pittsburgh Pirates,592332,Kevin Gausman,696149,Bubba Chandler,Rogers Centre,2026-05-22T23:07:00Z,Scheduled
824761,2026-05-22T23:10:00Z,111,142,Boston Red Sox,Minnesota Twins,801139,Payton Tolle,687570,Connor Prielipp,Fenway Park,2026-05-22T23:10:00Z,Scheduled
823863,2026-05-22T23:10:00Z,146,121,Miami Marlins,New York Mets,691587,Eury Pérez,668964,Tobias Myers,loanDepot park,2026-05-22T23:10:00Z,Scheduled
824842,2026-05-22T23:15:00Z,110,116,Baltimore Orioles,Detroit Tigers,605135,Chris Bassitt,656427,Jack Flaherty,Oriole Park at Camden Yards,2026-05-22T23:15:00Z,Scheduled
824922,2026-05-22T23:15:00Z,144,120,Atlanta Braves,Washington Nationals,,,571945,Miles Mikolas,Truist Park,2026-05-22T23:15:00Z,Scheduled
824110,2026-05-22T23:40:00Z,118,136,Kansas City Royals,Seattle Mariners,702070,Noah Cameron,669302,Logan Gilbert,Kauffman Stadium,2026-05-22T23:40:00Z,Scheduled
823788,2026-05-22T23:40:00Z,158,119,Milwaukee Brewers,Los Angeles Dodgers,701656,Logan Henderson,680736,Justin Wrobleski,American Family Field,2026-05-22T23:40:00Z,Scheduled
824029,2026-05-23T01:38:00Z,108,140,Los Angeles Angels,Texas Rangers,680570,Grayson Rodriguez,594798,Jacob deGrom,Angel Stadium,2026-05-23T01:38:00Z,Scheduled
825082,2026-05-23T01:40:00Z,109,115,Arizona Diamondbacks,Colorado Rockies,647336,Michael Soroka,608372,Tomoyuki Sugano,Chase Field,2026-05-23T01:40:00Z,Scheduled
823298,2026-05-23T01:40:00Z,135,133,San Diego Padres,Athletics,621111,Walker Buehler,605488,Jeffrey Springs,Petco Park,2026-05-23T01:40:00Z,Scheduled
823223,2026-05-23T02:15:00Z,137,145,San Francisco Giants,Chicago White Sox,686790,Trevor McDonald,663436,Davis Martin,Oracle Park,2026-05-23T02:15:00Z,Scheduled
