game_pk,date,home_team_id,away_team_id,home_team_name,away_team_name,home_probable_pitcher_id,home_probable_pitcher_name,away_probable_pitcher_id,away_probable_pitcher_name,venue,game_time_utc,status
824445,2026-04-29T17:10:00Z,114,139,Cleveland Guardians,Tampa Bay Rays,668909,Gavin Williams,656876,Drew Rasmussen,Progressive Field,2026-04-29T17:10:00Z,Scheduled
824608,2026-04-29T17:10:00Z,145,108,Chicago White Sox,Los Angeles Angels,607200,Erick Fedde,579328,Yusei Kikuchi,Rate Field,2026-04-29T17:10:00Z,Scheduled
823717,2026-04-29T17:40:00Z,142,136,Minnesota Twins,Seattle Mariners,671737,Taj Bradley,669923,George Kirby,Target Field,2026-04-29T17:40:00Z,Scheduled
822907,2026-04-29T18:35:00Z,140,147,Texas Rangers,New York Yankees,543135,Nathan Eovaldi,695684,Elmer Rodríguez,Globe Life Field,2026-04-29T18:35:00Z,Scheduled
822821,2026-04-29T19:07:00Z,141,111,Toronto Blue Jays,Boston Red Sox,641778,Eric Lauer,678394,Brayan Bello,Rogers Centre,2026-04-29T19:07:00Z,Scheduled
823958,2026-04-29T19:10:00Z,119,146,Los Angeles Dodgers,Miami Marlins,607192,Tyler Glasnow,645261,Sandy Alcantara,UNIQLO Field at Dodger Stadium,2026-04-29T19:10:00Z,Scheduled
823312,2026-04-29T20:10:00Z,135,112,San Diego Padres,Chicago Cubs,663362,Matt Waldron,592791,Jameson Taillon,Petco Park,2026-04-29T20:10:00Z,Scheduled
824850,2026-04-29T22:35:00Z,110,117,Baltimore Orioles,Houston Astros,605135,Chris Bassitt,663567,Peter Lambert,Oriole Park at Camden Yards,2026-04-29T22:35:00Z,Scheduled
824525,2026-04-29T22:40:00Z,113,115,Cincinnati Reds,Colorado Rockies,682227,Brandon Williamson,608372,Tomoyuki Sugano,Great American Ball Park,2026-04-29T22:40:00Z,Scheduled
823392,2026-04-29T22:40:00Z,134,138,Pittsburgh Pirates,St. Louis Cardinals,696149,Bubba Chandler,669467,Andre Pallante,PNC Park,2026-04-29T22:40:00Z,Scheduled
823471,2026-04-29T22:40:00Z,143,137,Philadelphia Phillies,San Francisco Giants,650911,Cristopher Sánchez,657277,Logan Webb,Citizens Bank Park,2026-04-29T22:40:00Z,Scheduled
823633,2026-04-29T23:10:00Z,121,120,New York Mets,Washington Nationals,656849,David Peterson,676917,Cade Cavalli,Citi Field,2026-04-29T23:10:00Z,Scheduled
824930,2026-04-29T23:15:00Z,144,116,Atlanta Braves,Detroit Tigers,702275,JR Ritchie,669373,Tarik Skubal,Truist Park,2026-04-29T23:15:00Z,Scheduled
823796,2026-04-29T23:40:00Z,158,109,Milwaukee Brewers,Arizona Diamondbacks,687075,Brandon Sproat,593958,Eduardo Rodriguez,American Family Field,2026-04-29T23:40:00Z,Scheduled
825015,2026-04-30T01:40:00Z,133,118,Athletics,Kansas City Royals,622663,Luis Severino,608379,Michael Wacha,Sutter Health Park,2026-04-30T01:40:00Z,Scheduled
