game_pk,date,home_team_id,away_team_id,home_team_name,away_team_name,home_probable_pitcher_id,home_probable_pitcher_name,away_probable_pitcher_id,away_probable_pitcher_name,venue,game_time_utc,status
824855,2026-04-15T16:35:00Z,110,109,Baltimore Orioles,Arizona Diamondbacks,680694,Kyle Bradish,593958,Eduardo Rodriguez,Oriole Park at Camden Yards,2026-04-15T16:35:00Z,Scheduled
823071,2026-04-15T17:15:00Z,138,114,St. Louis Cardinals,Cleveland Guardians,669160,Dustin May,677944,Slade Cecconi,Busch Stadium,2026-04-15T17:15:00Z,Pre-Game
823722,2026-04-15T17:40:00Z,142,111,Minnesota Twins,Boston Red Sox,680573,Simeon Woods Richardson,813349,Connelly Early,Target Field,2026-04-15T17:40:00Z,Scheduled
824291,2026-04-15T22:40:00Z,116,118,Detroit Tigers,Kansas City Royals,656427,Jack Flaherty,607625,Seth Lugo,Comerica Park,2026-04-15T22:40:00Z,Scheduled
823399,2026-04-15T22:40:00Z,134,120,Pittsburgh Pirates,Washington Nationals,,,663623,Jake Irvin,PNC Park,2026-04-15T22:40:00Z,Scheduled
824532,2026-04-15T22:40:00Z,113,137,Cincinnati Reds,San Francisco Giants,695076,Rhett Lowder,641816,Tyler Mahle,Great American Ball Park,2026-04-15T22:40:00Z,Scheduled
823477,2026-04-15T22:40:00Z,143,112,Philadelphia Phillies,Chicago Cubs,666200,Jesús Luzardo,684007,Shota Imanaga,Citizens Bank Park,2026-04-15T22:40:00Z,Scheduled
823561,2026-04-15T23:05:00Z,147,108,New York Yankees,Los Angeles Angels,661563,Luis Gil,686799,Jack Kochanowicz,Yankee Stadium,2026-04-15T23:05:00Z,Scheduled
824936,2026-04-15T23:15:00Z,144,146,Atlanta Braves,Miami Marlins,693821,Bryce Elder,663978,Chris Paddack,Truist Park,2026-04-15T23:15:00Z,Scheduled
824615,2026-04-15T23:40:00Z,145,139,Chicago White Sox,Tampa Bay Rays,680732,Sean Burke,669947,Jesse Scholtens,Rate Field,2026-04-15T23:40:00Z,Scheduled
823803,2026-04-15T23:40:00Z,158,141,Milwaukee Brewers,Toronto Blue Jays,694477,Chad Patrick,656302,Dylan Cease,American Family Field,2026-04-15T23:40:00Z,Scheduled
824209,2026-04-16T00:10:00Z,117,115,Houston Astros,Colorado Rockies,681293,Spencer Arrighetti,500779,Jose Quintana,Daikin Park,2026-04-16T00:10:00Z,Scheduled
823314,2026-04-16T01:40:00Z,135,136,San Diego Padres,Seattle Mariners,681190,Randy Vásquez,676106,Emerson Hancock,Petco Park,2026-04-16T01:40:00Z,Scheduled
825021,2026-04-16T01:40:00Z,133,140,Athletics,Texas Rangers,669372,J.T. Ginn,677958,Kumar Rocker,Sutter Health Park,2026-04-16T01:40:00Z,Scheduled
823963,2026-04-16T02:10:00Z,119,121,Los Angeles Dodgers,New York Mets,660271,Shohei Ohtani,605280,Clay Holmes,UNIQLO Field at Dodger Stadium,2026-04-16T02:10:00Z,Scheduled
