game_pk,date,home_team_id,away_team_id,home_team_name,away_team_name,home_probable_pitcher_id,home_probable_pitcher_name,away_probable_pitcher_id,away_probable_pitcher_name,venue,game_time_utc,status
824515,2026-05-29T22:40:00Z,113,144,Cincinnati Reds,Atlanta Braves,663978,Chris Paddack,656550,Grant Holmes,Great American Ball Park,2026-05-29T22:40:00Z,Scheduled
822732,2026-05-29T22:45:00Z,120,135,Washington Nationals,San Diego Padres,687606,Paxton Schultz,608337,Lucas Giolito,Nationals Park,2026-05-29T22:45:00Z,Scheduled
823377,2026-05-29T22:45:00Z,134,142,Pittsburgh Pirates,Minnesota Twins,683003,Jared Jones,671737,Taj Bradley,PNC Park,2026-05-29T22:45:00Z,Scheduled
824835,2026-05-29T23:05:00Z,110,141,Baltimore Orioles,Toronto Blue Jays,669432,Trevor Rogers,,,Oriole Park at Camden Yards,2026-05-29T23:05:00Z,Scheduled
824433,2026-05-29T23:10:00Z,114,111,Cleveland Guardians,Boston Red Sox,677944,Slade Cecconi,701719,Tyler Samaniego,Progressive Field,2026-05-29T23:10:00Z,Scheduled
822978,2026-05-29T23:10:00Z,139,108,Tampa Bay Rays,Los Angeles Angels,607259,Nick Martinez,700712,Walbert Ureña,Tropicana Field,2026-05-29T23:10:00Z,Scheduled
823623,2026-05-29T23:10:00Z,121,146,New York Mets,Miami Marlins,642547,Freddy Peralta,676974,Max Meyer,Citi Field,2026-05-29T23:10:00Z,Scheduled
823055,2026-05-29T23:15:00Z,138,112,St. Louis Cardinals,Chicago Cubs,669467,Andre Pallante,684007,Shota Imanaga,Busch Stadium,2026-05-29T23:15:00Z,Scheduled
824594,2026-05-29T23:40:00Z,145,116,Chicago White Sox,Detroit Tigers,607200,Erick Fedde,675512,Troy Melton,Rate Field,2026-05-29T23:40:00Z,Scheduled
822894,2026-05-30T00:05:00Z,140,118,Texas Rangers,Kansas City Royals,669022,MacKenzie Gore,663568,Stephen Kolek,Globe Life Field,2026-05-30T00:05:00Z,Scheduled
824191,2026-05-30T00:10:00Z,117,158,Houston Astros,Milwaukee Brewers,678906,Kai-Wei Teng,689441,Coleman Crow,Daikin Park,2026-05-30T00:10:00Z,Scheduled
824353,2026-05-30T00:40:00Z,115,137,Colorado Rockies,San Francisco Giants,547179,Michael Lorenzen,657277,Logan Webb,Coors Field,2026-05-30T00:40:00Z,Scheduled
825002,2026-05-30T01:40:00Z,133,147,Athletics,New York Yankees,622663,Luis Severino,607074,Carlos Rodón,Sutter Health Park,2026-05-30T01:40:00Z,Scheduled
823135,2026-05-30T02:10:00Z,136,109,Seattle Mariners,Arizona Diamondbacks,669923,George Kirby,668678,Zac Gallen,T-Mobile Park,2026-05-30T02:10:00Z,Scheduled
823946,2026-05-30T02:15:00Z,119,143,Los Angeles Dodgers,Philadelphia Phillies,680736,Justin Wrobleski,554430,Zack Wheeler,UNIQLO Field at Dodger Stadium,2026-05-30T02:15:00Z,Scheduled
