game_pk,date,home_team_id,away_team_id,home_team_name,away_team_name,home_probable_pitcher_id,home_probable_pitcher_name,away_probable_pitcher_id,away_probable_pitcher_name,venue,game_time_utc,status
822982,2026-05-17T16:15:00Z,139,146,Tampa Bay Rays,Miami Marlins,656876,Drew Rasmussen,691587,Eury Pérez,Tropicana Field,2026-05-17T16:15:00Z,Scheduled
822738,2026-05-17T17:35:00Z,120,110,Washington Nationals,Baltimore Orioles,571945,Miles Mikolas,687064,Brandon Young,Nationals Park,2026-05-17T17:35:00Z,Scheduled
823381,2026-05-17T17:35:00Z,134,143,Pittsburgh Pirates,Philadelphia Phillies,694973,Paul Skenes,554430,Zack Wheeler,PNC Park,2026-05-17T17:35:00Z,Scheduled
824923,2026-05-17T17:35:00Z,144,111,Atlanta Braves,Boston Red Sox,656550,Grant Holmes,678394,Brayan Bello,Truist Park,2026-05-17T17:35:00Z,Scheduled
824436,2026-05-17T17:40:00Z,114,113,Cleveland Guardians,Cincinnati Reds,668909,Gavin Williams,663903,Brady Singer,Progressive Field,2026-05-17T17:40:00Z,Scheduled
824279,2026-05-17T17:40:00Z,116,141,Detroit Tigers,Toronto Blue Jays,656427,Jack Flaherty,592332,Kevin Gausman,Comerica Park,2026-05-17T17:40:00Z,Scheduled
823628,2026-05-17T17:40:00Z,121,147,New York Mets,New York Yankees,642547,Freddy Peralta,695684,Elmer Rodríguez,Citi Field,2026-05-17T17:40:00Z,Scheduled
824192,2026-05-17T18:10:00Z,117,140,Houston Astros,Texas Rangers,663567,Peter Lambert,543135,Nathan Eovaldi,Daikin Park,2026-05-17T18:10:00Z,Scheduled
824599,2026-05-17T18:10:00Z,145,112,Chicago White Sox,Chicago Cubs,607200,Erick Fedde,607067,Colin Rea,Rate Field,2026-05-17T18:10:00Z,Scheduled
823708,2026-05-17T18:10:00Z,142,158,Minnesota Twins,Milwaukee Brewers,641927,Bailey Ober,688107,Robert Gasser,Target Field,2026-05-17T18:10:00Z,Scheduled
823058,2026-05-17T18:15:00Z,138,118,St. Louis Cardinals,Kansas City Royals,669467,Andre Pallante,663568,Stephen Kolek,Busch Stadium,2026-05-17T18:15:00Z,Scheduled
824358,2026-05-17T19:10:00Z,115,109,Colorado Rockies,Arizona Diamondbacks,547179,Michael Lorenzen,647336,Michael Soroka,Coors Field,2026-05-17T19:10:00Z,Scheduled
825006,2026-05-17T20:05:00Z,133,137,Athletics,San Francisco Giants,605488,Jeffrey Springs,605288,Adrian Houser,Sutter Health Park,2026-05-17T20:05:00Z,Scheduled
824034,2026-05-17T20:07:00Z,108,119,Los Angeles Angels,Los Angeles Dodgers,680570,Grayson Rodriguez,808963,Roki Sasaki,Angel Stadium,2026-05-17T20:07:00Z,Scheduled
823138,2026-05-17T23:20:00Z,136,135,Seattle Mariners,San Diego Padres,669923,George Kirby,608337,Lucas Giolito,T-Mobile Park,2026-05-17T23:20:00Z,Scheduled
