game_pk,date,home_team_id,away_team_id,home_team_name,away_team_name,home_probable_pitcher_id,home_probable_pitcher_name,away_probable_pitcher_id,away_probable_pitcher_name,venue,game_time_utc,status
824693,2026-04-17T18:20:00Z,112,121,Chicago Cubs,New York Mets,665795,Edward Cabrera,673540,Kodai Senga,Wrigley Field,2026-04-17T18:20:00Z,Scheduled
824454,2026-04-17T22:10:00Z,114,110,Cleveland Guardians,Baltimore Orioles,676440,Tanner Bibee,605135,Chris Bassitt,Progressive Field,2026-04-17T22:10:00Z,Scheduled
823476,2026-04-17T22:40:00Z,143,144,Philadelphia Phillies,Atlanta Braves,592836,Taijuan Walker,527048,Martín Pérez,Citizens Bank Park,2026-04-17T22:40:00Z,Scheduled
822752,2026-04-17T22:45:00Z,120,137,Washington Nationals,San Francisco Giants,641793,Zack Littell,657277,Logan Webb,Nationals Park,2026-04-17T22:45:00Z,Scheduled
823397,2026-04-17T22:45:00Z,134,139,Pittsburgh Pirates,Tampa Bay Rays,696149,Bubba Chandler,607259,Nick Martinez,PNC Park,2026-04-17T22:45:00Z,Scheduled
823559,2026-04-17T23:05:00Z,147,118,New York Yankees,Kansas City Royals,693645,Cam Schlittler,608379,Michael Wacha,Yankee Stadium,2026-04-17T23:05:00Z,Scheduled
823883,2026-04-17T23:10:00Z,146,158,Miami Marlins,Milwaukee Brewers,676083,Janson Junk,,,loanDepot park,2026-04-17T23:10:00Z,Scheduled
824778,2026-04-17T23:15:00Z,111,116,Boston Red Sox,Detroit Tigers,624133,Ranger Suarez,663554,Casey Mize,Fenway Park,2026-04-17T23:15:00Z,Scheduled
824207,2026-04-18T00:10:00Z,117,138,Houston Astros,St. Louis Cardinals,663567,Peter Lambert,681517,Kyle Leahy,Daikin Park,2026-04-18T00:10:00Z,Scheduled
823720,2026-04-18T00:10:00Z,142,113,Minnesota Twins,Cincinnati Reds,657746,Joe Ryan,682227,Brandon Williamson,Target Field,2026-04-18T00:10:00Z,Scheduled
824373,2026-04-18T00:40:00Z,115,119,Colorado Rockies,Los Angeles Dodgers,608372,Tomoyuki Sugano,607192,Tyler Glasnow,Coors Field,2026-04-18T00:40:00Z,Scheduled
824048,2026-04-18T01:38:00Z,108,135,Los Angeles Angels,San Diego Padres,667755,José Soriano,663362,Matt Waldron,Angel Stadium,2026-04-18T01:38:00Z,Scheduled
823152,2026-04-18T01:40:00Z,136,140,Seattle Mariners,Texas Rangers,669302,Logan Gilbert,594798,Jacob deGrom,T-Mobile Park,2026-04-18T01:40:00Z,Scheduled
825101,2026-04-18T01:40:00Z,109,141,Arizona Diamondbacks,Toronto Blue Jays,647336,Michael Soroka,641778,Eric Lauer,Chase Field,2026-04-18T01:40:00Z,Scheduled
825019,2026-04-18T01:40:00Z,133,145,Athletics,Chicago White Sox,650644,Aaron Civale,663436,Davis Martin,Sutter Health Park,2026-04-18T01:40:00Z,Scheduled
