game_pk,date,home_team_id,away_team_id,home_team_name,away_team_name,home_probable_pitcher_id,home_probable_pitcher_name,away_probable_pitcher_id,away_probable_pitcher_name,venue,game_time_utc,status
824442,2026-05-12T22:10:00Z,114,108,Cleveland Guardians,Los Angeles Angels,677944,Slade Cecconi,700712,Walbert Ureña,Progressive Field,2026-05-12T22:10:00Z,Scheduled
824843,2026-05-12T22:35:00Z,110,147,Baltimore Orioles,New York Yankees,,Trevor Rogers,701542,Will Warren,Oriole Park at Camden Yards,2026-05-12T22:35:00Z,Scheduled
824521,2026-05-12T22:40:00Z,113,120,Cincinnati Reds,Washington Nationals,663903,Brady Singer,571945,Miles Mikolas,Great American Ball Park,2026-05-12T22:40:00Z,Scheduled
823385,2026-05-12T22:40:00Z,134,115,Pittsburgh Pirates,Colorado Rockies,694973,Paul Skenes,547179,Michael Lorenzen,PNC Park,2026-05-12T22:40:00Z,Scheduled
824764,2026-05-12T22:45:00Z,111,143,Boston Red Sox,Philadelphia Phillies,,Jovani Moran,554430,Zack Wheeler,Fenway Park,2026-05-12T22:45:00Z,Scheduled
822817,2026-05-12T23:07:00Z,141,139,Toronto Blue Jays,Tampa Bay Rays,571578,Patrick Corbin,663556,Shane McClanahan,Rogers Centre,2026-05-12T23:07:00Z,Scheduled
823632,2026-05-12T23:10:00Z,121,116,New York Mets,Detroit Tigers,642547,Freddy Peralta,656427,Jack Flaherty,Citi Field,2026-05-12T23:10:00Z,Scheduled
824927,2026-05-12T23:15:00Z,144,112,Atlanta Braves,Chicago Cubs,656550,Grant Holmes,607067,Colin Rea,Truist Park,2026-05-12T23:15:00Z,Scheduled
824604,2026-05-12T23:40:00Z,145,118,Chicago White Sox,Kansas City Royals,607200,Erick Fedde,663568,Stephen Kolek,Rate Field,2026-05-12T23:40:00Z,Scheduled
823712,2026-05-12T23:40:00Z,142,146,Minnesota Twins,Miami Marlins,641927,Bailey Ober,691587,Eury Pérez,Target Field,2026-05-12T23:40:00Z,Scheduled
823790,2026-05-12T23:40:00Z,158,135,Milwaukee Brewers,San Diego Padres,687075,Brandon Sproat,663362,Matt Waldron,American Family Field,2026-05-12T23:40:00Z,Scheduled
822903,2026-05-13T00:05:00Z,140,109,Texas Rangers,Arizona Diamondbacks,669022,MacKenzie Gore,668678,Zac Gallen,Globe Life Field,2026-05-13T00:05:00Z,Scheduled
824197,2026-05-13T00:10:00Z,117,136,Houston Astros,Seattle Mariners,837227,Tatsuya Imai,693433,Bryan Woo,Daikin Park,2026-05-13T00:10:00Z,Scheduled
825011,2026-05-13T01:40:00Z,133,138,Athletics,St. Louis Cardinals,605488,Jeffrey Springs,669467,Andre Pallante,Sutter Health Park,2026-05-13T01:40:00Z,Scheduled
823951,2026-05-13T02:10:00Z,119,137,Los Angeles Dodgers,San Francisco Giants,808967,Yoshinobu Yamamoto,605288,Adrian Houser,UNIQLO Field at Dodger Stadium,2026-05-13T02:10:00Z,Scheduled
