game_pk,date,home_team_id,away_team_id,home_team_name,away_team_name,home_probable_pitcher_id,home_probable_pitcher_name,away_probable_pitcher_id,away_probable_pitcher_name,venue,game_time_utc,status
823370,2026-06-12T22:40:00Z,134,146,Pittsburgh Pirates,Miami Marlins,677952,Braxton Ashcraft,645261,Sandy Alcantara,PNC Park,2026-06-12T22:40:00Z,Scheduled
822726,2026-06-12T22:45:00Z,120,136,Washington Nationals,Seattle Mariners,641793,Zack Littell,682243,Bryce Miller,Nationals Park,2026-06-12T22:45:00Z,Scheduled
824826,2026-06-12T23:05:00Z,110,135,Baltimore Orioles,San Diego Padres,669358,Shane Baz,656288,Griffin Canning,Oriole Park at Camden Yards,2026-06-12T23:05:00Z,Scheduled
824425,2026-06-12T23:10:00Z,114,116,Cleveland Guardians,Detroit Tigers,676440,Tanner Bibee,656427,Jack Flaherty,Progressive Field,2026-06-12T23:10:00Z,Scheduled
824752,2026-06-12T23:10:00Z,111,140,Boston Red Sox,Texas Rangers,543243,Sonny Gray,683004,Jack Leiter,Fenway Park,2026-06-12T23:10:00Z,Scheduled
824507,2026-06-12T23:15:00Z,113,109,Cincinnati Reds,Arizona Diamondbacks,666157,Nick Lodolo,593958,Eduardo Rodriguez,Great American Ball Park,2026-06-12T23:15:00Z,Scheduled
823617,2026-06-12T23:15:00Z,121,144,New York Mets,Atlanta Braves,690997,Nolan McLean,675911,Spencer Strider,Citi Field,2026-06-12T23:15:00Z,Scheduled
822803,2026-06-12T23:37:00Z,141,147,Toronto Blue Jays,New York Yankees,,Trey Yesavage,677960,Ryan Weathers,Rogers Centre,2026-06-12T23:37:00Z,Scheduled
824588,2026-06-12T23:40:00Z,145,119,Chicago White Sox,Los Angeles Dodgers,641743,Anthony Kay,808963,Roki Sasaki,Rate Field,2026-06-12T23:40:00Z,Scheduled
823778,2026-06-12T23:40:00Z,158,143,Milwaukee Brewers,Philadelphia Phillies,694819,Jacob Misiorowski,691725,Andrew Painter,American Family Field,2026-06-12T23:40:00Z,Scheduled
824102,2026-06-13T00:10:00Z,118,117,Kansas City Royals,Houston Astros,679883,Luinder Avila,837227,Tatsuya Imai,Kauffman Stadium,2026-06-13T00:10:00Z,Scheduled
823695,2026-06-13T00:10:00Z,142,138,Minnesota Twins,St. Louis Cardinals,657746,Joe Ryan,681517,Kyle Leahy,Target Field,2026-06-13T00:10:00Z,Scheduled
824020,2026-06-13T01:38:00Z,108,139,Los Angeles Angels,Tampa Bay Rays,691951,Sam Aldegheri,663556,Shane McClanahan,Angel Stadium,2026-06-13T01:38:00Z,Scheduled
824997,2026-06-13T02:05:00Z,133,115,Athletics,Colorado Rockies,695611,Gage Jump,,Sean Sullivan,Las Vegas Ballpark,2026-06-13T02:05:00Z,Scheduled
823211,2026-06-13T02:15:00Z,137,112,San Francisco Giants,Chicago Cubs,694738,Landen Roupp,665871,Javier Assad,Oracle Park,2026-06-13T02:15:00Z,Scheduled
