game_pk,date,home_team_id,away_team_id,home_team_name,away_team_name,home_probable_pitcher_id,home_probable_pitcher_name,away_probable_pitcher_id,away_probable_pitcher_name,venue,game_time_utc,status
824832,2026-05-31T16:15:00Z,110,141,Baltimore Orioles,Toronto Blue Jays,680694,Kyle Bradish,693686,Spencer Miles,Oriole Park at Camden Yards,2026-05-31T16:15:00Z,Scheduled
822729,2026-05-31T17:35:00Z,120,135,Washington Nationals,San Diego Padres,641793,Zack Littell,656288,Griffin Canning,Nationals Park,2026-05-31T17:35:00Z,Scheduled
823373,2026-05-31T17:35:00Z,134,142,Pittsburgh Pirates,Minnesota Twins,677952,Braxton Ashcraft,805673,Zebby Matthews,PNC Park,2026-05-31T17:35:00Z,Scheduled
824430,2026-05-31T17:40:00Z,114,111,Cleveland Guardians,Boston Red Sox,676440,Tanner Bibee,624133,Ranger Suarez,Progressive Field,2026-05-31T17:40:00Z,Scheduled
822976,2026-05-31T17:40:00Z,139,108,Tampa Bay Rays,Los Angeles Angels,663556,Shane McClanahan,686799,Jack Kochanowicz,Tropicana Field,2026-05-31T17:40:00Z,Scheduled
824512,2026-05-31T17:40:00Z,113,144,Cincinnati Reds,Atlanta Braves,666157,Nick Lodolo,675911,Spencer Strider,Great American Ball Park,2026-05-31T17:40:00Z,Scheduled
823621,2026-05-31T17:40:00Z,121,146,New York Mets,Miami Marlins,690997,Nolan McLean,676083,Janson Junk,Citi Field,2026-05-31T17:40:00Z,Scheduled
824592,2026-05-31T18:10:00Z,145,116,Chicago White Sox,Detroit Tigers,680732,Sean Burke,672456,Keider Montero,Rate Field,2026-05-31T18:10:00Z,Scheduled
824187,2026-05-31T18:10:00Z,117,158,Houston Astros,Milwaukee Brewers,837227,Tatsuya Imai,694819,Jacob Misiorowski,Daikin Park,2026-05-31T18:10:00Z,Scheduled
822895,2026-05-31T18:35:00Z,140,118,Texas Rangers,Kansas City Royals,683004,Jack Leiter,608379,Michael Wacha,Globe Life Field,2026-05-31T18:35:00Z,Scheduled
824354,2026-05-31T19:10:00Z,115,137,Colorado Rockies,San Francisco Giants,685299,Tanner Gordon,592662,Robbie Ray,Coors Field,2026-05-31T19:10:00Z,Scheduled
825001,2026-05-31T20:05:00Z,133,147,Athletics,New York Yankees,682052,Jacob Lopez,701542,Will Warren,Sutter Health Park,2026-05-31T20:05:00Z,Scheduled
823133,2026-05-31T20:10:00Z,136,109,Seattle Mariners,Arizona Diamondbacks,682243,Bryce Miller,518876,Merrill Kelly,T-Mobile Park,2026-05-31T20:10:00Z,Scheduled
823944,2026-05-31T20:10:00Z,119,143,Los Angeles Dodgers,Philadelphia Phillies,808967,Yoshinobu Yamamoto,691725,Andrew Painter,UNIQLO Field at Dodger Stadium,2026-05-31T20:10:00Z,Scheduled
823053,2026-05-31T23:20:00Z,138,112,St. Louis Cardinals,Chicago Cubs,669461,Matthew Liberatore,696136,Jordan Wicks,Busch Stadium,2026-05-31T23:20:00Z,Scheduled
