game_pk,id,season,date,postseason,season_type,status,venue,conference_play,home_team_id,away_team_id,home_team_slug,away_team_slug,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_short_display_name,away_team_short_display_name,home_team_name,away_team_name,home_team_location,away_team_location,home_team_league,away_team_league,home_team_division,away_team_division,home_team_score,away_team_score,favorite_id,underdog_id,favorite_abbreviation,underdog_abbreviation,favorite_display_name,underdog_display_name
265908,48305,2010,2010-09-10T00:00:00.000Z,False,regular,STATUS_FINAL,Coors Field,False,9,1,colorado-rockies,arizona-diamondbacks,COL,ARI,Colorado Rockies,Arizona Diamondbacks,Rockies,Diamondbacks,Rockies,Diamondbacks,Colorado,Arizona,National,National,West,West,13,4,,,,,,
265909,48295,2010,2010-09-10T00:00:00.000Z,False,regular,STATUS_FINAL,Comerica Park,False,10,3,detroit-tigers,baltimore-orioles,DET,BAL,Detroit Tigers,Baltimore Orioles,Tigers,Orioles,Tigers,Orioles,Detroit,Baltimore,American,American,Central,East,3,6,,,,,,
265910,48307,2010,2010-09-10T00:00:00.000Z,False,regular,STATUS_FINAL,Oakland Coliseum,False,20,4,oakland-athletics,boston-red-sox,OAK,BOS,Oakland Athletics,Boston Red Sox,Athletics,Red Sox,Athletics,Red Sox,Oakland,Boston,American,American,West,East,5,0,,,,,,
265911,48304,2010,2010-09-10T00:00:00.000Z,False,regular,STATUS_FINAL,Miller Park,False,16,5,milwaukee-brewers,chicago-cubs,MIL,CHC,Milwaukee Brewers,Chicago Cubs,Brewers,Cubs,Brewers,Cubs,Milwaukee,Chicago,National,National,Central,Central,0,4,,,,,,
265912,48296,2010,2010-09-10T00:00:00.000Z,False,regular,STATUS_FINAL,Nationals Park,False,30,15,washington-nationals,miami-marlins,WSH,MIA,Washington Nationals,Miami Marlins,Nationals,Marlins,Nationals,Marlins,Washington,Miami,National,National,East,East,1,3,,,,,,
265913,48303,2010,2010-09-10T00:00:00.000Z,False,regular,STATUS_FINAL,Guaranteed Rate Field,False,6,12,chicago-white-sox,kansas-city-royals,CHW,KC,Chicago White Sox,Kansas City Royals,White Sox,Royals,White Sox,Royals,Chicago,Kansas City,American,American,Central,Central,4,3,,,,,,
265914,48294,2010,2010-09-10T00:00:00.000Z,False,regular,STATUS_FINAL,Progressive Field,False,8,17,cleveland-guardians,minnesota-twins,CLE,MIN,Cleveland Guardians,Minnesota Twins,Guardians,Twins,Guardians,Twins,Cleveland,Minnesota,American,American,Central,Central,2,0,,,,,,
265915,48301,2010,2010-09-10T00:00:00.000Z,False,regular,STATUS_FINAL,Choctaw Stadium,False,28,19,texas-rangers,new-york-yankees,TEX,NYY,Texas Rangers,New York Yankees,Rangers,Yankees,Rangers,Yankees,Texas,New York,American,American,West,East,6,5,,,,,,
265916,48299,2010,2010-09-10T00:00:00.000Z,False,regular,STATUS_FINAL,Citi Field,False,18,21,new-york-mets,philadelphia-phillies,NYM,PHI,New York Mets,Philadelphia Phillies,Mets,Phillies,Mets,Phillies,New York,Philadelphia,National,National,East,East,4,8,,,,,,
265917,48298,2010,2010-09-10T00:00:00.000Z,False,regular,STATUS_FINAL,Great American Ball Park,False,7,22,cincinnati-reds,pittsburgh-pirates,CIN,PIT,Cincinnati Reds,Pittsburgh Pirates,Reds,Pirates,Reds,Pirates,Cincinnati,Pittsburgh,National,National,Central,Central,4,3,,,,,,
265918,48306,2010,2010-09-10T00:00:00.000Z,False,regular,STATUS_FINAL,Angel Stadium,False,13,25,los-angeles-angels,seattle-mariners,LAA,SEA,Los Angeles Angels,Seattle Mariners,Angels,Mariners,Angels,Mariners,Los Angeles,Seattle,American,American,West,West,4,3,,,,,,
265919,48308,2010,2010-09-10T00:00:00.000Z,False,regular,STATUS_FINAL,Petco Park,False,23,24,san-diego-padres,san-francisco-giants,SD,SF,San Diego Padres,San Francisco Giants,Padres,Giants,Padres,Giants,San Diego,San Francisco,National,National,West,West,0,1,,,,,,
265920,48300,2010,2010-09-10T00:00:00.000Z,False,regular,STATUS_FINAL,Center Parc Stadium,False,2,26,atlanta-braves,st-louis-cardinals,ATL,STL,Atlanta Braves,St. Louis Cardinals,Braves,Cardinals,Braves,Cardinals,Atlanta,St. Louis,National,National,East,Central,8,6,,,,,,
265921,48297,2010,2010-09-10T00:00:00.000Z,False,regular,STATUS_FINAL,Rogers Centre,False,29,27,toronto-blue-jays,tampa-bay-rays,TOR,TB,Toronto Blue Jays,Tampa Bay Rays,Blue Jays,Rays,Blue Jays,Rays,Toronto,Tampa Bay,American,American,East,East,8,9,,,,,,
265922,48302,2010,2010-09-10T00:00:00.000Z,False,regular,STATUS_FINAL,Minute Maid Park,False,11,14,houston-astros,los-angeles-dodgers,HOU,LAD,Houston Astros,Los Angeles Dodgers,Astros,Dodgers,Astros,Dodgers,Houston,Los Angeles,American,National,West,West,2,4,,,,,,
