game_pk,id,season,date,postseason,season_type,status,venue,conference_play,home_team_id,away_team_id,home_team_slug,away_team_slug,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_short_display_name,away_team_short_display_name,home_team_name,away_team_name,home_team_location,away_team_location,home_team_league,away_team_league,home_team_division,away_team_division,home_team_score,away_team_score,favorite_id,underdog_id,favorite_abbreviation,underdog_abbreviation,favorite_display_name,underdog_display_name
264897,26162,2010,2010-06-25T00:00:00.000Z,False,regular,STATUS_FINAL,Tropicana Field,False,27,1,tampa-bay-rays,arizona-diamondbacks,TB,ARI,Tampa Bay Rays,Arizona Diamondbacks,Rays,Diamondbacks,Rays,Diamondbacks,Tampa Bay,Arizona,American,National,East,West,0,1,,,,,,
264898,26156,2010,2010-06-25T00:00:00.000Z,False,regular,STATUS_FINAL,Guaranteed Rate Field,False,6,5,chicago-white-sox,chicago-cubs,CHW,CHC,Chicago White Sox,Chicago Cubs,White Sox,Cubs,White Sox,Cubs,Chicago,Chicago,American,National,Central,Central,6,0,,,,,,
264899,26159,2010,2010-06-25T00:00:00.000Z,False,regular,STATUS_FINAL,Great American Ball Park,False,7,8,cincinnati-reds,cleveland-guardians,CIN,CLE,Cincinnati Reds,Cleveland Guardians,Reds,Guardians,Reds,Guardians,Cincinnati,Cleveland,National,American,Central,Central,10,3,,,,,,
264900,26167,2010,2010-06-25T00:00:00.000Z,False,regular,STATUS_FINAL,Angel Stadium,False,13,9,los-angeles-angels,colorado-rockies,LAA,COL,Los Angeles Angels,Colorado Rockies,Angels,Rockies,Angels,Rockies,Los Angeles,Colorado,American,National,West,West,3,4,,,,,,
264901,26163,2010,2010-06-25T00:00:00.000Z,False,regular,STATUS_FINAL,Center Parc Stadium,False,2,10,atlanta-braves,detroit-tigers,ATL,DET,Atlanta Braves,Detroit Tigers,Braves,Tigers,Braves,Tigers,Atlanta,Detroit,National,American,East,Central,3,1,,,,,,
264902,26164,2010,2010-06-25T00:00:00.000Z,False,regular,STATUS_FINAL,Choctaw Stadium,False,28,11,texas-rangers,houston-astros,TEX,HOU,Texas Rangers,Houston Astros,Rangers,Astros,Rangers,Astros,Texas,Houston,American,American,West,West,4,7,,,,,,
264903,26160,2010,2010-06-25T00:00:00.000Z,False,regular,STATUS_FINAL,Citi Field,False,18,17,new-york-mets,minnesota-twins,NYM,MIN,New York Mets,Minnesota Twins,Mets,Twins,Mets,Twins,New York,Minnesota,National,American,East,Central,5,2,,,,,,
264904,26169,2010,2010-06-25T00:00:00.000Z,False,regular,STATUS_FINAL,Dodger Stadium,False,14,19,los-angeles-dodgers,new-york-yankees,LAD,NYY,Los Angeles Dodgers,New York Yankees,Dodgers,Yankees,Dodgers,Yankees,Los Angeles,New York,National,American,West,East,1,2,,,,,,
264905,26168,2010,2010-06-25T00:00:00.000Z,False,regular,STATUS_FINAL,Oakland Coliseum,False,20,22,oakland-athletics,pittsburgh-pirates,OAK,PIT,Oakland Athletics,Pittsburgh Pirates,Athletics,Pirates,Athletics,Pirates,Oakland,Pittsburgh,American,National,West,Central,14,4,,,,,,
264906,26161,2010,2010-06-25T00:00:00.000Z,False,regular,STATUS_FINAL,Hard Rock Stadium,False,15,23,miami-marlins,san-diego-padres,MIA,SD,Miami Marlins,San Diego Padres,Marlins,Padres,Marlins,Padres,Miami,San Diego,National,National,East,West,0,3,,,,,,
264907,26165,2010,2010-06-25T00:00:00.000Z,False,regular,STATUS_FINAL,Miller Park,False,16,25,milwaukee-brewers,seattle-mariners,MIL,SEA,Milwaukee Brewers,Seattle Mariners,Brewers,Mariners,Brewers,Mariners,Milwaukee,Seattle,National,American,Central,West,8,3,,,,,,
264908,26166,2010,2010-06-25T00:00:00.000Z,False,regular,STATUS_FINAL,Kauffman Stadium,False,12,26,kansas-city-royals,st-louis-cardinals,KC,STL,Kansas City Royals,St. Louis Cardinals,Royals,Cardinals,Royals,Cardinals,Kansas City,St. Louis,American,National,Central,Central,4,2,,,,,,
264909,26157,2010,2010-06-25T00:00:00.000Z,False,regular,STATUS_FINAL,Oriole Park at Camden Yards,False,3,30,baltimore-orioles,washington-nationals,BAL,WSH,Baltimore Orioles,Washington Nationals,Orioles,Nationals,Orioles,Nationals,Baltimore,Washington,American,National,East,East,7,6,,,,,,
264910,26158,2010,2010-06-25T00:00:00.000Z,False,regular,STATUS_FINAL,Citizens Bank Park,False,29,21,toronto-blue-jays,philadelphia-phillies,TOR,PHI,Toronto Blue Jays,Philadelphia Phillies,Blue Jays,Phillies,Blue Jays,Phillies,Toronto,Philadelphia,American,National,East,East,0,9,,,,,,
264911,26170,2010,2010-06-25T00:00:00.000Z,False,regular,STATUS_FINAL,Oracle Park,False,24,4,san-francisco-giants,boston-red-sox,SF,BOS,San Francisco Giants,Boston Red Sox,Giants,Red Sox,Giants,Red Sox,San Francisco,Boston,National,American,West,East,5,4,,,,,,
