game_pk,home_fielding_e_per_g_rolling_10,away_fielding_e_per_g_rolling_10
286874,,
286875,,
286876,,
286877,,
286878,,
286946,,
286879,3.0,0.0
286880,,
286881,,
286882,,
286883,,
286884,,
286885,,
286886,,
286887,,
286888,,
286889,1.0,3.0
286890,2.5,0.5
286891,1.0,2.0
286892,0.0,0.0
286913,1.0,0.0
286914,1.0,1.0
286915,0.0,0.0
286916,1.0,1.0
286917,1.0,0.0
286918,1.0,0.0
286919,1.0,1.0
286920,0.0,0.0
286921,0.0,1.0
286922,1.0,0.0
286923,5.0,0.0
286924,1.0,2.5
286925,1.6666666666666667,0.3333333333333333
286927,0.0,0.5
286928,0.5,0.0
286929,1.0,0.5
286930,0.0,1.0
286931,1.0,1.5
286932,1.0,0.5
286933,0.5,0.5
286934,1.0,0.5
286935,0.0,0.5
286936,0.0,1.0
286937,1.0,0.5
286938,3.0,0.0
286939,1.0,1.6666666666666667
286940,0.3333333333333333,1.0
286941,0.6666666666666666,0.3333333333333333
286942,0.3333333333333333,1.3333333333333333
286943,0.6666666666666666,1.0
286944,0.6666666666666666,1.0
286945,1.0,0.3333333333333333
286947,0.3333333333333333,0.5
286948,0.5,0.6666666666666666
286949,0.5,0.25
286950,0.3333333333333333,0.3333333333333333
286951,1.25,0.6666666666666666
286952,0.3333333333333333,0.3333333333333333
286953,0.5,0.75
286954,0.75,0.75
286955,0.6666666666666666,0.3333333333333333
286956,1.3333333333333333,2.3333333333333335
286957,0.75,0.75
286958,0.75,0.5
286959,0.6666666666666666,1.25
286960,1.0,0.3333333333333333
286961,0.25,0.4
286962,0.4,0.75
286963,0.4,0.2
286964,0.5,0.5
286965,1.2,0.5
286966,0.25,1.0
286967,0.25,0.25
286968,0.3333333333333333,0.6
286970,0.5,0.25
286971,1.0,2.25
286972,0.6,0.6
286973,0.8,0.4
286974,0.5,1.0
286975,0.75,0.75
286976,0.3333333333333333,0.16666666666666666
286977,0.4,0.4
286978,0.5,0.5
286979,0.6,0.8
286980,0.2,1.2
286981,0.6,0.6
286982,0.6,0.4
286983,0.8,1.8
286984,1.2,0.4
286985,1.0,0.8
286986,0.2857142857142857,0.8333333333333334
286987,0.6,0.16666666666666666
286988,0.8333333333333334,0.3333333333333333
286989,0.7142857142857143,0.4
286990,1.0,1.1666666666666667
286991,0.8333333333333334,1.0
286993,0.3333333333333333,0.6666666666666666
286994,0.6666666666666666,1.5
286995,0.2857142857142857,0.5
