fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
COL,CWS,-1.5,1.5,0.38,0.648,+163,-184,1,2025-07-05T21:10:00-04:00,COL -1.5,2025-07-05T16:44:40.573+00:00
WAS,BOS,-1.5,1.5,0.368,0.659,+172,-193,1,2025-07-05T16:05:00-04:00,WAS -1.5,2025-07-05T16:45:29.101+00:00
ARI,KAN,-1.5,1.5,0.395,0.619,+153,-162,1,2025-07-05T16:10:00-04:00,ARI -1.5,2025-07-05T16:47:03.344+00:00
CHC,STL,-1.5,1.5,0.431,0.578,+132,-137,0,2025-07-05T14:20:00-04:00,CHC -1.5,2025-07-05T16:44:59.081+00:00
TB,MIN,-1.5,1.5,0.4,0.627,+150,-168,0,2025-07-05T14:10:00-04:00,MIN +1.5,2025-07-05T16:47:50.242+00:00
NYY,NYM,-1.5,1.5,0.442,0.561,+126,-128,0,2025-07-05T16:10:00-04:00,NYM +1.5,2025-07-05T16:46:41.286+00:00
LAD,HOU,-1.5,1.5,0.399,0.628,+151,-169,0,2025-07-05T19:15:00-04:00,LAD -1.5,2025-07-05T16:47:29.308+00:00
PHI,CIN,-1.5,1.5,0.461,0.563,+117,-129,1,2025-07-05T16:05:00-04:00,PHI -1.5,2025-07-05T16:39:38.795+00:00
SD,TEX,-1.5,1.5,0.37,0.67,+170,-203,0,2025-07-05T21:40:00-04:00,SD -1.5,2025-07-05T16:01:31.008+00:00
TOR,LAA,-1.5,1.5,0.472,0.539,+112,-117,1,2025-07-05T15:07:00-04:00,TOR -1.5,2025-07-05T16:47:44.568+00:00
ATL,BAL,-1.5,1.5,0.418,0.614,+139,-159,1,2025-07-05T16:10:00-04:00,ATL -1.5,2025-07-05T16:43:39.554+00:00
MIL,MIA,-1.5,1.5,0.477,0.552,+110,-123,0,2025-07-05T16:10:00-04:00,MIA +1.5,2025-07-05T16:40:28.979+00:00
SF,OAK,-1.5,1.5,0.524,0.498,-110,+101,0,2025-07-05T22:05:00-04:00,OAK +1.5,2025-07-05T16:45:33.017+00:00
SEA,PIT,-1.5,1.5,0.422,0.609,+137,-156,1,2025-07-05T22:10:00-04:00,SEA -1.5,2025-07-05T15:52:09.983+00:00
DET,CLE,-1.5,1.5,0.435,0.585,+130,-141,0,2025-07-05T19:15:00-04:00,CLE +1.5,2025-07-05T16:47:43.453+00:00
