fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
MIL,MIA,-1.5,1.5,0.495,0.517,+102,-107,1,2025-07-25T16:10:00-04:00,MIL -1.5,2025-07-25T16:52:14.456+00:00
ARI,PIT,-1.5,1.5,0.395,0.624,+153,-166,0,2025-07-25T18:40:00-04:00,PIT +1.5,2025-07-25T16:52:20.981+00:00
MIN,WAS,-1.5,1.5,0.42,0.592,+138,-145,1,2025-07-25T20:10:00-04:00,MIN -1.5,2025-07-25T16:50:19.054+00:00
BAL,COL,-1.5,1.5,0.495,0.535,+102,-115,1,2025-07-25T19:05:00-04:00,BAL -1.5,2025-07-25T16:34:57.219+00:00
TOR,DET,-1.5,1.5,0.385,0.637,+160,-175,0,2025-07-25T19:10:00-04:00,DET +1.5,2025-07-25T16:47:11.183+00:00
TB,CIN,-1.5,1.5,0.405,0.624,+147,-166,0,2025-07-25T19:10:00-04:00,CIN +1.5,2025-07-25T16:19:08.733+00:00
SD,STL,-1.5,1.5,0.42,0.605,+138,-153,0,2025-07-25T19:15:00-04:00,STL +1.5,2025-07-25T16:42:18.891+00:00
CHC,CWS,-1.5,1.5,0.507,0.522,-103,-109,0,2025-07-25T19:40:00-04:00,CWS +1.5,2025-07-25T16:48:32.294+00:00
KAN,CLE,-1.5,1.5,0.35,0.677,+186,-210,1,2025-07-25T20:10:00-04:00,KAN -1.5,2025-07-25T16:52:04.26+00:00
SEA,LAA,-1.5,1.5,0.429,0.591,+133,-144,0,2025-07-25T21:38:00-04:00,LAA +1.5,2025-07-25T16:32:21.517+00:00
SF,NYM,-1.5,1.5,0.386,0.624,+159,-166,0,2025-07-25T22:15:00-04:00,SF -1.5,2025-07-25T16:52:28.959+00:00
NYY,PHI,-1.5,1.5,0.426,0.597,+135,-148,0,2025-07-25T19:05:00-04:00,NYY -1.5,2025-07-25T16:51:13.475+00:00
LAD,BOS,-1.5,1.5,0.427,0.605,+134,-153,0,2025-07-25T19:10:00-04:00,BOS +1.5,2025-07-25T16:50:42.905+00:00
TEX,ATL,-1.5,1.5,0.417,0.6,+140,-150,1,2025-07-25T20:05:00-04:00,TEX -1.5,2025-07-25T16:25:56.449+00:00
HOU,OAK,-1.5,1.5,0.397,0.635,+152,-174,1,2025-07-25T20:10:00-04:00,HOU -1.5,2025-07-25T16:50:19.745+00:00
