fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
BOS,MIA,-1.5,1.5,0.537,0.465,-116,+115,1,2025-08-17T13:35:00-04:00,BOS -1.5,2025-08-17T16:47:43.682+00:00
SF,TB,-1.5,1.5,0.366,0.654,+173,-189,0,2025-08-17T16:05:00-04:00,SF -1.5,2025-08-17T16:40:31.687+00:00
CIN,MIL,-1.5,1.5,0.367,0.656,+172,-191,1,2025-08-17T13:40:00-04:00,CIN -1.5,2025-08-17T16:46:43.731+00:00
LAD,SD,-1.5,1.5,0.396,0.617,+153,-161,0,2025-08-17T16:10:00-04:00,LAD -1.5,2025-08-17T16:31:11.763+00:00
NYY,STL,-1.5,1.5,0.469,0.542,+113,-118,0,2025-08-17T14:15:00-04:00,STL +1.5,2025-08-17T16:46:57.419+00:00
LAA,OAK,-1.5,1.5,0.415,0.614,+141,-159,0,2025-08-17T16:05:00-04:00,OAK +1.5,2025-08-17T16:47:26.694+00:00
KAN,CWS,-1.5,1.5,0.449,0.577,+123,-136,1,2025-08-17T14:10:00-04:00,KAN -1.5,2025-08-17T16:46:58.519+00:00
HOU,BAL,-1.5,1.5,0.38,0.645,+163,-182,1,2025-08-17T14:10:00-04:00,HOU -1.5,2025-08-17T16:11:35.765+00:00
CLE,ATL,-1.5,1.5,0.356,0.669,+181,-202,1,2025-08-17T13:40:00-04:00,CLE -1.5,2025-08-17T16:47:33.717+00:00
SEA,NYM,-1.5,1.5,0.415,0.61,+141,-156,0,2025-08-17T19:10:00-04:00,NYM +1.5,2025-08-17T16:40:31.687+00:00
TOR,TEX,-1.5,1.5,0.352,0.669,+184,-202,1,2025-08-17T13:37:00-04:00,TOR -1.5,2025-08-17T16:37:31.473+00:00
DET,MIN,-1.5,1.5,0.426,0.589,+135,-143,0,2025-08-17T14:10:00-04:00,MIN +1.5,2025-08-17T16:47:03.907+00:00
ARI,COL,-1.5,1.5,0.48,0.546,+108,-120,0,2025-08-17T15:10:00-04:00,COL +1.5,2025-08-17T16:47:55.278+00:00
CHC,PIT,-1.5,1.5,0.455,0.56,+120,-127,0,2025-08-17T14:20:00-04:00,CHC -1.5,2025-08-17T16:46:28.154+00:00
