fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
KAN,OAK,-1.5,1.5,0.42,0.602,+138,-151,1,2025-06-15T14:10:00-04:00,KAN -1.5,2025-06-15T16:45:21.104+00:00
TEX,CWS,-1.5,1.5,0.418,0.605,+139,-153,1,2025-06-15T14:35:00-04:00,TEX -1.5,2025-06-15T16:40:38.559+00:00
SEA,CLE,-1.5,1.5,0.366,0.671,+173,-204,1,2025-06-15T16:10:00-04:00,SEA -1.5,2025-06-15T16:40:33.064+00:00
MIL,STL,-1.5,1.5,0.377,0.643,+165,-180,1,2025-06-15T14:10:00-04:00,MIL -1.5,2025-06-15T16:44:56.573+00:00
HOU,MIN,-1.5,1.5,0.36,0.661,+178,-195,1,2025-06-15T14:10:00-04:00,HOU -1.5,2025-06-15T16:44:05.235+00:00
ATL,COL,-1.5,1.5,0.608,0.398,-155,+151,1,2025-06-15T13:35:00-04:00,ATL -1.5,2025-06-15T16:47:50.678+00:00
PHI,TOR,-1.5,1.5,0.414,0.6,+142,-150,1,2025-06-15T13:35:00-04:00,PHI -1.5,2025-06-15T16:44:27.245+00:00
BAL,LAA,-1.5,1.5,0.352,0.678,+184,-211,1,2025-06-15T13:35:00-04:00,BAL -1.5,2025-06-15T16:44:11.237+00:00
WAS,MIA,-1.5,1.5,0.421,0.597,+138,-148,1,2025-06-15T13:35:00-04:00,WAS -1.5,2025-06-15T16:46:18.396+00:00
NYY,BOS,-1.5,1.5,0.515,0.507,-106,-103,0,2025-06-15T13:35:00-04:00,BOS +1.5,2025-06-15T16:41:39.829+00:00
CHC,PIT,-1.5,1.5,0.399,0.633,+151,-172,0,2025-06-15T14:20:00-04:00,CHC -1.5,2025-06-15T16:47:44.79+00:00
ARI,SD,-1.5,1.5,0.395,0.636,+153,-175,1,2025-06-15T16:10:00-04:00,ARI -1.5,2025-06-15T16:44:21.243+00:00
NYM,TB,-1.5,1.5,0.41,0.614,+144,-159,0,2025-06-15T13:40:00-04:00,NYM -1.5,2025-06-15T16:38:14.469+00:00
LAD,SF,-1.5,1.5,0.465,0.538,+115,-116,0,2025-06-15T19:10:00-04:00,LAD -1.5,2025-06-15T16:37:57.635+00:00
