fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
NYM,COL,-1.5,1.5,0.581,0.424,-139,+136,0,2025-05-30T19:10:00-04:00,NYM -1.5,2025-05-30T19:06:23.517+00:00
ARI,WAS,-1.5,1.5,0.514,0.512,-106,-105,1,2025-05-30T21:40:00-04:00,ARI -1.5,2025-05-30T19:02:02.148+00:00
SD,PIT,-1.5,1.5,0.459,0.567,+118,-131,0,2025-05-30T21:40:00-04:00,SD -1.5,2025-05-30T18:48:20.982+00:00
NYY,LAD,-1.5,1.5,0.419,0.596,+139,-148,0,2025-05-30T22:10:00-04:00,LAD +1.5,2025-05-30T19:08:02.418+00:00
DET,KAN,-1.5,1.5,0.415,0.618,+141,-162,0,2025-05-30T20:10:00-04:00,KAN +1.5,2025-05-30T18:55:57.883+00:00
SF,MIA,-1.5,1.5,0.5,0.513,+100,-105,0,2025-05-30T19:10:00-04:00,MIA +1.5,2025-05-30T19:05:52.057+00:00
STL,TEX,-1.5,1.5,0.439,0.588,+128,-143,0,2025-05-30T20:05:00-04:00,TEX +1.5,2025-05-30T18:58:53.4+00:00
CLE,LAA,-1.5,1.5,0.403,0.615,+148,-160,1,2025-05-30T19:10:00-04:00,CLE -1.5,2025-05-30T19:03:57.19+00:00
TOR,OAK,-1.5,1.5,0.455,0.566,+120,-130,1,2025-05-30T19:07:00-04:00,TOR -1.5,2025-05-30T19:07:59.41+00:00
HOU,TB,-1.5,1.5,0.415,0.605,+141,-153,1,2025-05-30T20:10:00-04:00,HOU -1.5,2025-05-30T18:57:56.876+00:00
BAL,CWS,-1.5,1.5,0.488,0.522,+105,-109,1,2025-05-30T16:30:00-04:00,BAL -1.5,2025-05-30T19:04:11.943+00:00
PHI,MIL,-1.5,1.5,0.375,0.639,+167,-177,1,2025-05-30T18:45:00-04:00,PHI -1.5,2025-05-30T19:08:04.97+00:00
ATL,BOS,-1.5,1.5,0.445,0.571,+125,-133,1,2025-05-30T19:15:00-04:00,ATL -1.5,2025-05-30T19:06:58.89+00:00
SEA,MIN,-1.5,1.5,0.38,0.636,+163,-175,1,2025-05-30T22:10:00-04:00,SEA -1.5,2025-05-30T19:04:37.133+00:00
