fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
ARI,CWS,-1.5,1.5,0.474,0.54,+111,-117,0,2025-06-25T14:10:00-04:00,CWS +1.5,2025-06-25T16:50:23.439+00:00
TEX,BAL,-1.5,1.5,0.476,0.55,+110,-122,0,2025-06-25T18:35:00-04:00,BAL +1.5,2025-06-25T16:45:44.053+00:00
CHC,STL,-1.5,1.5,0.459,0.564,+118,-129,0,2025-06-25T19:45:00-04:00,STL +1.5,2025-06-25T16:49:28.777+00:00
DET,OAK,-1.5,1.5,0.441,0.575,+127,-135,1,2025-06-25T18:40:00-04:00,DET -1.5,2025-06-25T16:48:44.077+00:00
LAA,BOS,-1.5,1.5,0.373,0.644,+168,-181,0,2025-06-25T16:07:00-04:00,LAA -1.5,2025-06-25T16:40:40.627+00:00
TB,KAN,-1.5,1.5,0.422,0.595,+137,-147,0,2025-06-25T19:40:00-04:00,KAN +1.5,2025-06-25T16:44:58.597+00:00
CLE,TOR,-1.5,1.5,0.358,0.659,+179,-193,1,2025-06-25T18:40:00-04:00,CLE -1.5,2025-06-25T16:51:28.481+00:00
MIN,SEA,-1.5,1.5,0.376,0.66,+166,-194,1,2025-06-25T19:40:00-04:00,MIN -1.5,2025-06-25T16:13:20.89+00:00
PIT,MIL,-1.5,1.5,0.374,0.649,+167,-185,0,2025-06-25T14:10:00-04:00,MIL +1.5,2025-06-25T16:48:38.221+00:00
SD,WAS,-1.5,1.5,0.399,0.627,+151,-168,0,2025-06-25T16:10:00-04:00,SD -1.5,2025-06-25T16:51:36.639+00:00
NYM,ATL,-1.5,1.5,0.417,0.611,+140,-157,0,2025-06-25T19:10:00-04:00,NYM -1.5,2025-06-25T16:42:57.18+00:00
LAD,COL,-1.5,1.5,0.683,0.345,-215,+190,0,2025-06-25T20:40:00-04:00,COL +1.5,2025-06-25T16:50:42.182+00:00
NYY,CIN,-1.5,1.5,0.571,0.455,-133,+120,0,2025-06-25T19:10:00-04:00,CIN +1.5,2025-06-25T16:45:55.147+00:00
PHI,HOU,-1.5,1.5,0.465,0.55,+115,-122,0,2025-06-25T20:10:00-04:00,HOU +1.5,2025-06-25T16:41:01.07+00:00
SF,MIA,-1.5,1.5,0.495,0.535,+102,-115,0,2025-06-25T21:45:00-04:00,SF -1.5,2025-06-25T16:40:40.278+00:00
