fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
TEX,PIT,-1.5,1.5,0.512,0.518,-105,-107,0,2025-06-20T18:40:00-04:00,PIT +1.5,2025-06-20T16:46:35.842+00:00
TB,DET,-1.5,1.5,0.35,0.676,+186,-209,0,2025-06-20T19:05:00-04:00,TB -1.5,2025-06-20T16:32:30.834+00:00
TOR,CWS,-1.5,1.5,0.463,0.568,+116,-131,1,2025-06-20T19:07:00-04:00,TOR -1.5,2025-06-20T16:39:38.678+00:00
ARI,COL,-1.5,1.5,0.55,0.481,-122,+108,0,2025-06-20T20:40:00-04:00,COL +1.5,2025-06-20T16:49:22.726+00:00
PHI,NYM,-1.5,1.5,0.469,0.553,+113,-124,1,2025-06-20T19:15:00-04:00,PHI -1.5,2025-06-20T16:45:24.502+00:00
MIN,MIL,-1.5,1.5,0.428,0.6,+134,-150,1,2025-06-20T20:10:00-04:00,MIN -1.5,2025-06-20T16:12:27.017+00:00
ATL,MIA,-1.5,1.5,0.465,0.561,+115,-128,0,2025-06-20T19:10:00-04:00,MIA +1.5,2025-06-20T16:05:51.81+00:00
LAD,WAS,-1.5,1.5,0.492,0.535,+103,-115,0,2025-06-20T22:10:00-04:00,LAD -1.5,2025-06-20T16:46:31.209+00:00
SF,BOS,-1.5,1.5,0.372,0.664,+169,-198,0,2025-06-20T22:15:00-04:00,SF -1.5,2025-06-20T16:49:27.324+00:00
HOU,LAA,-1.5,1.5,0.488,0.548,+105,-121,0,2025-06-20T21:38:00-04:00,LAA +1.5,2025-06-20T16:45:23.501+00:00
CHC,SEA,-1.5,1.5,0.403,0.615,+148,-160,0,2025-06-20T14:20:00-04:00,CHC -1.5,2025-06-20T16:48:37.637+00:00
STL,CIN,-1.5,1.5,0.412,0.617,+143,-161,0,2025-06-20T19:15:00-04:00,STL -1.5,2025-06-20T16:45:02.065+00:00
SD,KAN,-1.5,1.5,0.416,0.619,+140,-162,0,2025-06-20T21:40:00-04:00,SD -1.5,2025-06-20T16:31:08.996+00:00
CLE,OAK,-1.5,1.5,0.424,0.608,+136,-155,0,2025-06-20T22:05:00-04:00,OAK +1.5,2025-06-20T16:49:03.646+00:00
NYY,BAL,-1.5,1.5,0.565,0.459,-130,+118,0,2025-06-20T19:05:00-04:00,NYY -1.5,2025-06-20T16:37:01.607+00:00
