fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
TOR,OAK,-1.5,1.5,0.524,0.501,-110,-100,1,2025-06-01T13:37:00-04:00,TOR -1.5,2025-06-01T16:46:53.552+00:00
BOS,ATL,-1.5,1.5,0.404,0.612,+148,-158,0,2025-06-01T13:35:00-04:00,ATL +1.5,2025-06-01T16:44:52.909+00:00
SF,MIA,-1.5,1.5,0.413,0.611,+142,-157,0,2025-06-01T13:40:00-04:00,MIA +1.5,2025-06-01T16:42:03.845+00:00
NYM,COL,-1.5,1.5,0.631,0.385,-171,+160,0,2025-06-01T13:40:00-04:00,NYM -1.5,2025-06-01T16:47:07.555+00:00
BAL,CWS,-1.5,1.5,0.4,0.613,+150,-158,1,2025-06-01T13:35:00-04:00,BAL -1.5,2025-06-01T16:41:48.926+00:00
CLE,LAA,-1.5,1.5,0.478,0.535,+109,-115,1,2025-06-01T13:40:00-04:00,CLE -1.5,2025-06-01T16:47:41.394+00:00
TEX,STL,-1.5,1.5,0.422,0.588,+137,-143,1,2025-06-01T13:05:00-04:00,TEX -1.5,2025-06-01T16:47:50.566+00:00
SD,PIT,-1.5,1.5,0.411,0.615,+143,-160,0,2025-06-01T17:10:00-04:00,SD -1.5,2025-06-01T16:37:02.836+00:00
CHC,CIN,-1.5,1.5,0.41,0.615,+144,-160,0,2025-06-01T14:20:00-04:00,CHC -1.5,2025-06-01T16:47:09.969+00:00
ARI,WAS,-1.5,1.5,0.535,0.483,-115,+107,1,2025-06-01T16:10:00-04:00,ARI -1.5,2025-06-01T16:44:33.263+00:00
KAN,DET,-1.5,1.5,0.438,0.588,+128,-143,1,2025-06-01T14:10:00-04:00,KAN -1.5,2025-06-01T16:47:28.559+00:00
SEA,MIN,-1.5,1.5,0.389,0.624,+157,-166,1,2025-06-01T16:10:00-04:00,SEA -1.5,2025-06-01T16:42:54.859+00:00
PHI,MIL,-1.5,1.5,0.433,0.587,+131,-142,1,2025-06-01T13:35:00-04:00,PHI -1.5,2025-06-01T16:44:35.392+00:00
LAD,NYY,-1.5,1.5,0.451,0.563,+122,-129,0,2025-06-01T19:10:00-04:00,LAD -1.5,2025-06-01T16:31:03.126+00:00
HOU,TB,-1.5,1.5,0.435,0.58,+130,-138,1,2025-06-01T14:10:00-04:00,HOU -1.5,2025-06-01T16:45:35.492+00:00
