fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
CHC,BAL,-1.5,1.5,0.454,0.569,+120,-132,0,2025-08-03T14:20:00-04:00,CHC -1.5,2025-08-03T16:50:51.925+00:00
PIT,COL,-1.5,1.5,0.485,0.529,+106,-112,0,2025-08-03T15:10:00-04:00,COL +1.5,2025-08-03T16:43:32.115+00:00
NYM,SF,-1.5,1.5,0.431,0.592,+132,-145,0,2025-08-03T13:40:00-04:00,NYM -1.5,2025-08-03T16:47:58.194+00:00
LAA,CWS,-1.5,1.5,0.378,0.64,+165,-178,0,2025-08-03T16:07:00-04:00,LAA -1.5,2025-08-03T16:50:36.07+00:00
OAK,ARI,-1.5,1.5,0.386,0.647,+159,-183,1,2025-08-03T16:05:00-04:00,OAK -1.5,2025-08-03T16:51:19.613+00:00
PHI,DET,-1.5,1.5,0.465,0.552,+115,-123,1,2025-08-03T19:10:00-04:00,PHI -1.5,2025-08-03T16:44:50.41+00:00
TEX,SEA,-1.5,1.5,0.443,0.589,+126,-143,0,2025-08-03T16:10:00-04:00,SEA +1.5,2025-08-03T16:49:11.442+00:00
TOR,KAN,-1.5,1.5,0.394,0.63,+154,-170,1,2025-08-03T13:37:00-04:00,TOR -1.5,2025-08-03T16:51:08.706+00:00
SD,STL,-1.5,1.5,0.455,0.571,+120,-133,0,2025-08-03T16:10:00-04:00,SD -1.5,2025-08-03T16:49:02.083+00:00
MIL,WAS,-1.5,1.5,0.461,0.559,+117,-127,0,2025-08-03T13:35:00-04:00,WAS +1.5,2025-08-03T16:51:15.13+00:00
NYY,MIA,-1.5,1.5,0.388,0.625,+158,-167,0,2025-08-03T13:40:00-04:00,MIA +1.5,2025-08-03T16:44:56.596+00:00
CLE,MIN,-1.5,1.5,0.426,0.592,+135,-145,1,2025-08-03T13:40:00-04:00,CLE -1.5,2025-08-03T16:51:20.743+00:00
