fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
LAA,WAS,-1.5,1.5,0.435,0.584,+130,-140,0,2025-06-27T21:38:00-04:00,LAA -1.5,2025-06-27T16:37:55.155+00:00
NYM,PIT,-1.5,1.5,0.448,0.574,+123,-135,0,2025-06-27T18:40:00-04:00,PIT +1.5,2025-06-27T16:48:09.356+00:00
TB,BAL,-1.5,1.5,0.433,0.585,+131,-141,0,2025-06-27T19:05:00-04:00,BAL +1.5,2025-06-27T16:44:37.553+00:00
NYY,OAK,-1.5,1.5,0.531,0.484,-113,+107,0,2025-06-27T19:05:00-04:00,NYY -1.5,2025-06-27T16:48:25.941+00:00
SD,CIN,-1.5,1.5,0.431,0.574,+132,-135,0,2025-06-27T19:10:00-04:00,CIN +1.5,2025-06-27T16:40:06.979+00:00
SF,CWS,-1.5,1.5,0.461,0.559,+117,-127,0,2025-06-27T19:40:00-04:00,CWS +1.5,2025-06-27T16:44:21.047+00:00
BOS,TOR,-1.5,1.5,0.358,0.663,+179,-197,1,2025-06-27T19:10:00-04:00,BOS -1.5,2025-06-27T16:34:21.091+00:00
STL,CLE,-1.5,1.5,0.417,0.606,+140,-154,0,2025-06-27T19:10:00-04:00,CLE +1.5,2025-06-27T16:46:37.768+00:00
TEX,SEA,-1.5,1.5,0.325,0.707,+208,-241,1,2025-06-27T20:05:00-04:00,TEX -1.5,2025-06-27T16:45:48.578+00:00
HOU,CHC,-1.5,1.5,0.353,0.677,+183,-210,1,2025-06-27T20:10:00-04:00,HOU -1.5,2025-06-27T16:44:22.547+00:00
LAD,KAN,-1.5,1.5,0.481,0.543,+108,-119,0,2025-06-27T20:10:00-04:00,KAN +1.5,2025-06-27T16:46:54.598+00:00
ARI,MIA,-1.5,1.5,0.472,0.55,+112,-122,1,2025-06-27T21:40:00-04:00,ARI -1.5,2025-06-27T16:43:08.247+00:00
ATL,PHI,-1.5,1.5,0.459,0.565,+118,-130,1,2025-06-27T19:15:00-04:00,ATL -1.5,2025-06-27T16:43:33.486+00:00
MIL,COL,-1.5,1.5,0.481,0.535,+108,-115,1,2025-06-27T20:10:00-04:00,MIL -1.5,2025-06-27T16:36:44.613+00:00
DET,MIN,-1.5,1.5,0.373,0.656,+168,-191,1,2025-06-27T19:10:00-04:00,DET -1.5,2025-06-27T16:48:10.669+00:00
