fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
OAK,SF,-1.5,1.5,0.372,0.645,+169,-182,1,2025-07-06T22:05:00-04:00,OAK -1.5,2025-07-06T16:26:37.475+00:00
DET,CLE,-1.5,1.5,0.541,0.469,-118,+113,0,2025-07-06T13:40:00-04:00,CLE +1.5,2025-07-06T16:47:49.891+00:00
PIT,SEA,-1.5,1.5,0.351,0.667,+185,-200,0,2025-07-06T16:10:00-04:00,SEA +1.5,2025-07-06T16:48:08.848+00:00
MIN,TB,-1.5,1.5,0.376,0.636,+166,-175,1,2025-07-06T14:10:00-04:00,MIN -1.5,2025-07-06T16:47:27.803+00:00
CWS,COL,-1.5,1.5,0.424,0.595,+136,-147,0,2025-07-06T15:10:00-04:00,COL +1.5,2025-07-06T16:44:46.171+00:00
NYY,NYM,-1.5,1.5,0.526,0.5,-111,+100,0,2025-07-06T13:40:00-04:00,NYM +1.5,2025-07-06T16:47:18.321+00:00
SD,TEX,-1.5,1.5,0.381,0.656,+162,-191,0,2025-07-06T21:10:00-04:00,SD -1.5,2025-07-06T16:43:38.023+00:00
TOR,LAA,-1.5,1.5,0.459,0.561,+118,-128,1,2025-07-06T13:37:00-04:00,TOR -1.5,2025-07-06T16:47:49.891+00:00
PHI,CIN,-1.5,1.5,0.528,0.479,-112,+109,1,2025-07-06T13:35:00-04:00,PHI -1.5,2025-07-06T16:47:58.186+00:00
BOS,WAS,-1.5,1.5,0.571,0.434,-133,+130,0,2025-07-06T13:35:00-04:00,WAS +1.5,2025-07-06T16:47:36.494+00:00
MIL,MIA,-1.5,1.5,0.38,0.635,+163,-174,0,2025-07-06T13:40:00-04:00,MIA +1.5,2025-07-06T16:47:57.171+00:00
ARI,KAN,-1.5,1.5,0.424,0.607,+136,-154,1,2025-07-06T16:10:00-04:00,ARI -1.5,2025-07-06T16:43:38.023+00:00
LAD,HOU,-1.5,1.5,0.485,0.547,+106,-121,0,2025-07-06T16:10:00-04:00,LAD -1.5,2025-07-06T16:42:09.9+00:00
CHC,STL,-1.5,1.5,0.497,0.535,+101,-115,0,2025-07-06T18:10:00-04:00,CHC -1.5,2025-07-06T16:45:29.54+00:00
