fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
NYY,MIN,-1.5,1.5,0.483,0.537,+107,-116,0,2025-09-17T19:40:00-04:00,MIN +1.5,2025-09-17T16:40:32.147+00:00
NYM,SD,-1.5,1.5,0.353,0.674,+183,-207,0,2025-09-17T19:10:00-04:00,NYM -1.5,2025-09-17T16:41:44.821+00:00
MIA,COL,-1.5,1.5,0.506,0.517,-102,-107,0,2025-09-17T20:40:00-04:00,COL +1.5,2025-09-17T16:31:31.782+00:00
ARI,SF,-1.5,1.5,0.347,0.669,+188,-202,1,2025-09-17T15:40:00-04:00,ARI -1.5,2025-09-17T16:44:58.183+00:00
CIN,STL,-1.5,1.5,0.405,0.608,+147,-155,0,2025-09-17T13:15:00-04:00,STL +1.5,2025-09-17T16:46:03.105+00:00
BAL,CWS,-1.5,1.5,0.403,0.601,+148,-151,0,2025-09-17T14:10:00-04:00,CWS +1.5,2025-09-17T16:41:46.238+00:00
TOR,TB,-1.5,1.5,0.42,0.587,+138,-142,0,2025-09-17T19:05:00-04:00,TB +1.5,2025-09-17T16:39:18.186+00:00
MIL,LAA,-1.5,1.5,0.527,0.493,-111,+103,1,2025-09-17T19:40:00-04:00,MIL -1.5,2025-09-17T16:25:21.769+00:00
TEX,HOU,-1.5,1.5,0.429,0.599,+133,-149,0,2025-09-17T20:10:00-04:00,HOU +1.5,2025-09-17T16:33:34.495+00:00
ATL,WAS,-1.5,1.5,0.454,0.556,+120,-125,0,2025-09-17T16:05:00-04:00,WAS +1.5,2025-09-17T16:38:23.58+00:00
DET,CLE,-1.5,1.5,0.398,0.628,+151,-169,1,2025-09-17T18:40:00-04:00,DET -1.5,2025-09-17T16:07:35.891+00:00
BOS,OAK,-1.5,1.5,0.433,0.576,+131,-136,1,2025-09-17T18:45:00-04:00,BOS -1.5,2025-09-17T16:45:39.785+00:00
LAD,PHI,-1.5,1.5,0.401,0.619,+149,-162,0,2025-09-17T22:10:00-04:00,LAD -1.5,2025-09-17T16:46:11.372+00:00
KAN,SEA,-1.5,1.5,0.369,0.652,+171,-187,1,2025-09-17T19:40:00-04:00,KAN -1.5,2025-09-17T16:30:45.013+00:00
