fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
BOS,KAN,-1.5,1.5,0.431,0.585,+132,-141,1,2025-08-04T19:10:00-04:00,BOS -1.5,2025-08-04T16:51:54.569+00:00
PHI,BAL,-1.5,1.5,0.488,0.536,+105,-116,1,2025-08-04T18:45:00-04:00,PHI -1.5,2025-08-04T16:55:28.368+00:00
MIL,ATL,-1.5,1.5,0.448,0.57,+123,-133,0,2025-08-04T19:15:00-04:00,ATL +1.5,2025-08-04T16:51:17.726+00:00
SD,ARI,-1.5,1.5,0.433,0.59,+131,-144,0,2025-08-04T21:40:00-04:00,ARI +1.5,2025-08-04T16:55:27.056+00:00
LAA,TB,-1.5,1.5,0.382,0.632,+162,-172,0,2025-08-04T21:38:00-04:00,LAA -1.5,2025-08-04T16:57:39.133+00:00
LAD,STL,-1.5,1.5,0.469,0.556,+113,-125,0,2025-08-04T22:10:00-04:00,LAD -1.5,2025-08-04T16:54:10.536+00:00
NYY,TEX,-1.5,1.5,0.439,0.58,+128,-138,0,2025-08-04T20:05:00-04:00,TEX +1.5,2025-08-04T16:51:43.925+00:00
TOR,COL,-1.5,1.5,0.575,0.443,-135,+126,0,2025-08-04T20:40:00-04:00,COL +1.5,2025-08-04T16:51:56.452+00:00
DET,MIN,-1.5,1.5,0.468,0.563,+114,-129,1,2025-08-04T18:40:00-04:00,DET -1.5,2025-08-04T16:57:39.133+00:00
MIA,HOU,-1.5,1.5,0.372,0.647,+169,-183,1,2025-08-04T18:40:00-04:00,MIA -1.5,2025-08-04T16:56:50.605+00:00
NYM,CLE,-1.5,1.5,0.465,0.556,+115,-125,0,2025-08-04T19:10:00-04:00,NYM -1.5,2025-08-04T16:51:00.676+00:00
CHC,CIN,-1.5,1.5,0.375,0.636,+167,-175,0,2025-08-04T20:05:00-04:00,CHC -1.5,2025-08-04T16:57:00.09+00:00
SF,PIT,-1.5,1.5,0.424,0.6,+136,-150,0,2025-08-04T18:40:00-04:00,PIT +1.5,2025-08-04T16:54:16.539+00:00
