fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
PHI,CHC,-1.5,1.5,0.35,0.667,+186,-200,1,2025-06-11T13:05:00-04:00,PHI -1.5,2025-06-11T16:39:50.062+00:00
ATL,MIL,-1.5,1.5,0.481,0.537,+108,-116,0,2025-06-11T14:10:00-04:00,MIL +1.5,2025-06-11T16:40:10.055+00:00
STL,TOR,-1.5,1.5,0.377,0.635,+165,-174,0,2025-06-11T14:15:00-04:00,STL -1.5,2025-06-11T16:49:24.661+00:00
CIN,CLE,-1.5,1.5,0.41,0.605,+144,-153,0,2025-06-11T13:10:00-04:00,CLE +1.5,2025-06-11T16:47:01.142+00:00
NYY,KAN,-1.5,1.5,0.421,0.608,+138,-155,0,2025-06-11T19:40:00-04:00,KAN +1.5,2025-06-11T16:46:27.542+00:00
NYM,WAS,-1.5,1.5,0.554,0.477,-124,+110,0,2025-06-11T19:10:00-04:00,NYM -1.5,2025-06-11T16:48:59.956+00:00
LAD,SD,-1.5,1.5,0.465,0.545,+115,-120,0,2025-06-11T16:10:00-04:00,SD +1.5,2025-06-11T16:33:14.778+00:00
HOU,CWS,-1.5,1.5,0.433,0.576,+131,-136,1,2025-06-11T20:10:00-04:00,HOU -1.5,2025-06-11T16:48:03.21+00:00
LAA,OAK,-1.5,1.5,0.405,0.621,+147,-164,0,2025-06-11T16:07:00-04:00,LAA -1.5,2025-06-11T16:39:48.562+00:00
SF,COL,-1.5,1.5,0.554,0.459,-124,+118,0,2025-06-11T20:40:00-04:00,COL +1.5,2025-06-11T16:48:03.702+00:00
MIN,TEX,-1.5,1.5,0.395,0.62,+153,-163,1,2025-06-11T19:40:00-04:00,MIN -1.5,2025-06-11T16:39:51.071+00:00
SEA,ARI,-1.5,1.5,0.388,0.63,+158,-170,0,2025-06-11T15:40:00-04:00,ARI +1.5,2025-06-11T16:50:41.448+00:00
BOS,TB,-1.5,1.5,0.361,0.67,+177,-203,1,2025-06-11T19:10:00-04:00,BOS -1.5,2025-06-11T16:50:00.244+00:00
BAL,DET,-1.5,1.5,0.376,0.647,+166,-183,1,2025-06-11T18:35:00-04:00,BAL -1.5,2025-06-11T16:50:41.448+00:00
