fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
ARI,STL,-1.5,1.5,0.425,0.595,+135,-147,1,2025-07-20T16:10:00-04:00,ARI -1.5,2025-07-20T16:48:44.368+00:00
ATL,NYY,-1.5,1.5,0.392,0.628,+155,-169,1,2025-07-20T13:35:00-04:00,ATL -1.5,2025-07-20T16:49:15.735+00:00
SD,WAS,-1.5,1.5,0.415,0.606,+141,-154,0,2025-07-20T13:35:00-04:00,WAS +1.5,2025-07-20T16:49:50.719+00:00
NYM,CIN,-1.5,1.5,0.385,0.634,+160,-173,0,2025-07-20T13:40:00-04:00,NYM -1.5,2025-07-20T16:48:54.904+00:00
BOS,CHC,-1.5,1.5,0.415,0.592,+141,-145,0,2025-07-20T14:20:00-04:00,CHC +1.5,2025-07-20T16:49:16.834+00:00
PHI,LAA,-1.5,1.5,0.435,0.574,+130,-135,1,2025-07-20T13:35:00-04:00,PHI -1.5,2025-07-20T16:47:36.83+00:00
KAN,MIA,-1.5,1.5,0.395,0.614,+153,-159,0,2025-07-20T13:40:00-04:00,MIA +1.5,2025-07-20T16:47:45.37+00:00
PIT,CWS,-1.5,1.5,0.395,0.621,+153,-164,1,2025-07-20T13:35:00-04:00,PIT -1.5,2025-07-20T16:49:54.207+00:00
DET,TEX,-1.5,1.5,0.5,0.512,+100,-105,0,2025-07-20T19:10:00-04:00,TEX +1.5,2025-07-20T16:49:20.285+00:00
OAK,CLE,-1.5,1.5,0.389,0.639,+157,-177,0,2025-07-20T13:40:00-04:00,CLE +1.5,2025-07-20T16:46:20.245+00:00
LAD,MIL,-1.5,1.5,0.427,0.579,+134,-138,0,2025-07-20T16:10:00-04:00,LAD -1.5,2025-07-20T16:47:23.253+00:00
MIN,COL,-1.5,1.5,0.599,0.42,-149,+138,0,2025-07-20T15:10:00-04:00,COL +1.5,2025-07-20T16:40:31.782+00:00
SEA,HOU,-1.5,1.5,0.368,0.653,+172,-188,1,2025-07-20T16:10:00-04:00,SEA -1.5,2025-07-20T16:34:28.874+00:00
