fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
SEA,COL,-1.5,1.5,0.515,0.511,-106,-104,1,2025-09-25T21:40:00-04:00,SEA -1.5,2025-09-25T16:48:19.96+00:00
TB,BAL,-1.5,1.5,0.391,0.615,+156,-160,0,2025-09-25T13:05:00-04:00,BAL +1.5,2025-09-25T16:47:48.465+00:00
TEX,MIN,-1.5,1.5,0.395,0.624,+153,-166,1,2025-09-25T14:35:00-04:00,TEX -1.5,2025-09-25T16:42:27.766+00:00
KAN,LAA,-1.5,1.5,0.415,0.602,+141,-151,0,2025-09-25T21:38:00-04:00,LAA +1.5,2025-09-25T16:33:32.963+00:00
NYY,CWS,-1.5,1.5,0.582,0.429,-139,+133,0,2025-09-25T19:05:00-04:00,NYY -1.5,2025-09-25T16:47:55.676+00:00
NYM,CHC,-1.5,1.5,0.391,0.64,+156,-178,0,2025-09-25T19:40:00-04:00,CHC +1.5,2025-09-25T16:47:29.269+00:00
TOR,BOS,-1.5,1.5,0.386,0.635,+159,-174,1,2025-09-25T19:07:00-04:00,TOR -1.5,2025-09-25T16:36:33.672+00:00
HOU,OAK,-1.5,1.5,0.409,0.606,+144,-154,0,2025-09-25T15:35:00-04:00,OAK +1.5,2025-09-25T16:46:20.939+00:00
LAD,ARI,-1.5,1.5,0.485,0.533,+106,-114,0,2025-09-25T15:40:00-04:00,ARI +1.5,2025-09-25T16:47:29.998+00:00
PHI,MIA,-1.5,1.5,0.429,0.587,+133,-142,1,2025-09-25T18:05:00-04:00,PHI -1.5,2025-09-25T16:39:19.259+00:00
CLE,DET,-1.5,1.5,0.388,0.634,+158,-173,1,2025-09-25T18:40:00-04:00,CLE -1.5,2025-09-25T16:47:59.39+00:00
