fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
BAL,NYM,-1.5,1.5,0.349,0.684,+187,-216,1,2025-07-10T17:05:00-04:00,BAL -1.5,2025-07-10T16:21:46.726+00:00
SEA,NYY,-1.5,1.5,0.395,0.615,+153,-160,0,2025-07-10T19:05:00-04:00,NYY +1.5,2025-07-10T16:48:01.665+00:00
CIN,MIA,-1.5,1.5,0.427,0.597,+134,-148,1,2025-07-10T17:10:00-04:00,CIN -1.5,2025-07-10T16:52:58.109+00:00
BOS,TB,-1.5,1.5,0.346,0.673,+189,-206,1,2025-07-10T19:10:00-04:00,BOS -1.5,2025-07-10T16:44:39.082+00:00
TEX,LAA,-1.5,1.5,0.395,0.642,+153,-179,0,2025-07-10T21:38:00-04:00,LAA +1.5,2025-07-10T16:23:23.214+00:00
ARI,SD,-1.5,1.5,0.402,0.612,+149,-158,0,2025-07-10T21:40:00-04:00,SD +1.5,2025-07-10T16:35:19.295+00:00
ATL,OAK,-1.5,1.5,0.532,0.496,-114,+102,0,2025-07-10T21:05:00-04:00,OAK +1.5,2025-07-10T16:48:16.195+00:00
CLE,CWS,-1.5,1.5,0.439,0.59,+128,-144,0,2025-07-10T19:40:00-04:00,CWS +1.5,2025-07-10T16:52:44.992+00:00
CHC,MIN,-1.5,1.5,0.408,0.611,+145,-157,0,2025-07-10T13:10:00-04:00,MIN +1.5,2025-07-10T16:52:30.496+00:00
STL,WAS,-1.5,1.5,0.398,0.629,+151,-170,0,2025-07-10T19:45:00-04:00,STL -1.5,2025-07-10T16:43:24.168+00:00
