fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
TB,STL,-1.5,1.5,0.391,0.614,+156,-159,0,2025-08-22T19:35:00-04:00,TB -1.5,2025-08-22T16:45:47.135+00:00
MIL,SF,-1.5,1.5,0.441,0.571,+127,-133,1,2025-08-22T20:10:00-04:00,MIL -1.5,2025-08-22T16:44:52.113+00:00
ARI,CIN,-1.5,1.5,0.386,0.635,+159,-174,1,2025-08-22T21:40:00-04:00,ARI -1.5,2025-08-22T16:44:53.163+00:00
LAD,SD,-1.5,1.5,0.41,0.62,+144,-163,0,2025-08-22T21:40:00-04:00,SD +1.5,2025-08-22T16:45:15.256+00:00
PIT,COL,-1.5,1.5,0.474,0.535,+111,-115,1,2025-08-22T18:40:00-04:00,PIT -1.5,2025-08-22T16:45:13.149+00:00
SEA,OAK,-1.5,1.5,0.503,0.531,-101,-113,1,2025-08-22T22:10:00-04:00,SEA -1.5,2025-08-22T16:46:16.504+00:00
MIN,CWS,-1.5,1.5,0.424,0.578,+136,-137,0,2025-08-22T19:40:00-04:00,CWS +1.5,2025-08-22T16:44:46.011+00:00
CHC,LAA,-1.5,1.5,0.466,0.556,+115,-125,0,2025-08-22T21:38:00-04:00,LAA +1.5,2025-08-22T16:47:48.392+00:00
TEX,CLE,-1.5,1.5,0.417,0.597,+140,-148,1,2025-08-22T20:05:00-04:00,TEX -1.5,2025-08-22T16:48:03.94+00:00
BAL,HOU,-1.5,1.5,0.365,0.663,+174,-197,1,2025-08-22T19:05:00-04:00,BAL -1.5,2025-08-22T16:44:55.54+00:00
ATL,NYM,-1.5,1.5,0.369,0.642,+171,-179,1,2025-08-22T19:15:00-04:00,ATL -1.5,2025-08-22T16:44:55.54+00:00
TOR,MIA,-1.5,1.5,0.5,0.522,+100,-109,0,2025-08-22T19:10:00-04:00,MIA +1.5,2025-08-22T16:44:57.562+00:00
NYY,BOS,-1.5,1.5,0.452,0.563,+121,-129,0,2025-08-22T19:05:00-04:00,NYY -1.5,2025-08-22T16:47:16.389+00:00
PHI,WAS,-1.5,1.5,0.459,0.552,+118,-123,1,2025-08-22T18:45:00-04:00,PHI -1.5,2025-08-22T16:45:09.072+00:00
DET,KAN,-1.5,1.5,0.413,0.608,+142,-155,1,2025-08-22T19:10:00-04:00,DET -1.5,2025-08-22T16:45:09.072+00:00
