fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
CHC,CIN,-1.5,1.5,0.415,0.6,+141,-150,0,2025-05-31T14:20:00-04:00,CHC -1.5,2025-05-31T13:43:12.414+00:00
SF,MIA,-1.5,1.5,0.455,0.57,+120,-133,0,2025-05-31T16:10:00-04:00,MIA +1.5,2025-05-31T13:42:52.097+00:00
SEA,MIN,-1.5,1.5,0.339,0.687,+195,-219,1,2025-05-31T19:15:00-04:00,SEA -1.5,2025-05-31T13:44:44.683+00:00
SD,PIT,-1.5,1.5,0.501,0.534,-100,-115,0,2025-05-31T21:40:00-04:00,SD -1.5,2025-05-31T13:45:20.524+00:00
STL,TEX,-1.5,1.5,0.456,0.563,+119,-129,0,2025-05-31T16:05:00-04:00,TEX +1.5,2025-05-31T13:44:24.142+00:00
PHI,MIL,-1.5,1.5,0.467,0.559,+114,-127,1,2025-05-31T16:05:00-04:00,PHI -1.5,2025-05-31T13:35:12.036+00:00
TOR,OAK,-1.5,1.5,0.437,0.603,+129,-152,1,2025-05-31T15:07:00-04:00,TOR -1.5,2025-05-31T13:43:25.11+00:00
BAL,CWS,-1.5,1.5,0.446,0.573,+124,-134,1,2025-05-31T16:05:00-04:00,BAL -1.5,2025-05-31T13:28:34.921+00:00
DET,KAN,-1.5,1.5,0.502,0.528,-101,-112,0,2025-05-31T16:10:00-04:00,KAN +1.5,2025-05-31T13:43:34.613+00:00
NYM,COL,-1.5,1.5,0.614,0.407,-159,+146,0,2025-05-31T16:10:00-04:00,NYM -1.5,2025-05-31T13:43:40.615+00:00
CLE,LAA,-1.5,1.5,0.457,0.58,+119,-138,1,2025-05-31T16:10:00-04:00,CLE -1.5,2025-05-31T13:43:18.108+00:00
ATL,BOS,-1.5,1.5,0.457,0.576,+119,-136,1,2025-05-31T16:10:00-04:00,ATL -1.5,2025-05-31T13:44:24.142+00:00
HOU,TB,-1.5,1.5,0.383,0.645,+161,-182,1,2025-05-31T16:10:00-04:00,HOU -1.5,2025-05-31T13:43:58.616+00:00
LAD,NYY,-1.5,1.5,0.356,0.675,+181,-208,0,2025-05-31T19:15:00-04:00,LAD -1.5,2025-05-31T13:45:26.715+00:00
ARI,WAS,-1.5,1.5,0.481,0.537,+108,-116,1,2025-05-31T22:10:00-04:00,ARI -1.5,2025-05-31T13:44:47.184+00:00
