fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
BOS,MIA,-1.5,1.5,0.433,0.595,+131,-147,1,2025-08-15T19:10:00-04:00,BOS -1.5,2025-08-15T16:49:42.111+00:00
BOS,MIA,-0.5,0.5,0.539,0.522,-117,-109,1,2025-08-15T19:10:00-04:00,BOS -0.5 1H,2025-08-15T15:55:51.972+00:00
HOU,BAL,-1.5,1.5,0.469,0.592,+113,-145,1,2025-08-15T20:10:00-04:00,HOU -1.5 1H,2025-08-15T15:35:07.905+00:00
LAD,SD,-0.5,0.5,0.55,0.496,-122,+102,0,2025-08-15T22:10:00-04:00,LAD -0.5 1H,2025-08-15T13:56:59.645+00:00
LAD,SD,-1.5,1.5,0.45,0.574,+122,-135,0,2025-08-15T22:10:00-04:00,LAD -1.5,2025-08-15T16:49:42.111+00:00
DET,MIN,-1.5,1.5,0.435,0.583,+130,-140,0,2025-08-15T20:10:00-04:00,MIN +1.5,2025-08-15T16:49:07.814+00:00
DET,MIN,-0.5,0.5,0.485,0.554,+106,-124,0,2025-08-15T20:10:00-04:00,MIN +0.5 1H,2025-08-15T16:25:12.831+00:00
CLE,ATL,-0.5,0.5,0.46,0.601,+117,-151,1,2025-08-15T19:10:00-04:00,CLE -0.5 1H,2025-08-15T13:21:57.171+00:00
CLE,ATL,-1.5,1.5,0.357,0.667,+180,-200,1,2025-08-15T19:10:00-04:00,CLE -1.5,2025-08-15T16:45:14.142+00:00
MIL,CIN,-1.5,1.5,0.437,0.574,+129,-135,0,2025-08-15T18:40:00-04:00,CIN +1.5,2025-08-15T16:49:35.824+00:00
MIL,CIN,-0.5,0.5,0.503,0.558,-101,-126,0,2025-08-15T18:40:00-04:00,CIN +0.5 1H,2025-08-15T16:34:22.822+00:00
CHC,PIT,-1.5,1.5,0.461,0.554,+117,-124,0,2025-08-15T14:20:00-04:00,CHC -1.5,2025-08-15T16:50:44.456+00:00
CHC,PIT,-0.5,0.5,0.524,0.521,-110,-109,0,2025-08-15T14:20:00-04:00,CHC -0.5 1H,2025-08-15T16:46:31.851+00:00
ARI,COL,-1.5,1.5,0.561,0.459,-128,+118,0,2025-08-15T20:40:00-04:00,COL +1.5,2025-08-15T16:50:40.434+00:00
ARI,COL,-0.5,0.5,0.584,0.477,-140,+110,0,2025-08-15T20:40:00-04:00,COL +0.5 1H,2025-08-15T16:22:15.954+00:00
KAN,CWS,-1.5,1.5,0.452,0.568,+121,-131,1,2025-08-15T20:10:00-04:00,KAN -1.5,2025-08-15T16:49:44.325+00:00
KAN,CWS,-0.5,0.5,0.565,0.493,-130,+103,1,2025-08-15T20:10:00-04:00,KAN -0.5 1H,2025-08-15T16:31:14.816+00:00
SF,TB,-1.5,1.5,0.377,0.645,+165,-182,0,2025-08-15T22:15:00-04:00,SF -1.5,2025-08-15T16:45:35.336+00:00
SF,TB,-0.5,0.5,0.502,0.559,-101,-127,0,2025-08-15T22:15:00-04:00,SF -0.5 1H,2025-08-15T16:45:14.142+00:00
NYY,STL,-1.5,1.5,0.429,0.584,+133,-140,0,2025-08-15T20:15:00-04:00,STL +1.5,2025-08-15T16:43:35.14+00:00
NYY,STL,-0.5,0.5,0.5,0.561,+100,-128,0,2025-08-15T20:15:00-04:00,STL +0.5 1H,2025-08-15T13:10:17.81+00:00
OAK,LAA,-1.5,1.5,0.344,0.685,+191,-217,1,2025-08-15T22:05:00-04:00,OAK -1.5,2025-08-15T16:15:11.462+00:00
OAK,LAA,-0.5,0.5,0.468,0.592,+114,-145,1,2025-08-15T22:05:00-04:00,OAK -0.5 1H,2025-08-15T13:36:29.055+00:00
PHI,WAS,-1.5,1.5,0.519,0.498,-108,+101,0,2025-08-15T18:45:00-04:00,WAS +1.5,2025-08-15T16:45:14.142+00:00
PHI,WAS,-0.5,0.5,0.545,0.499,-120,+100,0,2025-08-15T18:45:00-04:00,WAS +0.5 1H,2025-08-15T15:58:56.059+00:00
NYM,SEA,-1.5,1.5,0.35,0.667,+186,-200,0,2025-08-15T19:10:00-04:00,NYM -1.5,2025-08-15T16:46:35.665+00:00
NYM,SEA,-0.5,0.5,0.485,0.556,+106,-125,0,2025-08-15T19:10:00-04:00,NYM -0.5 1H,2025-08-15T15:43:50.063+00:00
TEX,TOR,-1.5,1.5,0.383,0.644,+161,-181,0,2025-08-15T19:07:00-04:00,TOR +1.5,2025-08-15T16:48:53.732+00:00
TEX,TOR,-0.5,0.5,0.468,0.591,+114,-144,0,2025-08-15T19:07:00-04:00,TOR +0.5 1H,2025-08-15T14:06:05.386+00:00
