fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
TEX,WAS,-1.5,1.5,0.488,0.541,+105,-118,0,2025-06-07T16:05:00-04:00,WAS +1.5,2025-06-07T19:50:08.528+00:00
NYM,COL,-1.5,1.5,0.646,0.376,-182,+166,0,2025-06-07T21:40:00-04:00,COL +1.5,2025-06-07T19:50:41.29+00:00
TB,MIA,-1.5,1.5,0.423,0.606,+136,-154,0,2025-06-07T16:10:00-04:00,TB -1.5,2025-06-07T19:50:35.372+00:00
HOU,CLE,-1.5,1.5,0.391,0.634,+156,-173,0,2025-06-07T16:10:00-04:00,CLE +1.5,2025-06-07T19:52:13.44+00:00
MIL,SD,-1.5,1.5,0.361,0.653,+177,-188,1,2025-06-07T19:35:00-04:00,MIL -1.5,2025-06-07T19:49:47.826+00:00
SEA,LAA,-1.5,1.5,0.495,0.534,+102,-115,0,2025-06-07T21:38:00-04:00,LAA +1.5,2025-06-07T19:45:52.23+00:00
SF,ATL,-1.5,1.5,0.383,0.65,+161,-186,0,2025-06-07T16:05:00-04:00,SF -1.5,2025-06-07T19:49:30.799+00:00
KAN,CWS,-1.5,1.5,0.433,0.582,+131,-139,0,2025-06-07T16:10:00-04:00,CWS +1.5,2025-06-07T19:50:08.9+00:00
BAL,OAK,-1.5,1.5,0.442,0.585,+126,-141,0,2025-06-07T22:05:00-04:00,OAK +1.5,2025-06-07T19:50:27.154+00:00
ARI,CIN,-1.5,1.5,0.408,0.619,+145,-162,0,2025-06-07T16:10:00-04:00,CIN +1.5,2025-06-07T19:51:07.8+00:00
NYY,BOS,-1.5,1.5,0.334,0.693,+199,-226,0,2025-06-07T19:35:00-04:00,NYY -1.5,2025-06-07T19:51:22.241+00:00
PHI,PIT,-1.5,1.5,0.441,0.578,+127,-137,0,2025-06-07T16:05:00-04:00,PIT +1.5,2025-06-07T19:51:02.972+00:00
