fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
BOS,MIN,-1.5,1.5,0.414,0.614,+142,-159,0,2025-07-29T19:40:00-04:00,MIN +1.5,2025-07-29T16:48:02.091+00:00
KAN,ATL,-1.5,1.5,0.38,0.644,+163,-181,1,2025-07-29T19:40:00-04:00,KAN -1.5,2025-07-29T16:48:34.599+00:00
PHI,CWS,-1.5,1.5,0.524,0.502,-110,-101,0,2025-07-29T19:40:00-04:00,CWS +1.5,2025-07-29T16:50:37.139+00:00
STL,MIA,-1.5,1.5,0.427,0.6,+134,-150,0,2025-07-29T19:45:00-04:00,STL -1.5,2025-07-29T16:47:32.854+00:00
NYY,TB,-1.5,1.5,0.465,0.55,+115,-122,0,2025-07-29T19:05:00-04:00,NYY -1.5,2025-07-29T16:55:17.388+00:00
MIL,CHC,-1.5,1.5,0.376,0.64,+166,-178,1,2025-07-29T19:40:00-04:00,MIL -1.5,2025-07-29T16:47:16.245+00:00
CLE,COL,-1.5,1.5,0.486,0.533,+106,-114,1,2025-07-29T18:40:00-04:00,CLE -1.5,2025-07-29T16:49:01.604+00:00
DET,ARI,-1.5,1.5,0.395,0.624,+153,-166,1,2025-07-29T18:40:00-04:00,DET -1.5,2025-07-29T16:48:53.251+00:00
LAD,CIN,-1.5,1.5,0.481,0.533,+108,-114,0,2025-07-29T19:10:00-04:00,CIN +1.5,2025-07-29T16:55:15.352+00:00
HOU,WAS,-1.5,1.5,0.398,0.623,+151,-165,1,2025-07-29T20:10:00-04:00,HOU -1.5,2025-07-29T16:54:31.966+00:00
LAA,TEX,-1.5,1.5,0.368,0.644,+172,-181,0,2025-07-29T21:38:00-04:00,LAA -1.5,2025-07-29T16:55:17.388+00:00
NYM,SD,-1.5,1.5,0.426,0.613,+135,-158,0,2025-07-29T21:40:00-04:00,SD +1.5,2025-07-29T16:47:56.59+00:00
SF,PIT,-1.5,1.5,0.431,0.598,+132,-149,0,2025-07-29T21:45:00-04:00,SF -1.5,2025-07-29T16:51:07.002+00:00
SEA,OAK,-1.5,1.5,0.424,0.606,+136,-154,0,2025-07-29T22:05:00-04:00,OAK +1.5,2025-07-29T16:47:44.588+00:00
TOR,BAL,-1.5,1.5,0.436,0.595,+129,-147,0,2025-07-29T18:35:00-04:00,BAL +1.5,2025-07-29T16:45:17.03+00:00
