fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
KAN,PIT,-1.5,1.5,0.383,0.623,+161,-165,1,2025-07-08T19:40:00-04:00,KAN -1.5,2025-07-08T16:43:07.539+00:00
STL,WAS,-1.5,1.5,0.493,0.534,+103,-115,0,2025-07-08T19:45:00-04:00,STL -1.5,2025-07-08T16:46:16.598+00:00
TEX,LAA,-1.5,1.5,0.405,0.625,+147,-167,0,2025-07-08T21:38:00-04:00,LAA +1.5,2025-07-08T16:43:47.05+00:00
SD,ARI,-1.5,1.5,0.38,0.653,+163,-188,0,2025-07-08T21:40:00-04:00,SD -1.5,2025-07-08T16:45:34.209+00:00
SF,PHI,-1.5,1.5,0.408,0.624,+145,-166,0,2025-07-08T21:45:00-04:00,SF -1.5,2025-07-08T16:50:13.317+00:00
DET,TB,-1.5,1.5,0.37,0.649,+170,-185,1,2025-07-08T18:40:00-04:00,DET -1.5,2025-07-08T16:49:14.528+00:00
CIN,MIA,-1.5,1.5,0.366,0.661,+173,-195,1,2025-07-08T19:10:00-04:00,CIN -1.5,2025-07-08T16:51:36.953+00:00
LAD,MIL,-1.5,1.5,0.395,0.612,+153,-158,0,2025-07-08T19:40:00-04:00,MIL +1.5,2025-07-08T16:51:23.289+00:00
NYY,SEA,-1.5,1.5,0.38,0.644,+163,-181,0,2025-07-08T19:05:00-04:00,NYY -1.5,2025-07-08T16:50:18.641+00:00
TOR,CWS,-1.5,1.5,0.537,0.472,-116,+112,0,2025-07-08T19:40:00-04:00,CWS +1.5,2025-07-08T16:51:32.271+00:00
ATL,OAK,-1.5,1.5,0.426,0.6,+135,-150,0,2025-07-08T22:05:00-04:00,OAK +1.5,2025-07-08T16:27:32.914+00:00
CHC,MIN,-1.5,1.5,0.431,0.583,+132,-140,0,2025-07-08T19:40:00-04:00,MIN +1.5,2025-07-08T16:45:50.641+00:00
HOU,CLE,-1.5,1.5,0.467,0.558,+114,-126,1,2025-07-08T20:10:00-04:00,HOU -1.5,2025-07-08T16:47:38.12+00:00
BOS,COL,-1.5,1.5,0.58,0.442,-138,+126,1,2025-07-08T19:10:00-04:00,BOS -1.5,2025-07-08T16:51:54.975+00:00
NYM,BAL,-1.5,1.5,0.431,0.573,+132,-134,0,2025-07-08T18:35:00-04:00,BAL +1.5,2025-07-08T16:40:00.998+00:00
