balldontlie_game_id,id,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_postseason,away_postseason,home_season_type,away_season_type,home_season,away_season,home_gp,away_gp,home_batting_ab,away_batting_ab,home_batting_r,away_batting_r,home_batting_h,away_batting_h,home_batting_2b,away_batting_2b,home_batting_3b,away_batting_3b,home_batting_hr,away_batting_hr,home_batting_rbi,away_batting_rbi,home_batting_tb,away_batting_tb,home_batting_bb,away_batting_bb,home_batting_so,away_batting_so,home_batting_sb,away_batting_sb,home_batting_avg,away_batting_avg,home_batting_obp,away_batting_obp,home_batting_slg,away_batting_slg,home_batting_ops,away_batting_ops,home_pitching_w,away_pitching_w,home_pitching_l,away_pitching_l,home_pitching_era,away_pitching_era,home_pitching_ip,away_pitching_ip,home_pitching_h,away_pitching_h,home_pitching_er,away_pitching_er,home_pitching_hr,away_pitching_hr,home_pitching_bb,away_pitching_bb,home_pitching_k,away_pitching_k,home_pitching_oba,away_pitching_oba,home_pitching_whip,away_pitching_whip,home_fielding_e,away_fielding_e,date_dt
13272,778074,2025-05-03,147,139,NYY,TB,New York Yankees,Tampa Bay Rays,Yankees,Rays,0,0,regular,regular,2025,2025,34,33,32,32,2,3,5,5,0,0,0,0,2,0,2,3,11,5,0,6,4,8,0,6,0.262,0.24,0.345,0.308,0.473,0.366,0.818,0.674,0,1,1,0,3.58,3.52,9.0,9.0,5,5,3,2,0,2,6,0,8,4,0.156,0.156,1.17,1.16,1,0,2025-05-03
13275,778066,2025-05-03,145,117,CWS,HOU,Chicago White Sox,Houston Astros,White Sox,Astros,0,0,regular,regular,2025,2025,33,32,32,39,3,8,6,13,0,3,0,1,0,2,3,8,6,24,4,2,13,9,0,1,0.215,0.241,0.294,0.312,0.329,0.368,0.623,0.68,0,1,1,0,4.14,3.35,9.0,9.0,13,6,8,3,2,0,2,4,9,13,0.333,0.187,1.36,1.1,0,1,2025-05-03
13266,778064,2025-05-03,141,114,TOR,CLE,Toronto Blue Jays,Cleveland Guardians,Blue Jays,Guardians,0,0,regular,regular,2025,2025,35,34,33,31,3,5,8,4,3,0,0,0,1,2,3,5,14,10,5,3,12,16,1,0,0.238,0.23,0.31,0.3,0.353,0.38,0.663,0.68,0,1,1,0,4.22,4.27,9.0,9.0,4,8,5,3,2,1,3,5,16,12,0.129,0.242,1.22,1.43,0,0,2025-05-03
13271,778065,2025-05-03,134,135,PIT,SD,Pittsburgh Pirates,San Diego Padres,Pirates,Padres,0,0,regular,regular,2025,2025,34,32,30,29,1,2,6,3,0,1,0,0,0,1,1,1,6,7,8,2,3,9,1,1,0.223,0.259,0.307,0.327,0.335,0.39,0.642,0.717,0,1,1,0,4.27,2.84,9.0,9.0,3,6,2,1,1,0,2,8,9,3,0.103,0.2,1.25,1.14,0,1,2025-05-03
13278,778069,2025-05-03,137,115,SF,COL,San Francisco Giants,Colorado Rockies,Giants,Rockies,0,0,regular,regular,2025,2025,34,35,27,33,6,3,5,5,1,0,0,0,2,0,6,3,12,5,6,3,7,9,0,0,0.227,0.207,0.307,0.277,0.38,0.338,0.687,0.615,1,0,0,1,3.45,5.24,9.0,8.0,5,5,3,6,0,2,3,6,9,7,0.151,0.185,1.22,1.55,1,0,2025-05-03
13269,778073,2025-05-03,111,142,BOS,MIN,Boston Red Sox,Minnesota Twins,Red Sox,Twins,0,0,regular,regular,2025,2025,37,34,37,37,3,4,12,10,1,2,1,0,0,1,3,4,15,15,2,2,9,4,0,2,0.256,0.235,0.333,0.306,0.422,0.368,0.755,0.674,0,1,1,0,3.96,3.59,9.0,9.0,10,12,4,3,1,0,2,2,4,9,0.27,0.324,1.28,1.22,0,1,2025-05-03
13270,778075,2025-05-03,146,133,MIA,ATH,Miami Marlins,Athletics,Marlins,Athletics,0,0,regular,regular,2025,2025,33,34,30,35,9,6,5,11,3,2,0,0,2,3,8,6,14,22,6,4,9,7,3,0,0.251,0.253,0.315,0.314,0.389,0.423,0.704,0.737,1,0,0,1,5.87,4.49,9.0,8.6667,11,5,6,9,3,2,4,6,7,9,0.314,0.166,1.58,1.43,0,0,2025-05-03
13265,778078,2025-05-03,143,109,PHI,AZ,Philadelphia Phillies,Arizona Diamondbacks,Phillies,D-backs,0,0,regular,regular,2025,2025,33,33,36,33,7,2,11,7,3,2,0,0,2,1,6,2,20,12,2,1,6,13,0,0,0.252,0.245,0.334,0.328,0.391,0.432,0.725,0.76,1,0,0,1,3.79,4.42,9.0,8.0,7,11,2,6,1,2,1,2,13,6,0.212,0.305,1.28,1.28,0,1,2025-05-03
13273,778077,2025-05-03,113,120,CIN,WSH,Cincinnati Reds,Washington Nationals,Reds,Nationals,0,0,regular,regular,2025,2025,35,35,37,41,6,11,12,15,2,2,1,0,1,1,5,11,19,20,4,5,10,8,1,4,0.251,0.24,0.33,0.309,0.397,0.384,0.727,0.693,0,1,1,0,3.64,5.21,9.0,9.0,15,12,10,5,1,1,5,4,8,10,0.365,0.324,1.12,1.44,2,1,2025-05-03
13277,778070,2025-05-03,140,136,TEX,SEA,Texas Rangers,Seattle Mariners,Rangers,Mariners,0,0,regular,regular,2025,2025,34,32,30,34,1,2,5,10,0,3,0,0,0,1,1,2,5,16,4,2,4,3,1,0,0.224,0.248,0.28,0.343,0.357,0.428,0.637,0.771,0,1,1,0,3.52,3.57,9.0,9.0,10,5,2,1,1,0,2,4,3,4,0.294,0.166,1.18,1.27,0,0,2025-05-03
