balldontlie_game_id,id,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_postseason,away_postseason,home_season_type,away_season_type,home_season,away_season,home_gp,away_gp,home_batting_ab,away_batting_ab,home_batting_r,away_batting_r,home_batting_h,away_batting_h,home_batting_2b,away_batting_2b,home_batting_3b,away_batting_3b,home_batting_hr,away_batting_hr,home_batting_rbi,away_batting_rbi,home_batting_tb,away_batting_tb,home_batting_bb,away_batting_bb,home_batting_so,away_batting_so,home_batting_sb,away_batting_sb,home_batting_avg,away_batting_avg,home_batting_obp,away_batting_obp,home_batting_slg,away_batting_slg,home_batting_ops,away_batting_ops,home_pitching_w,away_pitching_w,home_pitching_l,away_pitching_l,home_pitching_era,away_pitching_era,home_pitching_ip,away_pitching_ip,home_pitching_h,away_pitching_h,home_pitching_er,away_pitching_er,home_pitching_hr,away_pitching_hr,home_pitching_bb,away_pitching_bb,home_pitching_k,away_pitching_k,home_pitching_oba,away_pitching_oba,home_pitching_whip,away_pitching_whip,home_fielding_e,away_fielding_e,date_dt
31096,777230,2025-07-05,142,139,MIN,TB,Minnesota Twins,Tampa Bay Rays,Twins,Rays,0,0,regular,regular,2025,2025,92,89,35,33,6,5,11,11,1,4,0,0,1,0,6,5,15,15,4,3,7,7,0,2,0.239,0.259,0.31,0.323,0.391,0.411,0.701,0.734,1,0,0,1,4.15,3.78,9.0,8.0,11,11,5,6,0,1,3,4,7,7,0.333,0.314,1.25,1.2,1,1,2025-07-05
31098,777229,2025-07-05,112,138,CHC,STL,Chicago Cubs,St. Louis Cardinals,Cubs,Cardinals,0,0,regular,regular,2025,2025,90,96,36,38,6,8,9,13,3,0,0,0,2,3,5,8,18,22,6,2,9,8,2,0,0.256,0.252,0.326,0.323,0.45,0.394,0.776,0.717,0,1,1,0,3.82,4.03,9.0,9.0,13,9,8,5,3,2,2,6,8,9,0.342,0.25,1.24,1.26,1,1,2025-07-05
31090,777231,2025-07-05,141,108,TOR,LAA,Toronto Blue Jays,Los Angeles Angels,Blue Jays,Angels,0,0,regular,regular,2025,2025,91,88,45,36,4,3,13,7,0,0,0,0,1,0,4,3,16,7,5,5,8,9,0,1,0.258,0.228,0.329,0.297,0.402,0.405,0.731,0.702,1,0,0,1,4.22,4.48,11.0,10.6667,7,13,3,3,0,1,5,5,9,8,0.194,0.288,1.27,1.44,0,1,2025-07-05
31092,777228,2025-07-05,120,111,WSH,BOS,Washington Nationals,Boston Red Sox,Nationals,Red Sox,0,0,regular,regular,2025,2025,93,95,36,40,3,10,9,11,0,5,1,1,0,1,2,9,11,21,0,1,4,6,0,0,0.246,0.253,0.312,0.324,0.39,0.425,0.702,0.749,0,1,1,0,5.15,3.96,9.0,9.0,11,9,4,2,1,0,1,0,6,4,0.275,0.25,1.4,1.32,3,2,2025-07-05
31093,777233,2025-07-05,143,113,PHI,CIN,Philadelphia Phillies,Cincinnati Reds,Phillies,Reds,0,0,regular,regular,2025,2025,92,92,30,35,5,1,5,8,1,2,0,0,3,1,5,1,15,13,2,2,11,7,1,0,0.256,0.248,0.329,0.32,0.406,0.4,0.735,0.72,1,0,0,1,3.73,3.96,9.0,8.0,8,5,1,4,1,3,2,2,7,11,0.228,0.166,1.27,1.24,1,1,2025-07-05
31101,777234,2025-07-05,109,118,AZ,KC,Arizona Diamondbacks,Kansas City Royals,D-backs,Royals,0,0,regular,regular,2025,2025,90,92,32,31,7,1,8,5,2,1,1,0,1,0,7,1,15,6,6,0,7,7,0,0,0.253,0.243,0.329,0.298,0.448,0.364,0.777,0.662,1,0,0,1,4.72,3.51,9.0,8.0,5,8,1,7,0,1,0,6,7,7,0.161,0.25,1.33,1.23,0,1,2025-07-05
31091,777237,2025-07-05,144,110,ATL,BAL,Atlanta Braves,Baltimore Orioles,Braves,Orioles,0,0,regular,regular,2025,2025,91,93,39,38,6,9,10,8,4,4,0,0,2,3,6,9,20,21,4,5,11,15,0,2,0.243,0.24,0.317,0.305,0.382,0.401,0.699,0.706,0,1,1,0,3.79,4.98,10.0,10.0,8,10,8,6,3,2,5,4,15,11,0.21,0.256,1.24,1.43,0,1,2025-07-05
31097,777241,2025-07-05,121,147,NYM,NYY,New York Mets,New York Yankees,Mets,Yankees,0,0,regular,regular,2025,2025,92,90,33,36,12,6,10,9,3,2,0,0,3,3,12,6,22,20,5,2,8,7,2,0,0.245,0.254,0.324,0.337,0.419,0.451,0.743,0.788,1,0,0,1,3.51,3.84,9.0,8.0,9,10,6,11,3,3,2,5,7,8,0.25,0.303,1.3,1.22,0,2,2025-07-05
31095,777238,2025-07-05,146,158,MIA,MIL,Miami Marlins,Milwaukee Brewers,Marlins,Brewers,0,0,regular,regular,2025,2025,88,91,31,36,4,2,8,9,2,2,0,1,1,0,4,2,13,13,1,1,5,12,0,1,0.254,0.246,0.316,0.322,0.391,0.381,0.707,0.703,1,0,0,1,4.73,3.8,9.0,8.0,9,8,2,4,0,1,1,1,12,5,0.25,0.258,1.35,1.28,0,0,2025-07-05
31094,777240,2025-07-05,114,116,CLE,DET,Cleveland Guardians,Detroit Tigers,Guardians,Tigers,0,0,regular,regular,2025,2025,91,94,30,27,0,1,4,2,2,0,0,0,0,1,0,1,6,5,3,4,6,9,1,0,0.224,0.254,0.296,0.324,0.362,0.426,0.658,0.75,0,1,1,0,3.95,3.49,9.0,9.0,2,4,1,0,1,0,4,3,9,6,0.074,0.133,1.37,1.2,0,0,2025-07-05
