balldontlie_game_id,id,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_postseason,away_postseason,home_season_type,away_season_type,home_season,away_season,home_gp,away_gp,home_batting_ab,away_batting_ab,home_batting_r,away_batting_r,home_batting_h,away_batting_h,home_batting_2b,away_batting_2b,home_batting_3b,away_batting_3b,home_batting_hr,away_batting_hr,home_batting_rbi,away_batting_rbi,home_batting_tb,away_batting_tb,home_batting_bb,away_batting_bb,home_batting_so,away_batting_so,home_batting_sb,away_batting_sb,home_batting_avg,away_batting_avg,home_batting_obp,away_batting_obp,home_batting_slg,away_batting_slg,home_batting_ops,away_batting_ops,home_pitching_w,away_pitching_w,home_pitching_l,away_pitching_l,home_pitching_era,away_pitching_era,home_pitching_ip,away_pitching_ip,home_pitching_h,away_pitching_h,home_pitching_er,away_pitching_er,home_pitching_hr,away_pitching_hr,home_pitching_bb,away_pitching_bb,home_pitching_k,away_pitching_k,home_pitching_oba,away_pitching_oba,home_pitching_whip,away_pitching_whip,home_fielding_e,away_fielding_e,date_dt
55038,776162,2025-09-27,147,110,NYY,BAL,New York Yankees,Baltimore Orioles,Yankees,Orioles,0,0,regular,regular,2025,2025,162,167,29,30,6,1,7,3,0,1,0,0,3,1,6,1,16,7,3,1,7,12,0,0,0.251,0.235,0.332,0.305,0.455,0.394,0.787,0.699,1,0,0,1,3.92,4.61,9.0,8.0,3,7,1,6,1,3,1,3,12,7,0.1,0.241,1.25,1.37,0,0,2025-09-27
55047,776164,2025-09-27,112,138,CHC,STL,Chicago Cubs,St. Louis Cardinals,Cubs,Cardinals,0,0,regular,regular,2025,2025,163,167,33,33,7,3,10,7,2,0,1,0,4,2,7,3,26,13,5,3,8,13,1,1,0.25,0.245,0.321,0.315,0.431,0.379,0.752,0.694,1,0,0,1,3.82,4.3,9.0,8.0,7,10,3,7,2,4,3,5,13,8,0.212,0.303,1.18,1.33,0,0,2025-09-27
55044,776159,2025-09-27,141,139,TOR,TB,Toronto Blue Jays,Tampa Bay Rays,Blue Jays,Rays,0,0,regular,regular,2025,2025,163,161,29,33,5,1,7,7,1,1,0,0,1,1,5,1,11,11,3,4,8,12,1,0,0.264,0.251,0.333,0.313,0.424,0.402,0.757,0.715,1,0,0,1,4.19,3.88,9.0,8.0,7,7,1,5,1,1,4,3,12,8,0.212,0.241,1.27,1.21,1,1,2025-09-27
55049,776146,2025-09-27,137,115,SF,COL,San Francisco Giants,Colorado Rockies,Giants,Rockies,0,0,regular,regular,2025,2025,161,164,28,33,4,3,4,7,1,1,0,1,1,3,4,3,8,19,2,3,7,8,0,0,0.235,0.237,0.311,0.293,0.386,0.387,0.697,0.68,1,0,0,1,3.85,5.99,9.0,8.0,7,4,3,4,3,1,3,2,8,7,0.212,0.142,1.3,1.58,1,0,2025-09-27
55039,776160,2025-09-27,120,145,WSH,CWS,Washington Nationals,Chicago White Sox,Nationals,White Sox,0,0,regular,regular,2025,2025,165,163,34,36,6,5,9,11,1,1,0,0,3,2,6,5,19,18,4,1,12,12,2,1,0.243,0.232,0.305,0.301,0.391,0.372,0.696,0.673,1,0,0,1,5.33,4.29,9.0,8.0,11,9,5,5,2,3,1,4,12,12,0.305,0.264,1.45,1.37,0,2,2025-09-27
55040,776157,2025-09-27,111,116,BOS,DET,Boston Red Sox,Detroit Tigers,Red Sox,Tigers,0,0,regular,regular,2025,2025,166,165,34,32,1,2,7,6,0,0,0,0,0,0,1,2,7,6,0,3,13,10,0,0,0.254,0.247,0.323,0.316,0.421,0.414,0.744,0.73,0,1,1,0,3.71,3.94,9.0,9.0,6,7,2,1,0,0,3,0,10,13,0.187,0.205,1.29,1.25,0,0,2025-09-27
55042,776161,2025-09-27,146,121,MIA,NYM,Miami Marlins,New York Mets,Marlins,Mets,0,0,regular,regular,2025,2025,162,164,28,34,0,5,1,8,0,2,0,0,0,1,0,4,1,13,3,6,5,15,0,1,0.25,0.249,0.314,0.326,0.393,0.428,0.707,0.754,0,1,1,0,4.62,4.03,9.0,9.0,8,1,5,0,1,0,6,3,15,5,0.235,0.035,1.3,1.32,0,0,2025-09-27
55041,776163,2025-09-27,143,142,PHI,MIN,Philadelphia Phillies,Minnesota Twins,Phillies,Twins,0,0,regular,regular,2025,2025,164,164,33,36,0,5,7,11,0,2,0,0,0,3,0,5,7,22,1,2,13,11,0,0,0.259,0.239,0.329,0.311,0.432,0.398,0.761,0.709,0,1,1,0,3.81,4.57,9.0,9.0,11,7,5,0,3,0,2,1,11,13,0.305,0.212,1.24,1.32,0,1,2025-09-27
55045,776158,2025-09-27,114,140,CLE,TEX,Cleveland Guardians,Texas Rangers,Guardians,Rangers,0,0,regular,regular,2025,2025,167,161,30,32,3,2,6,6,0,2,1,0,1,1,3,2,11,11,3,0,8,13,1,0,0.225,0.235,0.296,0.303,0.372,0.382,0.668,0.685,1,0,0,1,3.69,3.45,9.0,8.6667,6,6,2,3,1,1,0,3,13,8,0.187,0.2,1.26,1.17,0,0,2025-09-27
55043,776156,2025-09-27,144,134,ATL,PIT,Atlanta Braves,Pittsburgh Pirates,Braves,Pirates,0,0,regular,regular,2025,2025,165,162,32,35,1,3,5,10,1,1,1,0,0,1,1,3,8,14,0,4,12,7,1,2,0.245,0.232,0.32,0.305,0.399,0.351,0.719,0.656,0,1,1,0,4.38,3.76,9.0,9.0,10,5,3,1,1,0,4,0,7,12,0.285,0.156,1.31,1.22,0,0,2025-09-27
55046,776153,2025-09-27,158,113,MIL,CIN,Milwaukee Brewers,Cincinnati Reds,Brewers,Reds,0,0,regular,regular,2025,2025,164,165,34,38,4,7,7,10,2,1,0,0,1,1,4,6,12,14,3,7,7,13,0,0,0.258,0.245,0.332,0.315,0.403,0.391,0.735,0.706,0,1,1,0,3.59,3.86,9.0,9.0,10,7,1,4,1,1,7,3,13,7,0.263,0.205,1.23,1.22,2,1,2025-09-27
55048,776152,2025-09-27,135,109,SD,AZ,San Diego Padres,Arizona Diamondbacks,Padres,D-backs,0,0,regular,regular,2025,2025,162,162,31,30,5,1,7,5,1,0,0,1,3,1,5,1,17,10,2,4,7,12,0,0,0.252,0.251,0.32,0.324,0.389,0.433,0.709,0.757,1,0,0,1,3.63,4.45,9.0,8.0,5,7,1,5,1,3,4,2,12,7,0.166,0.225,1.21,1.31,0,0,2025-09-27
55050,776155,2025-09-27,108,117,LAA,HOU,Los Angeles Angels,Houston Astros,Angels,Astros,0,0,regular,regular,2025,2025,161,161,29,33,1,6,3,7,1,0,0,0,0,4,1,6,4,19,5,1,11,6,1,1,0.225,0.25,0.298,0.315,0.398,0.397,0.696,0.712,0,1,1,0,4.88,3.88,9.0,9.0,7,3,6,1,4,0,1,5,6,11,0.212,0.103,1.43,1.23,0,0,2025-09-27
55052,776150,2025-09-27,136,119,SEA,LAD,Seattle Mariners,Los Angeles Dodgers,Mariners,Dodgers,0,0,regular,regular,2025,2025,161,161,35,33,3,5,8,7,1,3,0,0,1,1,3,4,12,13,2,4,15,6,3,0,0.245,0.253,0.321,0.328,0.421,0.44,0.742,0.768,0,1,1,0,3.86,3.97,9.0,9.0,7,8,5,3,1,1,4,2,6,15,0.212,0.228,1.22,1.26,0,0,2025-09-27
68890,776154,2025-09-27,133,118,ATH,KC,Athletics,Kansas City Royals,Athletics,Royals,0,0,regular,regular,2025,2025,161,164,31,34,2,4,6,8,2,2,0,0,0,0,2,3,8,10,3,5,7,7,0,2,0.253,0.246,0.318,0.308,0.431,0.395,0.749,0.703,0,1,1,0,4.68,3.74,9.0,9.0,8,6,3,2,0,0,5,3,7,7,0.235,0.193,1.36,1.24,2,0,2025-09-27
