game_pk,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_league_name,away_league_name,home_league_short_name,away_league_short_name,home_division_name,away_division_name,home_division_short_name,away_division_short_name,home_season,away_season,home_games_played,away_games_played,home_wins,away_wins,home_losses,away_losses,home_win_percent,away_win_percent,home_points_for,away_points_for,home_points_against,away_points_against,home_point_differential,away_point_differential,home_avg_points_for,away_avg_points_for,home_avg_points_against,away_avg_points_against,home_differential,away_differential,home_games_behind,away_games_behind,home_division_games_behind,away_division_games_behind,home_league_win_percent,away_league_win_percent,home_division_win_percent,away_division_win_percent,home_home_wins,away_home_wins,home_home_losses,away_home_losses,home_road_wins,away_road_wins,home_road_losses,away_road_losses,home_streak,away_streak,home_playoff_seed,away_playoff_seed,home_playoff_percent,away_playoff_percent,home_wildcard_percent,away_wildcard_percent,home_total,away_total,home_home,away_home,home_road,away_road,home_intra_division,away_intra_division,home_intra_league,away_intra_league,home_last_ten_games,away_last_ten_games,is_divisional_game
414911,2015-07-07,137,121,SF,NYM,San Francisco Giants,New York Mets,Giants,Mets,National League,National League,NL,NL,NL West,NL East,NL West,NL East,2015,2015,84,84,42,43,42,41,0.5,0.512,346,293,338,301,8,-8,4.12,3.49,4.02,3.58,0.1,-0.1,0.0,0.0,0.0,0.0,0.48,0.507,0.5,0.605,21,29,21,14,21,14,21,27,L7,W2,0,0,0.0,0.0,0.0,0.0,42-42,43-41,21-21,29-14,21-21,14-27,22-22,23-15,36-39,38-37,2-8,6-4,False
414917,2015-07-07,145,141,CWS,TOR,Chicago White Sox,Toronto Blue Jays,White Sox,Blue Jays,American League,American League,AL,AL,AL Central,AL East,AL Central,AL East,2015,2015,80,85,37,43,43,42,0.463,0.506,275,462,353,378,-78,84,3.44,5.44,4.41,4.45,-0.97,0.99,0.0,0.0,0.0,0.0,0.456,0.486,0.375,0.512,21,26,16,18,16,17,27,24,W1,L1,0,0,0.0,0.0,0.0,0.0,37-43,43-42,21-16,26-18,16-27,17-24,15-25,21-20,31-37,35-37,6-4,3-7,False
414916,2015-07-07,118,139,KC,TB,Kansas City Royals,Tampa Bay Rays,Royals,Rays,American League,American League,AL,AL,AL Central,AL East,AL Central,AL East,2015,2015,79,84,46,43,33,41,0.582,0.512,331,306,285,304,46,2,4.19,3.64,3.61,3.62,0.58,0.02,0.0,0.0,0.0,0.0,0.561,0.493,0.6,0.512,24,20,15,25,22,23,18,16,W1,W1,0,0,0.0,0.0,0.0,0.0,46-33,43-41,24-15,20-25,22-18,23-16,21-14,21-20,37-29,37-38,5-5,2-8,False
414915,2015-07-07,112,138,CHC,STL,Chicago Cubs,St. Louis Cardinals,Cubs,Cardinals,National League,National League,NL,NL,NL Central,NL Central,NL Central,NL Central,2015,2015,81,82,44,54,37,28,0.543,0.659,314,326,299,229,15,97,3.88,3.98,3.69,2.79,0.19,1.18,0.0,0.0,0.0,0.0,0.549,0.708,0.486,0.742,22,31,17,11,22,23,20,17,L1,W3,0,0,0.0,0.0,0.0,0.0,44-37,54-28,22-17,31-11,22-20,23-17,17-18,23-8,39-32,46-19,5-5,6-4,True
414914,2015-07-07,134,135,PIT,SD,Pittsburgh Pirates,San Diego Padres,Pirates,Padres,National League,National League,NL,NL,NL Central,NL West,NL Central,NL West,2015,2015,82,85,48,39,34,46,0.585,0.459,330,337,272,382,58,-45,4.02,3.96,3.32,4.49,0.71,-0.53,0.0,0.0,0.0,0.0,0.567,0.493,0.412,0.5,27,18,15,22,21,21,19,24,W3,L3,0,0,0.0,0.0,0.0,0.0,48-34,39-46,27-15,18-22,21-19,21-24,14-20,21-21,38-29,35-36,8-2,4-6,False
414913,2015-07-07,119,143,LAD,PHI,Los Angeles Dodgers,Philadelphia Phillies,Dodgers,Phillies,National League,National League,NL,NL,NL West,NL East,NL West,NL East,2015,2015,84,85,47,28,37,57,0.56,0.329,355,292,295,428,60,-136,4.23,3.44,3.51,5.04,0.71,-1.6,0.0,0.0,0.0,0.0,0.558,0.32,0.592,0.324,29,18,15,25,18,10,22,32,W1,L1,0,0,0.0,0.0,0.0,0.0,47-37,28-57,29-15,18-25,18-22,10-32,29-20,12-25,43-34,24-51,6-4,2-8,False
414912,2015-07-07,147,133,NYY,OAK,New York Yankees,Oakland Athletics,Yankees,Athletics,American League,American League,AL,AL,AL East,AL West,AL East,AL West,2015,2015,82,85,44,38,38,47,0.537,0.447,379,372,361,323,18,49,4.62,4.38,4.4,3.8,0.22,0.58,0.0,0.0,0.0,0.0,0.559,0.423,0.543,0.467,23,18,15,26,21,20,23,21,L1,L1,0,0,0.0,0.0,0.0,0.0,44-38,38-47,23-15,18-26,21-23,20-21,19-16,21-24,38-30,33-45,5-5,4-6,False
414910,2015-07-07,111,146,BOS,MIA,Boston Red Sox,Miami Marlins,Red Sox,Marlins,American League,National League,AL,NL,AL East,NL East,AL East,NL East,2015,2015,84,83,39,35,45,48,0.464,0.422,354,300,397,339,-43,-39,4.21,3.61,4.73,4.08,-0.51,-0.47,0.0,0.0,0.0,0.0,0.446,0.429,0.39,0.452,19,21,21,22,20,14,24,26,W2,L2,0,0,0.0,0.0,0.0,0.0,39-45,35-48,19-21,21-22,20-24,14-26,16-25,14-17,33-41,30-40,7-3,5-5,False
414908,2015-07-07,136,116,SEA,DET,Seattle Mariners,Detroit Tigers,Mariners,Tigers,American League,American League,AL,AL,AL West,AL Central,AL West,AL Central,2015,2015,83,82,38,42,45,40,0.458,0.512,283,371,330,376,-47,-5,3.41,4.52,3.98,4.59,-0.57,-0.06,0.0,0.0,0.0,0.0,0.458,0.538,0.5,0.65,17,22,24,23,21,20,21,17,L1,W1,0,0,0.0,0.0,0.0,0.0,38-45,42-40,17-24,22-23,21-21,20-17,19-19,26-14,33-39,35-30,5-5,5-5,False
414907,2015-07-07,120,113,WSH,CIN,Washington Nationals,Cincinnati Reds,Nationals,Reds,National League,National League,NL,NL,NL East,NL Central,NL East,NL Central,2015,2015,83,81,46,37,37,44,0.554,0.457,360,321,322,355,38,-34,4.34,3.96,3.88,4.38,0.46,-0.42,0.0,0.0,0.0,0.0,0.58,0.478,0.605,0.441,25,22,15,18,21,15,22,26,L1,W1,0,0,0.0,0.0,0.0,0.0,46-37,37-44,25-15,22-18,21-22,15-26,23-15,15-19,40-29,32-35,6-4,3-7,False
