game_pk,date,home_starter_id,away_starter_id,home_starter_name,away_starter_name,home_starter_team,away_starter_team,home_starter_ip,away_starter_ip,home_starter_hits,away_starter_hits,home_starter_runs,away_starter_runs,home_starter_earned_runs,away_starter_earned_runs,home_starter_walks,away_starter_walks,home_starter_strikeouts,away_starter_strikeouts,home_starter_homeruns,away_starter_homeruns,home_starter_era,away_starter_era,home_starter_whip,away_starter_whip,home_starter_pitches,away_starter_pitches,home_starter_strikes,away_starter_strikes,home_starter_hit_batters,away_starter_hit_batters,home_starter_wild_pitches,away_starter_wild_pitches,home_starter_balks,away_starter_balks,home_starter_batters_faced,away_starter_batters_faced,home_starter_ground_outs,away_starter_ground_outs,home_starter_air_outs,away_starter_air_outs,home_starter_wins,away_starter_wins,home_starter_losses,away_starter_losses,home_starter_saves,away_starter_saves,home_starter_blown_saves,away_starter_blown_saves,home_starter_holds,away_starter_holds,pitcher_id,pitcher_name,team_id,team_abbreviation,opponent_id,opponent_abbreviation,home_away,win,loss,save,ip,h,r,er,bb,so,hr,era,pitches,strikes,date_dt
413726,2015-04-12,547888.0,453329.0,Masahiro Tanaka,Clay Buchholz,New York Yankees,Boston Red Sox,5.0,3.1,4.0,9.0,4.0,10.0,3.0,9.0,3.0,2.0,4.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,97.0,79.0,60.0,50.0,0.0,0.0,2.0,0.0,0.0,0.0,23.0,22.0,4.0,4.0,8.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
413727,2015-04-12,543475.0,543294.0,Jordan Lyles,Kyle Hendricks,Colorado Rockies,Chicago Cubs,6.0,4.1,5.0,8.0,3.0,5.0,1.0,5.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,84.0,57.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,21.0,9.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
413728,2015-04-12,543334.0,543456.0,TJ House,Kyle Lobstein,Cleveland Indians,Detroit Tigers,1.1,5.0,6.0,8.0,6.0,3.0,6.0,3.0,3.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,63.0,97.0,33.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,25.0,2.0,7.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
413729,2015-04-12,407890.0,572971.0,Colby Lewis,Dallas Keuchel,Texas Rangers,Houston Astros,7.1,7.0,7.0,6.0,4.0,2.0,4.0,2.0,0.0,3.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,99.0,94.0,65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,7.0,13.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
413730,2015-04-12,450351.0,570649.0,C.J. Wilson,Yordano Ventura,Los Angeles Angels,Kansas City Royals,5.2,5.2,9.0,4.0,7.0,2.0,6.0,2.0,1.0,2.0,4.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,94.0,87.0,57.0,49.0,1.0,0.0,1.0,0.0,0.0,0.0,29.0,22.0,6.0,5.0,8.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
413731,2015-04-12,518567.0,425844.0,Josh Collmenter,Zack Greinke,Arizona Diamondbacks,Los Angeles Dodgers,5.0,7.0,9.0,5.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,74.0,102.0,48.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,26.0,7.0,9.0,6.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
413732,2015-04-12,519242.0,461833.0,Chris Sale,Phil Hughes,Chicago White Sox,Minnesota Twins,6.0,6.0,5.0,8.0,1.0,3.0,1.0,3.0,1.0,0.0,8.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,98.0,98.0,72.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,27.0,6.0,4.0,4.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
413733,2015-04-12,622072.0,112526.0,Alex Wood,Bartolo Colon,Atlanta Braves,New York Mets,6.2,7.0,8.0,6.0,3.0,3.0,3.0,3.0,3.0,0.0,7.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,98.0,77.0,64.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,27.0,7.0,8.0,5.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
413734,2015-04-12,346798.0,594987.0,Kyle Lohse,Casey Sadler,Milwaukee Brewers,Pittsburgh Pirates,6.1,5.0,8.0,4.0,4.0,2.0,4.0,2.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,91.0,77.0,60.0,51.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,19.0,12.0,5.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
413735,2015-04-12,534910.0,433587.0,Jesse Hahn,Félix Hernández,Oakland Athletics,Seattle Mariners,5.2,5.0,3.0,8.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,81.0,58.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,8.0,8.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
