game_pk,date,home_bullpen_ip,home_bullpen_hits,home_bullpen_earned_runs,home_bullpen_walks,home_bullpen_strikeouts,home_bullpen_homeruns,home_bullpen_era,home_bullpen_whip,home_bullpen_k_per_9,home_bullpen_k_bb_ratio,home_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_ip,away_bullpen_hits,away_bullpen_earned_runs,away_bullpen_walks,away_bullpen_strikeouts,away_bullpen_homeruns,away_bullpen_era,away_bullpen_whip,away_bullpen_k_per_9,away_bullpen_k_bb_ratio,away_bullpen_hr_per_9,away_bullpen_bb_per_9
245924,2009-08-14,3.0,0,0,1,4,0,0.0,0.33,12.0,4.0,0.0,3.0,7.0,11,7,3,4,0,9.0,2.0,5.14,1.33,0.0,3.86
245914,2009-08-14,2.3333,5,2,0,2,0,7.71,2.14,7.71,0.0,0.0,0.0,4.6667,10,8,1,3,0,15.43,2.36,5.79,3.0,0.0,1.93
245920,2009-08-14,1.0,0,0,0,1,0,0.0,0.0,9.0,0.0,0.0,0.0,1.3333,1,1,0,2,1,6.75,0.75,13.5,0.0,6.75,0.0
245928,2009-08-14,2.0,0,0,2,2,0,0.0,1.0,9.0,1.0,0.0,9.0,3.0,2,0,0,2,0,0.0,0.67,6.0,0.0,0.0,0.0
245926,2009-08-14,3.0,1,0,1,1,0,0.0,0.67,3.0,1.0,0.0,3.0,3.0,0,0,0,1,0,0.0,0.0,3.0,0.0,0.0,0.0
245918,2009-08-14,1.6667,3,1,1,4,1,5.4,2.4,21.6,4.0,5.4,5.4,4.0,4,3,1,5,1,6.75,1.25,11.25,5.0,2.25,2.25
245923,2009-08-14,2.0,2,1,0,3,1,4.5,1.0,13.5,0.0,4.5,0.0,2.0,1,0,1,1,0,0.0,1.0,4.5,1.0,0.0,4.5
245927,2009-08-14,1.0,0,0,0,1,0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,1,0,0,1,0,0.0,1.0,9.0,0.0,0.0,0.0
245915,2009-08-14,3.3333,8,7,2,3,2,18.9,3.0,8.1,1.5,5.4,5.4,3.0,3,1,2,4,0,3.0,1.67,12.0,2.0,0.0,6.0
245919,2009-08-14,3.0,3,0,0,7,0,0.0,1.0,21.0,0.0,0.0,0.0,4.0,4,1,1,5,0,2.25,1.25,11.25,5.0,0.0,2.25
245917,2009-08-14,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.6667,6,4,2,2,1,7.71,1.71,3.86,1.0,1.93,3.86
245925,2009-08-14,2.0,3,2,0,1,1,9.0,1.5,4.5,0.0,4.5,0.0,4.0,7,2,0,2,0,4.5,1.75,4.5,0.0,0.0,0.0
245921,2009-08-14,1.0,1,0,1,1,0,0.0,2.0,9.0,1.0,0.0,9.0,3.6667,1,0,0,2,0,0.0,0.27,4.91,0.0,0.0,0.0
245916,2009-08-14,5.0,3,1,1,5,1,1.8,0.8,9.0,5.0,1.8,1.8,5.6667,3,0,1,6,0,0.0,0.71,9.53,6.0,0.0,1.59
245922,2009-08-14,2.0,4,2,0,1,1,9.0,2.0,4.5,0.0,4.5,0.0,3.0,1,0,2,2,0,0.0,1.0,6.0,1.0,0.0,6.0
