game_pk,date,home_bullpen_ip,home_bullpen_hits,home_bullpen_earned_runs,home_bullpen_walks,home_bullpen_strikeouts,home_bullpen_homeruns,home_bullpen_era,home_bullpen_whip,home_bullpen_k_per_9,home_bullpen_k_bb_ratio,home_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_ip,away_bullpen_hits,away_bullpen_earned_runs,away_bullpen_walks,away_bullpen_strikeouts,away_bullpen_homeruns,away_bullpen_era,away_bullpen_whip,away_bullpen_k_per_9,away_bullpen_k_bb_ratio,away_bullpen_hr_per_9,away_bullpen_bb_per_9
244237,2009-04-09,3.0,2,1,0,5,0,3.0,0.67,15.0,0.0,0.0,0.0,3.6667,4,0,0,5,0,0.0,1.09,12.27,0.0,0.0,0.0
244232,2009-04-09,3.0,2,0,0,4,0,0.0,0.67,12.0,0.0,0.0,0.0,3.0,4,2,0,3,1,6.0,1.33,9.0,0.0,3.0,0.0
244240,2009-04-09,1.0,3,1,0,0,0,9.0,3.0,0.0,0.0,0.0,0.0,1.0,0,0,1,2,0,0.0,1.0,18.0,2.0,0.0,9.0
244214,2009-04-09,3.6667,1,0,4,2,0,0.0,1.36,4.91,0.5,0.0,9.82,2.0,3,2,2,1,1,9.0,2.5,4.5,0.5,4.5,9.0
244236,2009-04-09,4.0,9,5,1,2,1,11.25,2.5,4.5,2.0,2.25,2.25,3.6667,0,0,0,6,0,0.0,0.0,14.73,0.0,0.0,0.0
244239,2009-04-09,2.0,0,0,0,1,0,0.0,0.0,4.5,0.0,0.0,0.0,2.0,1,0,0,1,0,0.0,0.5,4.5,0.0,0.0,0.0
244231,2009-04-09,4.0,7,5,1,3,3,11.25,2.0,6.75,3.0,6.75,2.25,7.0,7,3,2,11,0,3.86,1.29,14.14,5.5,0.0,2.57
244233,2009-04-09,3.0,6,2,0,5,1,6.0,2.0,15.0,0.0,3.0,0.0,2.0,1,1,2,2,0,4.5,1.5,9.0,1.0,0.0,9.0
244234,2009-04-09,3.0,3,0,3,1,0,0.0,2.0,3.0,0.33,0.0,9.0,3.0,5,3,2,4,1,9.0,2.33,12.0,2.0,3.0,6.0
244235,2009-04-09,2.0,1,0,0,3,0,0.0,0.5,13.5,0.0,0.0,0.0,3.6667,6,2,2,3,0,4.91,2.18,7.36,1.5,0.0,4.91
