game_pk,date,home_bullpen_ip,away_bullpen_ip,home_bullpen_hits,away_bullpen_hits,home_bullpen_earned_runs,away_bullpen_earned_runs,home_bullpen_walks,away_bullpen_walks,home_bullpen_strikeouts,away_bullpen_strikeouts,home_bullpen_homeruns,away_bullpen_homeruns,home_bullpen_era,away_bullpen_era,home_bullpen_whip,away_bullpen_whip,home_bullpen_k_per_9,away_bullpen_k_per_9,home_bullpen_k_bb_ratio,away_bullpen_k_bb_ratio,home_bullpen_hr_per_9,away_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_bb_per_9
265690,2010-08-25,3.8,1.9,1,1,0,0,5,0,4,0,0,0,0.0,0.0,1.58,0.53,9.47,0.0,0.8,0.0,0.0,0.0,11.84,0.0
265695,2010-08-25,2.8,4.0,0,1,0,0,0,2,1,3,0,0,0.0,0.0,0.0,0.75,3.21,6.75,0.0,1.5,0.0,0.0,0.0,4.5
265696,2010-08-25,7.8,2.9,6,5,3,5,2,4,3,4,1,0,3.46,15.52,1.03,3.1,3.46,12.41,1.5,1.0,1.15,0.0,2.31,12.41
265697,2010-08-25,2.0,2.0,1,2,0,1,0,1,0,3,0,0,0.0,4.5,0.5,1.5,0.0,13.5,0.0,3.0,0.0,0.0,0.0,4.5
265698,2010-08-25,1.9,2.0,3,2,3,0,0,0,2,2,2,0,14.21,0.0,1.58,1.0,9.47,9.0,0.0,0.0,9.47,0.0,0.0,0.0
265699,2010-08-25,9.8,6.9,9,9,3,6,5,0,5,6,1,1,2.76,7.83,1.43,1.3,4.59,7.83,1.0,0.0,0.92,1.3,4.59,0.0
265700,2010-08-25,3.0,2.9,4,3,1,1,1,2,2,0,0,1,3.0,3.1,1.67,1.72,6.0,0.0,2.0,0.0,0.0,3.1,3.0,6.21
265701,2010-08-25,2.0,2.9,0,2,0,0,0,0,2,3,0,0,0.0,0.0,0.0,0.69,9.0,9.31,0.0,0.0,0.0,0.0,0.0,0.0
265702,2010-08-25,5.9,5.0,6,3,3,0,2,2,4,4,1,0,4.58,0.0,1.36,1.0,6.1,7.2,2.0,2.0,1.53,0.0,3.05,3.6
265703,2010-08-25,4.0,2.0,3,0,1,0,1,0,1,1,0,0,2.25,0.0,1.0,0.0,2.25,4.5,1.0,0.0,0.0,0.0,2.25,0.0
265704,2010-08-25,3.0,2.0,2,1,0,0,0,0,5,1,0,0,0.0,0.0,0.67,0.5,15.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0
265705,2010-08-25,3.0,2.0,2,1,0,0,0,0,2,6,0,0,0.0,0.0,0.67,0.5,6.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
265706,2010-08-25,2.9,2.8,0,1,0,1,1,2,0,1,0,0,0.0,3.21,0.34,1.07,0.0,3.21,0.0,0.5,0.0,0.0,3.1,6.43
265707,2010-08-25,3.0,2.0,5,2,2,1,0,0,2,2,1,1,6.0,4.5,1.67,1.0,6.0,9.0,0.0,0.0,3.0,4.5,0.0,0.0
265708,2010-08-25,3.0,4.9,4,9,2,2,1,2,1,3,0,0,6.0,3.67,1.67,2.24,3.0,5.51,1.0,1.5,0.0,0.0,3.0,3.67
265709,2010-08-25,1.0,4.8,1,2,1,1,2,1,1,2,0,1,9.0,1.88,3.0,0.62,9.0,3.75,0.5,2.0,0.0,1.88,18.0,1.88
