game_pk,date,home_bullpen_ip,home_bullpen_hits,home_bullpen_earned_runs,home_bullpen_walks,home_bullpen_strikeouts,home_bullpen_homeruns,home_bullpen_era,home_bullpen_whip,home_bullpen_k_per_9,home_bullpen_k_bb_ratio,home_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_ip,away_bullpen_hits,away_bullpen_earned_runs,away_bullpen_walks,away_bullpen_strikeouts,away_bullpen_homeruns,away_bullpen_era,away_bullpen_whip,away_bullpen_k_per_9,away_bullpen_k_bb_ratio,away_bullpen_hr_per_9,away_bullpen_bb_per_9
265680,2010-08-24,3.0,2,0,1,3,0,0.0,1.0,9.0,3.0,0.0,3.0,3.6667,1,0,2,4,0,0.0,0.82,9.82,2.0,0.0,4.91
265681,2010-08-24,2.0,1,0,0,2,0,0.0,0.5,9.0,0.0,0.0,0.0,2.0,4,0,1,3,0,0.0,2.5,13.5,3.0,0.0,4.5
265682,2010-08-24,2.0,4,3,1,1,0,13.5,2.5,4.5,1.0,0.0,4.5,1.3333,4,1,0,2,0,6.75,3.0,13.5,0.0,0.0,0.0
265683,2010-08-24,4.0,1,0,0,4,0,0.0,0.25,9.0,0.0,0.0,0.0,1.6667,2,3,4,3,0,16.2,3.6,16.2,0.75,0.0,21.6
265684,2010-08-24,2.0,1,0,0,2,0,0.0,0.5,9.0,0.0,0.0,0.0,3.6667,6,2,1,4,0,4.91,1.91,9.82,4.0,0.0,2.45
265685,2010-08-24,9.0,8,2,3,7,0,2.0,1.22,7.0,2.33,0.0,3.0,10.0,5,1,7,9,1,0.9,1.2,8.1,1.29,0.9,6.3
265686,2010-08-24,2.0,1,1,1,1,1,4.5,1.0,4.5,1.0,4.5,4.5,3.3333,4,2,0,1,0,5.4,1.2,2.7,0.0,0.0,0.0
265687,2010-08-24,3.0,1,0,1,4,0,0.0,0.67,12.0,4.0,0.0,3.0,2.6667,2,0,0,2,0,0.0,0.75,6.75,0.0,0.0,0.0
265688,2010-08-24,2.6667,0,0,0,1,0,0.0,0.0,3.37,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
265689,2010-08-24,2.3333,1,1,0,3,1,3.86,0.43,11.57,0.0,3.86,0.0,2.0,0,0,1,3,0,0.0,0.5,13.5,3.0,0.0,4.5
265691,2010-08-24,2.3333,4,1,1,1,0,3.86,2.14,3.86,1.0,0.0,3.86,1.0,0,0,0,1,0,0.0,0.0,9.0,0.0,0.0,0.0
265692,2010-08-24,3.6667,5,3,2,2,0,7.36,1.91,4.91,1.0,0.0,4.91,3.6667,4,1,1,1,1,2.45,1.36,2.45,1.0,2.45,2.45
265693,2010-08-24,6.0,9,5,2,3,2,7.5,1.83,4.5,1.5,3.0,3.0,3.0,3,0,2,2,0,0.0,1.67,6.0,1.0,0.0,6.0
265694,2010-08-24,4.6667,5,0,1,4,0,0.0,1.29,7.71,4.0,0.0,1.93,4.0,11,9,1,4,3,20.25,3.0,9.0,4.0,6.75,2.25
