id,season,date,postseason,season_type,status,venue,conference_play,home_team_id,away_team_id,home_team_slug,away_team_slug,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_short_display_name,away_team_short_display_name,home_team_name,away_team_name,home_team_location,away_team_location,home_team_league,away_team_league,home_team_division,away_team_division,home_team_score,away_team_score,favorite_id,underdog_id,favorite_abbreviation,underdog_abbreviation,favorite_display_name,underdog_display_name
13155,2009,2009-05-19T00:15:00.000Z,False,regular,STATUS_FINAL,Busch Stadium,False,26,16,st-louis-cardinals,milwaukee-brewers,STL,MIL,St. Louis Cardinals,Milwaukee Brewers,Cardinals,Brewers,Cardinals,Brewers,St. Louis,Milwaukee,National,National,Central,Central,4,8,,,,,,
13156,2009,2009-05-19T02:10:00.000Z,False,regular,STATUS_FINAL,T-Mobile Park,False,25,13,seattle-mariners,los-angeles-angels,SEA,LAA,Seattle Mariners,Los Angeles Angels,Mariners,Angels,Mariners,Angels,Seattle,Los Angeles,American,American,West,West,6,10,,,,,,
13157,2009,2009-05-19T02:10:00.000Z,False,regular,STATUS_FINAL,Dodger Stadium,False,14,18,los-angeles-dodgers,new-york-mets,LAD,NYM,Los Angeles Dodgers,New York Mets,Dodgers,Mets,Dodgers,Mets,Los Angeles,New York,National,National,West,East,3,2,,,,,,
13579,2009,2009-05-19T23:00:00.000Z,False,regular,STATUS_FINAL,Center Parc Stadium,False,2,9,atlanta-braves,colorado-rockies,ATL,COL,Atlanta Braves,Colorado Rockies,Braves,Rockies,Braves,Rockies,Atlanta,Colorado,National,National,East,West,8,1,,,,,,
13580,2009,2009-05-19T23:05:00.000Z,False,regular,STATUS_FINAL,Comerica Park,False,10,28,detroit-tigers,texas-rangers,DET,TEX,Detroit Tigers,Texas Rangers,Tigers,Rangers,Tigers,Rangers,Detroit,Texas,American,American,Central,West,4,0,,,,,,
13581,2009,2009-05-19T23:05:00.000Z,False,regular,STATUS_FINAL,Yankee Stadium,False,19,3,new-york-yankees,baltimore-orioles,NYY,BAL,New York Yankees,Baltimore Orioles,Yankees,Orioles,Yankees,Orioles,New York,Baltimore,American,American,East,East,9,1,,,,,,
13582,2009,2009-05-19T23:05:00.000Z,False,regular,STATUS_FINAL,Nationals Park,False,30,22,washington-nationals,pittsburgh-pirates,WSH,PIT,Washington Nationals,Pittsburgh Pirates,Nationals,Pirates,Nationals,Pirates,Washington,Pittsburgh,National,National,East,Central,5,8,,,,,,
13583,2009,2009-05-19T23:08:00.000Z,False,regular,STATUS_FINAL,Tropicana Field,False,27,20,tampa-bay-rays,oakland-athletics,TB,OAK,Tampa Bay Rays,Oakland Athletics,Rays,Athletics,Rays,Athletics,Tampa Bay,Oakland,American,American,East,West,1,4,,,,,,
13584,2009,2009-05-19T23:10:00.000Z,False,regular,STATUS_FINAL,Fenway Park,False,4,29,boston-red-sox,toronto-blue-jays,BOS,TOR,Boston Red Sox,Toronto Blue Jays,Red Sox,Blue Jays,Red Sox,Blue Jays,Boston,Toronto,American,American,East,East,2,1,,,,,,
13585,2009,2009-05-19T23:10:00.000Z,False,regular,STATUS_FINAL,Great American Ball Park,False,7,21,cincinnati-reds,philadelphia-phillies,CIN,PHI,Cincinnati Reds,Philadelphia Phillies,Reds,Phillies,Reds,Phillies,Cincinnati,Philadelphia,National,National,Central,East,3,4,,,,,,
13586,2009,2009-05-19T23:10:00.000Z,False,regular,STATUS_FINAL,Hard Rock Stadium,False,15,1,miami-marlins,arizona-diamondbacks,MIA,ARI,Miami Marlins,Arizona Diamondbacks,Marlins,Diamondbacks,Marlins,Diamondbacks,Miami,Arizona,National,National,East,West,3,5,,,,,,
