id,season,date,postseason,season_type,status,venue,conference_play,home_team_id,away_team_id,home_team_slug,away_team_slug,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_short_display_name,away_team_short_display_name,home_team_name,away_team_name,home_team_location,away_team_location,home_team_league,away_team_league,home_team_division,away_team_division,home_team_score,away_team_score,favorite_id,underdog_id,favorite_abbreviation,underdog_abbreviation,favorite_display_name,underdog_display_name
42104,2009,2009-08-11T00:15:00.000Z,False,regular,STATUS_FINAL,Busch Stadium,False,26,7,st-louis-cardinals,cincinnati-reds,STL,CIN,St. Louis Cardinals,Cincinnati Reds,Cardinals,Reds,Cardinals,Reds,St. Louis,Cincinnati,National,National,Central,Central,4,1,,,,,,
42105,2009,2009-08-11T00:40:00.000Z,False,regular,STATUS_FINAL,Coors Field,False,9,5,colorado-rockies,chicago-cubs,COL,CHC,Colorado Rockies,Chicago Cubs,Rockies,Cubs,Rockies,Cubs,Colorado,Chicago,National,National,West,Central,11,5,,,,,,
42106,2009,2009-08-11T01:40:00.000Z,False,regular,STATUS_FINAL,Chase Field,False,1,18,arizona-diamondbacks,new-york-mets,ARI,NYM,Arizona Diamondbacks,New York Mets,Diamondbacks,Mets,Diamondbacks,Mets,Arizona,New York,National,National,West,East,7,4,,,,,,
42107,2009,2009-08-11T02:05:00.000Z,False,regular,STATUS_FINAL,Angel Stadium,False,13,27,los-angeles-angels,tampa-bay-rays,LAA,TB,Los Angeles Angels,Tampa Bay Rays,Angels,Rays,Angels,Rays,Los Angeles,Tampa Bay,American,American,West,East,8,7,,,,,,
42108,2009,2009-08-11T02:10:00.000Z,False,regular,STATUS_FINAL,T-Mobile Park,False,25,6,seattle-mariners,chicago-white-sox,SEA,CHW,Seattle Mariners,Chicago White Sox,Mariners,White Sox,Mariners,White Sox,Seattle,Chicago,American,American,West,Central,6,4,,,,,,
42109,2009,2009-08-11T02:15:00.000Z,False,regular,STATUS_FINAL,Oracle Park,False,24,14,san-francisco-giants,los-angeles-dodgers,SF,LAD,San Francisco Giants,Los Angeles Dodgers,Giants,Dodgers,Giants,Dodgers,San Francisco,Los Angeles,National,National,West,West,2,4,,,,,,
42340,2009,2009-08-11T23:00:00.000Z,False,regular,STATUS_FINAL,Center Parc Stadium,False,2,30,atlanta-braves,washington-nationals,ATL,WSH,Atlanta Braves,Washington Nationals,Braves,Nationals,Braves,Nationals,Atlanta,Washington,National,National,East,East,8,1,,,,,,
42341,2009,2009-08-11T23:05:00.000Z,False,regular,STATUS_FINAL,Oriole Park at Camden Yards,False,3,20,baltimore-orioles,oakland-athletics,BAL,OAK,Baltimore Orioles,Oakland Athletics,Orioles,Athletics,Orioles,Athletics,Baltimore,Oakland,American,American,East,West,3,2,,,,,,
42342,2009,2009-08-11T23:05:00.000Z,False,regular,STATUS_FINAL,Fenway Park,False,4,10,boston-red-sox,detroit-tigers,BOS,DET,Boston Red Sox,Detroit Tigers,Red Sox,Tigers,Red Sox,Tigers,Boston,Detroit,American,American,East,Central,7,5,,,,,,
42343,2009,2009-08-11T23:05:00.000Z,False,regular,STATUS_FINAL,Progressive Field,False,8,28,cleveland-guardians,texas-rangers,CLE,TEX,Cleveland Guardians,Texas Rangers,Guardians,Rangers,Guardians,Rangers,Cleveland,Texas,American,American,Central,West,5,0,,,,,,
42344,2009,2009-08-11T23:05:00.000Z,False,regular,STATUS_FINAL,Yankee Stadium,False,19,29,new-york-yankees,toronto-blue-jays,NYY,TOR,New York Yankees,Toronto Blue Jays,Yankees,Blue Jays,Yankees,Blue Jays,New York,Toronto,American,American,East,East,7,5,,,,,,
42345,2009,2009-08-11T23:10:00.000Z,False,regular,STATUS_FINAL,Hard Rock Stadium,False,15,11,miami-marlins,houston-astros,MIA,HOU,Miami Marlins,Houston Astros,Marlins,Astros,Marlins,Astros,Miami,Houston,National,American,East,West,9,8,,,,,,
