game_pk,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_postseason,away_postseason,home_season_type,away_season_type,home_season,away_season,home_gp,away_gp,home_batting_ab,away_batting_ab,home_batting_r,away_batting_r,home_batting_h,away_batting_h,home_batting_2b,away_batting_2b,home_batting_3b,away_batting_3b,home_batting_hr,away_batting_hr,home_batting_rbi,away_batting_rbi,home_batting_tb,away_batting_tb,home_batting_bb,away_batting_bb,home_batting_so,away_batting_so,home_batting_sb,away_batting_sb,home_batting_avg,away_batting_avg,home_batting_obp,away_batting_obp,home_batting_slg,away_batting_slg,home_batting_ops,away_batting_ops,home_pitching_w,away_pitching_w,home_pitching_l,away_pitching_l,home_pitching_era,away_pitching_era,home_pitching_sv,away_pitching_sv,home_pitching_cg,away_pitching_cg,home_pitching_sho,away_pitching_sho,home_pitching_qs,away_pitching_qs,home_pitching_ip,away_pitching_ip,home_pitching_h,away_pitching_h,home_pitching_er,away_pitching_er,home_pitching_hr,away_pitching_hr,home_pitching_bb,away_pitching_bb,home_pitching_k,away_pitching_k,home_pitching_oba,away_pitching_oba,home_pitching_whip,away_pitching_whip,home_fielding_e,away_fielding_e,home_fielding_fp,away_fielding_fp,home_fielding_tc,away_fielding_tc,home_fielding_po,away_fielding_po,home_fielding_a,away_fielding_a
530311,2018-06-05,138,146,STL,MIA,Cardinals,Marlins,St. Louis Cardinals,Miami Marlins,0,0,regular,regular,2018,2018,57,59,1921,2002,245,196,459,467,77,80,2,9,69,43,235,184,747,694,193,165,502,512,24,12,0.239,0.233,0.308,0.292,0.389,0.347,0.697,0.638,32,20,25,39,3.45,5.06,0,0,0,0,0,0,0,0,522.3,525.0,461,507,200,295,48,80,189,241,472,474,0.24,0.253,1.24,1.42,42,35,0.0,0.0,0,0,0,0,0,0
530316,2018-06-05,117,136,HOU,SEA,Astros,Mariners,Houston Astros,Seattle Mariners,0,0,regular,regular,2018,2018,61,59,2078,2010,301,255,531,517,113,105,5,9,71,63,289,245,867,829,207,164,516,455,31,42,0.256,0.257,0.323,0.313,0.417,0.412,0.74,0.726,37,37,24,22,2.82,3.82,0,0,0,0,0,0,0,0,549.0,535.0,414,481,172,227,56,62,151,162,632,527,0.199,0.239,1.03,1.2,16,28,0.0,0.0,0,0,0,0,0,0
530315,2018-06-05,112,143,CHC,PHI,Cubs,Phillies,Chicago Cubs,Philadelphia Phillies,0,0,regular,regular,2018,2018,56,57,2002,1887,293,239,532,439,109,89,19,9,63,60,278,229,868,726,225,214,475,552,24,24,0.266,0.233,0.34,0.311,0.434,0.385,0.773,0.696,33,31,23,26,3.18,3.45,0,0,0,0,0,0,0,0,515.7,506.0,408,453,182,194,52,47,241,170,493,512,0.204,0.24,1.26,1.23,39,42,0.0,0.0,0,0,0,0,0,0
530314,2018-06-05,140,133,TEX,OAK,Rangers,Athletics,Texas Rangers,Oakland Athletics,0,0,regular,regular,2018,2018,62,60,2067,2062,255,269,471,495,104,112,11,8,68,75,241,260,801,848,209,196,603,537,29,12,0.228,0.24,0.299,0.306,0.388,0.411,0.686,0.717,25,31,37,29,4.74,3.87,0,0,0,0,0,0,0,0,550.3,543.7,586,509,290,234,85,70,178,164,459,450,0.284,0.247,1.39,1.24,50,38,0.0,0.0,0,0,0,0,0,0
530313,2018-06-05,141,147,TOR,NYY,Blue Jays,Yankees,Toronto Blue Jays,New York Yankees,0,0,regular,regular,2018,2018,59,56,1983,1937,270,317,454,497,114,114,10,9,73,93,254,308,807,908,213,225,525,515,22,29,0.229,0.257,0.304,0.334,0.407,0.469,0.711,0.803,26,38,33,18,4.77,3.75,0,0,0,0,0,0,0,0,523.0,507.0,543,427,277,211,77,61,208,188,491,568,0.274,0.22,1.44,1.21,37,40,0.0,0.0,0,0,0,0,0,0
530312,2018-06-05,114,158,CLE,MIL,Indians,Brewers,Cleveland Indians,Milwaukee Brewers,0,0,regular,regular,2018,2018,58,60,2034,2011,291,254,517,495,113,94,5,3,88,74,280,237,904,817,189,202,485,521,33,41,0.254,0.246,0.318,0.315,0.444,0.406,0.762,0.721,30,37,28,23,4.34,3.52,0,0,0,0,0,0,0,0,527.3,536.7,497,449,254,210,86,65,151,207,513,511,0.244,0.223,1.23,1.22,32,36,0.0,0.0,0,0,0,0,0,0
530317,2018-06-05,120,139,WSH,TB,Nationals,Rays,Washington Nationals,Tampa Bay Rays,0,0,regular,regular,2018,2018,58,58,1957,1993,247,238,459,513,92,84,7,12,74,56,235,222,787,789,218,190,476,498,46,35,0.235,0.257,0.311,0.322,0.402,0.396,0.713,0.718,33,28,25,30,3.2,3.89,0,0,0,0,0,0,0,0,525.3,520.3,418,442,187,225,56,59,160,182,567,492,0.214,0.222,1.1,1.2,28,29,0.0,0.0,0,0,0,0,0,0
530310,2018-06-05,134,119,PIT,LAD,Pirates,Dodgers,Pittsburgh Pirates,Los Angeles Dodgers,0,0,regular,regular,2018,2018,59,59,2008,2016,271,273,510,486,101,110,20,15,64,65,261,257,843,821,188,216,442,498,21,17,0.254,0.241,0.318,0.315,0.42,0.407,0.738,0.722,30,29,29,30,4.16,3.69,0,0,0,0,0,0,0,0,526.3,536.3,512,487,243,220,62,63,174,173,479,581,0.255,0.242,1.3,1.23,33,36,0.0,0.0,0,0,0,0,0,0
530307,2018-06-05,113,115,CIN,COL,Reds,Rockies,Cincinnati Reds,Colorado Rockies,0,0,regular,regular,2018,2018,60,59,2047,1985,245,254,505,481,93,81,6,15,59,70,236,243,787,802,211,195,496,519,26,36,0.247,0.242,0.317,0.31,0.384,0.404,0.702,0.714,21,30,39,29,5.0,4.71,0,0,0,0,0,0,0,0,532.7,524.0,560,509,296,274,87,70,226,199,459,487,0.274,0.256,1.48,1.35,36,19,0.0,0.0,0,0,0,0,0,0
530308,2018-06-05,111,116,BOS,DET,Red Sox,Tigers,Boston Red Sox,Detroit Tigers,0,0,regular,regular,2018,2018,60,61,2103,2107,320,264,560,541,136,140,11,16,88,51,305,254,982,866,186,160,470,466,45,29,0.266,0.257,0.326,0.309,0.467,0.411,0.793,0.72,41,29,19,32,3.62,4.29,0,0,0,0,0,0,0,0,544.3,543.3,475,515,219,259,61,72,184,209,587,457,0.226,0.244,1.21,1.33,30,30,0.0,0.0,0,0,0,0,0,0
