game_pk,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_postseason,away_postseason,home_season_type,away_season_type,home_season,away_season,home_gp,away_gp,home_batting_ab,away_batting_ab,home_batting_r,away_batting_r,home_batting_h,away_batting_h,home_batting_2b,away_batting_2b,home_batting_3b,away_batting_3b,home_batting_hr,away_batting_hr,home_batting_rbi,away_batting_rbi,home_batting_tb,away_batting_tb,home_batting_bb,away_batting_bb,home_batting_so,away_batting_so,home_batting_sb,away_batting_sb,home_batting_avg,away_batting_avg,home_batting_obp,away_batting_obp,home_batting_slg,away_batting_slg,home_batting_ops,away_batting_ops,home_pitching_w,away_pitching_w,home_pitching_l,away_pitching_l,home_pitching_era,away_pitching_era,home_pitching_sv,away_pitching_sv,home_pitching_cg,away_pitching_cg,home_pitching_sho,away_pitching_sho,home_pitching_qs,away_pitching_qs,home_pitching_ip,away_pitching_ip,home_pitching_h,away_pitching_h,home_pitching_er,away_pitching_er,home_pitching_hr,away_pitching_hr,home_pitching_bb,away_pitching_bb,home_pitching_k,away_pitching_k,home_pitching_oba,away_pitching_oba,home_pitching_whip,away_pitching_whip,home_fielding_e,away_fielding_e,home_fielding_fp,away_fielding_fp,home_fielding_tc,away_fielding_tc,home_fielding_po,away_fielding_po,home_fielding_a,away_fielding_a
531195,2018-08-13,140,109,TEX,AZ,Rangers,D-backs,Texas Rangers,Arizona Diamondbacks,0,0,regular,regular,2018,2018,120,119,4083,4020,577,533,997,958,205,198,22,39,148,131,545,507,1690,1627,438,425,1146,1066,65,61,0.244,0.238,0.317,0.311,0.414,0.405,0.731,0.716,52,65,68,54,4.92,3.59,0,0,0,0,0,0,0,0,1067.2,1076.5,1143,953,583,429,166,129,345,367,831,1052,0.28,0.237,1.39,1.23,89,48,0.0,0.0,0,0,0,0,0,0
531194,2018-08-13,138,120,STL,WSH,Cardinals,Nationals,St. Louis Cardinals,Washington Nationals,0,0,regular,regular,2018,2018,118,118,4027,3994,535,541,1009,999,177,191,7,18,148,141,514,518,1644,1649,388,440,987,954,46,85,0.251,0.25,0.316,0.325,0.408,0.413,0.725,0.737,63,60,55,58,3.77,3.83,0,0,0,0,0,0,0,0,1059.9,1052.6,965,950,444,448,103,134,408,331,962,1046,0.24,0.238,1.3,1.22,91,46,0.0,0.0,0,0,0,0,0,0
531193,2018-08-13,118,141,KC,TOR,Royals,Blue Jays,Kansas City Royals,Toronto Blue Jays,0,0,regular,regular,2018,2018,117,117,3977,3976,428,522,952,965,191,227,16,14,99,157,405,501,1472,1691,305,376,918,997,62,35,0.239,0.243,0.294,0.308,0.37,0.425,0.664,0.733,35,53,82,64,5.35,4.72,0,0,0,0,0,0,0,0,1032.3,1043.4,1132,1066,614,547,157,150,416,389,837,975,0.285,0.268,1.5,1.39,53,73,0.0,0.0,0,0,0,0,0,0
531192,2018-08-13,133,136,OAK,SEA,Athletics,Mariners,Oakland Athletics,Seattle Mariners,0,0,regular,regular,2018,2018,118,119,4065,4036,561,499,1012,1036,226,182,17,22,160,136,539,481,1752,1670,383,301,1007,886,27,65,0.249,0.257,0.314,0.308,0.431,0.414,0.745,0.722,70,69,48,50,3.83,4.12,0,0,0,0,0,0,0,0,1069.3,1067.2,973,1035,455,489,132,138,344,287,903,990,0.239,0.256,1.23,1.24,72,65,0.0,0.0,0,0,0,0,0,0
531191,2018-08-13,119,137,LAD,SF,Dodgers,Giants,Los Angeles Dodgers,San Francisco Giants,0,0,regular,regular,2018,2018,119,119,4037,4100,560,482,981,1026,213,207,23,23,163,107,526,459,1729,1600,455,362,1033,1033,45,44,0.243,0.25,0.32,0.311,0.428,0.39,0.748,0.701,64,59,55,60,3.54,4.0,0,0,0,0,0,0,0,0,1076.8,1071.7,951,1025,423,476,131,112,329,381,1124,928,0.236,0.25,1.19,1.31,73,73,0.0,0.0,0,0,0,0,0,0
531190,2018-08-13,144,146,ATL,MIA,Braves,Marlins,Atlanta Braves,Miami Marlins,0,0,regular,regular,2018,2018,115,119,4009,4087,553,442,1041,986,238,163,19,19,129,95,532,414,1704,1472,353,333,905,1004,63,33,0.26,0.241,0.32,0.298,0.425,0.36,0.745,0.659,64,48,51,71,3.85,4.77,0,0,0,0,0,0,0,0,1037.2,1071.7,904,1030,444,568,120,139,438,463,1018,949,0.225,0.252,1.29,1.39,61,58,0.0,0.0,0,0,0,0,0,0
531188,2018-08-13,113,114,CIN,CLE,Reds,Indians,Cincinnati Reds,Cleveland Indians,0,0,regular,regular,2018,2018,118,117,4052,4038,537,594,1041,1041,187,223,15,14,119,163,517,573,1615,1781,435,395,979,867,59,95,0.257,0.258,0.329,0.324,0.399,0.441,0.728,0.765,52,66,66,51,4.7,3.84,0,0,0,0,0,0,0,0,1054.3,1050.7,1084,969,551,448,171,146,406,278,895,1079,0.268,0.24,1.41,1.19,68,64,0.0,0.0,0,0,0,0,0,0
531187,2018-08-13,116,145,DET,CWS,Tigers,White Sox,Detroit Tigers,Chicago White Sox,0,0,regular,regular,2018,2018,118,117,4002,3975,444,471,956,953,212,187,26,34,93,131,421,461,1499,1601,299,304,956,1136,54,79,0.239,0.24,0.292,0.294,0.375,0.403,0.666,0.697,49,42,69,75,4.36,4.92,0,0,0,0,0,0,0,0,1042.4,1036.4,1025,1013,505,567,144,142,362,488,867,886,0.256,0.255,1.33,1.45,59,87,0.0,0.0,0,0,0,0,0,0
531033,2018-08-13,144,146,ATL,MIA,Braves,Marlins,Atlanta Braves,Miami Marlins,0,0,regular,regular,2018,2018,116,120,4045,4116,559,443,1054,991,239,165,19,19,131,95,538,415,1724,1479,354,337,910,1013,63,33,0.261,0.241,0.32,0.298,0.426,0.359,0.746,0.658,65,48,51,72,3.83,4.78,0,0,0,0,0,0,0,0,1046.2,1079.7,909,1043,445,574,120,141,442,464,1027,954,0.225,0.253,1.29,1.4,61,58,0.0,0.0,0,0,0,0,0,0
530898,2018-08-13,147,121,NYY,NYM,Yankees,Mets,New York Yankees,New York Mets,0,0,regular,regular,2018,2018,117,115,4011,3840,608,452,1016,878,207,184,14,18,192,116,586,437,1827,1446,438,408,1028,990,46,46,0.253,0.229,0.327,0.303,0.455,0.377,0.782,0.679,74,49,43,66,3.69,4.33,0,0,0,0,0,0,0,0,1054.4,1032.7,904,1006,432,497,131,140,366,360,1179,1003,0.225,0.262,1.2,1.32,60,64,0.0,0.0,0,0,0,0,0,0
531189,2018-08-13,135,108,SD,LAA,Padres,Angels,San Diego Padres,Los Angeles Angels,0,0,regular,regular,2018,2018,120,119,4034,4046,464,542,953,999,191,193,21,14,108,161,433,520,1510,1703,354,391,1124,934,73,63,0.236,0.247,0.298,0.313,0.374,0.421,0.672,0.734,48,59,72,60,4.38,3.99,0,0,0,0,0,0,0,0,1071.6,1059.4,1059,987,522,470,133,155,391,403,1013,1035,0.263,0.244,1.35,1.31,74,57,0.0,0.0,0,0,0,0,0,0
