Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
1.0,Jarren Duran*,28.0,BOS,AL,1.6,69.0,326.0,299.0,38.0,81.0,18.0,7.0,5.0,38.0,14.0,5.0,20.0,76.0,0.271,0.325,0.428,0.753,109.0,0.34,113.0,128.0,3.0,5.0,0.0,2.0,0.0,*7/89,
2.0,Rafael Devers*,28.0,BOS,AL,2.4,70.0,321.0,261.0,46.0,72.0,18.0,0.0,14.0,57.0,1.0,1.0,54.0,73.0,0.276,0.405,0.506,0.911,154.0,0.395,157.0,132.0,4.0,4.0,0.0,2.0,6.0,*D,
3.0,Shohei Ohtani*,30.0,LAD,NL,3.2,67.0,313.0,269.0,68.0,78.0,11.0,5.0,23.0,39.0,11.0,4.0,41.0,77.0,0.29,0.383,0.625,1.008,183.0,0.423,179.0,168.0,3.0,1.0,0.0,2.0,8.0,*D,
4.0,Bo Bichette,27.0,TOR,AL,0.9,68.0,309.0,287.0,31.0,79.0,17.0,1.0,8.0,40.0,4.0,3.0,18.0,50.0,0.275,0.32,0.425,0.745,107.0,0.331,110.0,122.0,6.0,2.0,0.0,2.0,1.0,*6/DH,
5.0,Jackson Chourio,21.0,MIL,NL,0.7,69.0,308.0,296.0,41.0,76.0,18.0,2.0,12.0,41.0,13.0,5.0,10.0,63.0,0.257,0.282,0.453,0.735,105.0,0.328,107.0,134.0,9.0,1.0,0.0,1.0,0.0,*879/D,
6.0,Brent Rooker,30.0,ATH,AL,1.5,70.0,307.0,279.0,44.0,77.0,15.0,1.0,15.0,41.0,2.0,1.0,26.0,64.0,0.276,0.342,0.498,0.84,133.0,0.368,137.0,139.0,7.0,2.0,0.0,0.0,0.0,*D/97H,
7.0,Francisco Lindor#,31.0,NYM,NL,2.6,67.0,306.0,269.0,44.0,75.0,12.0,0.0,14.0,38.0,13.0,2.0,24.0,53.0,0.279,0.35,0.48,0.829,137.0,0.368,136.0,129.0,4.0,8.0,0.0,5.0,2.0,*6/H,
8.0,Juan Soto*,26.0,NYM,NL,2.9,68.0,306.0,245.0,50.0,62.0,14.0,0.0,13.0,35.0,8.0,0.0,56.0,50.0,0.253,0.389,0.469,0.858,147.0,0.389,152.0,115.0,13.0,1.0,0.0,4.0,5.0,*9/D,
9.0,Kyle Tucker*,28.0,CHC,NL,2.7,68.0,306.0,256.0,48.0,70.0,12.0,4.0,13.0,43.0,17.0,1.0,46.0,43.0,0.273,0.386,0.504,0.89,155.0,0.397,155.0,129.0,5.0,2.0,0.0,2.0,6.0,*9/DH,
10.0,Pete Alonso,30.0,NYM,NL,2.9,69.0,305.0,258.0,41.0,77.0,21.0,1.0,17.0,63.0,0.0,2.0,35.0,63.0,0.298,0.397,0.585,0.982,180.0,0.414,177.0,151.0,11.0,9.0,0.0,3.0,2.0,*3,
11.0,Lars Nootbaar*,27.0,STL,NL,1.0,66.0,305.0,261.0,39.0,60.0,12.0,0.0,8.0,28.0,4.0,3.0,39.0,64.0,0.23,0.334,0.368,0.702,99.0,0.316,100.0,96.0,4.0,3.0,0.0,2.0,2.0,*79/8DH,
12.0,Corbin Carroll*,24.0,ARI,NL,2.7,67.0,301.0,269.0,53.0,70.0,12.0,8.0,19.0,43.0,10.0,4.0,26.0,71.0,0.26,0.339,0.576,0.915,151.0,0.392,150.0,155.0,2.0,6.0,0.0,0.0,1.0,*9/H,
13.0,Kyle Schwarber*,32.0,PHI,NL,2.1,68.0,300.0,248.0,48.0,61.0,9.0,1.0,21.0,47.0,5.0,1.0,48.0,78.0,0.246,0.377,0.544,0.921,153.0,0.399,153.0,135.0,1.0,4.0,0.0,0.0,4.0,*D/7,
14.0,Bobby Witt Jr.,25.0,KCR,AL,3.2,69.0,300.0,269.0,35.0,76.0,22.0,3.0,8.0,37.0,21.0,5.0,23.0,57.0,0.283,0.34,0.476,0.816,127.0,0.363,127.0,128.0,1.0,3.0,0.0,5.0,6.0,*6/D,
15.0,Aaron Judge,33.0,NYY,AL,5.6,67.0,299.0,250.0,64.0,98.0,17.0,2.0,25.0,59.0,6.0,3.0,45.0,69.0,0.392,0.488,0.776,1.264,249.0,0.519,255.0,194.0,7.0,3.0,0.0,1.0,14.0,*9D/H,
16.0,Vladimir Guerrero Jr.,26.0,TOR,AL,1.8,67.0,297.0,252.0,41.0,70.0,12.0,0.0,8.0,30.0,2.0,1.0,39.0,41.0,0.278,0.38,0.421,0.801,125.0,0.351,124.0,106.0,3.0,4.0,0.0,2.0,4.0,*3/DH,
17.0,Austin Riley,28.0,ATL,NL,1.5,67.0,297.0,275.0,38.0,77.0,13.0,0.0,11.0,35.0,2.0,1.0,19.0,83.0,0.28,0.333,0.447,0.781,118.0,0.344,118.0,123.0,6.0,3.0,0.0,0.0,1.0,*5,
18.0,Trea Turner,32.0,PHI,NL,2.0,66.0,297.0,271.0,47.0,82.0,14.0,2.0,7.0,30.0,19.0,5.0,21.0,50.0,0.303,0.36,0.446,0.807,123.0,0.363,124.0,121.0,3.0,4.0,0.0,1.0,0.0,*6/H,
19.0,James Wood*,22.0,WSN,NL,2.8,68.0,297.0,256.0,39.0,72.0,16.0,0.0,16.0,45.0,9.0,3.0,38.0,81.0,0.281,0.374,0.531,0.905,157.0,0.391,156.0,136.0,5.0,1.0,0.0,2.0,2.0,*7D,
20.0,Julio RodrÃ­guez,24.0,SEA,AL,3.2,66.0,296.0,271.0,42.0,71.0,8.0,3.0,10.0,34.0,11.0,3.0,20.0,59.0,0.262,0.324,0.424,0.749,118.0,0.338,123.0,115.0,7.0,5.0,0.0,0.0,1.0,*8/H,
21.0,Tyler Soderstrom*,23.0,ATH,AL,1.5,70.0,296.0,262.0,36.0,68.0,11.0,1.0,14.0,44.0,3.0,0.0,29.0,73.0,0.26,0.341,0.469,0.811,126.0,0.352,123.0,123.0,11.0,4.0,0.0,1.0,1.0,37/DH,
22.0,Elly De La Cruz#,23.0,CIN,NL,2.0,69.0,295.0,261.0,50.0,68.0,13.0,0.0,13.0,44.0,20.0,6.0,31.0,80.0,0.261,0.342,0.46,0.802,117.0,0.354,113.0,120.0,2.0,2.0,0.0,1.0,5.0,*6/DH,
23.0,Bryan Reynolds#,30.0,PIT,NL,-0.5,67.0,295.0,262.0,23.0,60.0,9.0,2.0,8.0,39.0,3.0,2.0,28.0,77.0,0.229,0.305,0.37,0.675,89.0,0.302,87.0,97.0,7.0,2.0,0.0,3.0,1.0,*9D,
24.0,Willy Adames,29.0,SFG,NL,0.0,68.0,294.0,255.0,36.0,52.0,11.0,1.0,7.0,31.0,3.0,2.0,32.0,78.0,0.204,0.29,0.337,0.627,82.0,0.284,83.0,86.0,2.0,1.0,0.0,5.0,1.0,*6/D,
25.0,Heliot Ramos,25.0,SFG,NL,1.5,67.0,293.0,258.0,44.0,76.0,13.0,1.0,11.0,36.0,5.0,3.0,25.0,68.0,0.295,0.365,0.481,0.846,144.0,0.366,142.0,124.0,6.0,6.0,0.0,4.0,1.0,*7/D,
26.0,Lawrence Butler*,24.0,ATH,AL,1.2,66.0,292.0,266.0,41.0,69.0,22.0,1.0,9.0,29.0,10.0,2.0,26.0,80.0,0.259,0.325,0.451,0.776,116.0,0.342,114.0,120.0,2.0,0.0,0.0,0.0,0.0,*9/8H,
27.0,Matt Olson*,31.0,ATL,NL,2.7,67.0,292.0,248.0,38.0,59.0,15.0,0.0,14.0,39.0,0.0,0.0,40.0,68.0,0.238,0.346,0.468,0.814,127.0,0.354,125.0,116.0,8.0,2.0,0.0,2.0,1.0,*3,
28.0,Isaac Paredes,26.0,HOU,AL,2.2,67.0,292.0,251.0,37.0,64.0,9.0,1.0,15.0,42.0,0.0,1.0,36.0,50.0,0.255,0.353,0.478,0.831,131.0,0.362,134.0,120.0,7.0,3.0,0.0,2.0,0.0,*5/D,
