Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
1.0,Jarren Duran*,28.0,BOS,AL,1.5,71.0,332.0,304.0,38.0,81.0,18.0,7.0,5.0,38.0,14.0,5.0,21.0,78.0,0.266,0.322,0.421,0.743,107.0,0.336,111.0,128.0,3.0,5.0,0.0,2.0,0.0,*7/89H,
2.0,Rafael Devers*,28.0,BOS,AL,2.2,72.0,330.0,269.0,46.0,73.0,18.0,0.0,14.0,57.0,1.0,1.0,55.0,76.0,0.271,0.4,0.494,0.894,149.0,0.388,152.0,133.0,5.0,4.0,0.0,2.0,7.0,*D,
3.0,Shohei Ohtani*,30.0,LAD,NL,3.4,69.0,322.0,276.0,71.0,80.0,11.0,5.0,25.0,41.0,11.0,4.0,43.0,79.0,0.29,0.385,0.638,1.023,185.0,0.428,181.0,176.0,3.0,1.0,0.0,2.0,9.0,*D,
4.0,Bo Bichette,27.0,TOR,AL,0.9,70.0,317.0,295.0,32.0,79.0,17.0,1.0,8.0,40.0,4.0,3.0,18.0,52.0,0.268,0.312,0.414,0.726,102.0,0.322,104.0,122.0,6.0,2.0,0.0,2.0,1.0,*6/DH,
5.0,Jackson Chourio,21.0,MIL,NL,0.8,71.0,317.0,305.0,43.0,79.0,18.0,3.0,12.0,42.0,13.0,5.0,10.0,66.0,0.259,0.284,0.456,0.74,106.0,0.329,107.0,139.0,9.0,1.0,0.0,1.0,0.0,*879/D,
6.0,Francisco Lindor#,31.0,NYM,NL,2.9,69.0,316.0,277.0,47.0,78.0,13.0,0.0,14.0,38.0,13.0,2.0,26.0,55.0,0.282,0.354,0.48,0.835,139.0,0.37,138.0,133.0,4.0,8.0,0.0,5.0,2.0,*6/H,
7.0,Brent Rooker,30.0,ATH,AL,1.5,72.0,316.0,285.0,44.0,78.0,15.0,1.0,15.0,41.0,2.0,1.0,29.0,66.0,0.274,0.345,0.491,0.836,132.0,0.367,136.0,140.0,7.0,2.0,0.0,0.0,0.0,*D/97H,
8.0,Juan Soto*,26.0,NYM,NL,3.0,70.0,315.0,253.0,51.0,63.0,14.0,0.0,13.0,36.0,8.0,0.0,57.0,51.0,0.249,0.384,0.458,0.843,142.0,0.386,150.0,116.0,14.0,1.0,0.0,4.0,5.0,*9/D,
9.0,Kyle Tucker*,28.0,CHC,NL,2.8,70.0,315.0,264.0,49.0,73.0,13.0,4.0,13.0,43.0,17.0,1.0,47.0,45.0,0.277,0.387,0.504,0.891,155.0,0.398,155.0,133.0,5.0,2.0,0.0,2.0,6.0,*9/DH,
10.0,Pete Alonso,30.0,NYM,NL,2.8,71.0,314.0,266.0,42.0,79.0,22.0,1.0,17.0,63.0,0.0,2.0,35.0,65.0,0.297,0.395,0.579,0.974,177.0,0.412,175.0,154.0,11.0,10.0,0.0,3.0,2.0,*3,
11.0,Corbin Carroll*,24.0,ARI,NL,2.7,69.0,310.0,277.0,55.0,71.0,12.0,8.0,20.0,44.0,10.0,4.0,27.0,75.0,0.256,0.335,0.574,0.909,149.0,0.389,148.0,159.0,2.0,6.0,0.0,0.0,1.0,*9/H,
12.0,Lars Nootbaar*,27.0,STL,NL,1.0,68.0,310.0,266.0,39.0,60.0,12.0,0.0,8.0,28.0,4.0,3.0,39.0,68.0,0.226,0.329,0.361,0.69,95.0,0.311,96.0,96.0,4.0,3.0,0.0,2.0,2.0,*79/8DH,
13.0,Kyle Schwarber*,32.0,PHI,NL,2.0,70.0,309.0,256.0,49.0,62.0,9.0,1.0,22.0,50.0,5.0,1.0,49.0,82.0,0.242,0.372,0.543,0.915,151.0,0.396,150.0,139.0,1.0,4.0,0.0,0.0,4.0,*D/7,
14.0,Bobby Witt Jr.,25.0,KCR,AL,3.1,71.0,308.0,276.0,35.0,76.0,22.0,3.0,8.0,37.0,21.0,5.0,24.0,58.0,0.275,0.334,0.464,0.798,122.0,0.355,122.0,128.0,1.0,3.0,0.0,5.0,6.0,*6/D,
15.0,Aaron Judge,33.0,NYY,AL,5.6,69.0,307.0,258.0,65.0,99.0,17.0,2.0,26.0,60.0,6.0,3.0,45.0,75.0,0.384,0.479,0.767,1.246,244.0,0.512,250.0,198.0,7.0,3.0,0.0,1.0,14.0,*9D/H,
16.0,James Wood*,22.0,WSN,NL,2.9,70.0,307.0,266.0,42.0,75.0,17.0,0.0,17.0,49.0,9.0,3.0,38.0,82.0,0.282,0.371,0.538,0.909,157.0,0.392,155.0,143.0,5.0,1.0,0.0,2.0,2.0,*7D,
17.0,Austin Riley,28.0,ATL,NL,1.5,69.0,306.0,284.0,39.0,80.0,13.0,0.0,11.0,36.0,2.0,1.0,19.0,88.0,0.282,0.333,0.444,0.777,116.0,0.343,116.0,126.0,6.0,3.0,0.0,0.0,1.0,*5,
18.0,Julio RodrÃ­guez,24.0,SEA,AL,3.3,68.0,306.0,281.0,43.0,74.0,9.0,3.0,10.0,34.0,12.0,3.0,20.0,60.0,0.263,0.324,0.423,0.747,118.0,0.338,122.0,119.0,7.0,5.0,0.0,0.0,1.0,*8/H,
19.0,Trea Turner,32.0,PHI,NL,1.8,68.0,306.0,278.0,48.0,83.0,14.0,2.0,7.0,31.0,19.0,5.0,23.0,50.0,0.299,0.359,0.439,0.798,121.0,0.36,121.0,122.0,3.0,4.0,0.0,1.0,0.0,*6/H,
20.0,Elly De La Cruz#,23.0,CIN,NL,2.3,71.0,305.0,270.0,54.0,72.0,14.0,0.0,15.0,47.0,20.0,6.0,32.0,81.0,0.267,0.348,0.485,0.833,123.0,0.369,123.0,131.0,3.0,2.0,0.0,1.0,5.0,*6/DH,
