Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
1.0,Jarren Duran*,28.0,BOS,AL,1.6,57.0,268.0,247.0,31.0,69.0,13.0,6.0,4.0,34.0,13.0,5.0,16.0,60.0,0.279,0.328,0.429,0.758,112.0,0.345,117.0,106.0,2.0,3.0,0.0,2.0,0.0,*7/89,
2.0,Rafael Devers*,28.0,BOS,AL,2.3,58.0,264.0,216.0,36.0,62.0,15.0,0.0,12.0,50.0,1.0,1.0,45.0,60.0,0.287,0.409,0.523,0.932,161.0,0.405,165.0,113.0,4.0,1.0,0.0,2.0,4.0,*D,
3.0,Kyle Tucker*,28.0,CHC,NL,2.3,56.0,258.0,217.0,42.0,61.0,9.0,4.0,12.0,39.0,15.0,0.0,39.0,31.0,0.281,0.388,0.525,0.913,159.0,0.407,157.0,114.0,4.0,0.0,0.0,2.0,6.0,*9/D,
4.0,Corbin Carroll*,24.0,ARI,NL,2.1,56.0,256.0,232.0,42.0,60.0,10.0,6.0,16.0,35.0,9.0,3.0,20.0,65.0,0.259,0.328,0.56,0.888,142.0,0.383,141.0,130.0,2.0,4.0,0.0,0.0,1.0,*9/H,
5.0,Francisco Lindor#,31.0,NYM,NL,1.4,55.0,255.0,223.0,32.0,60.0,10.0,0.0,10.0,31.0,10.0,2.0,20.0,45.0,0.269,0.341,0.448,0.79,125.0,0.351,123.0,100.0,4.0,7.0,0.0,5.0,2.0,*6,
6.0,Shohei Ohtani*,30.0,LAD,NL,2.8,54.0,254.0,216.0,59.0,63.0,9.0,4.0,20.0,35.0,11.0,4.0,37.0,62.0,0.292,0.394,0.648,1.042,191.0,0.433,184.0,140.0,2.0,0.0,0.0,1.0,7.0,*D,
7.0,Bo Bichette,27.0,TOR,AL,1.0,56.0,253.0,235.0,25.0,65.0,17.0,0.0,6.0,30.0,4.0,2.0,15.0,41.0,0.277,0.324,0.426,0.75,111.0,0.334,114.0,100.0,5.0,2.0,0.0,1.0,1.0,*6/DH,
8.0,Jackson Chourio,21.0,MIL,NL,0.2,56.0,252.0,241.0,31.0,58.0,16.0,1.0,8.0,29.0,9.0,3.0,9.0,55.0,0.241,0.27,0.415,0.685,89.0,0.311,91.0,100.0,6.0,1.0,0.0,1.0,0.0,*879/D,
9.0,Lars Nootbaar*,27.0,STL,NL,1.7,54.0,251.0,214.0,35.0,54.0,11.0,0.0,8.0,27.0,4.0,2.0,33.0,46.0,0.252,0.355,0.416,0.77,115.0,0.345,117.0,89.0,3.0,2.0,0.0,2.0,2.0,*79/D8H,
10.0,Elly De La Cruz#,23.0,CIN,NL,1.5,57.0,249.0,223.0,42.0,57.0,9.0,0.0,11.0,40.0,17.0,5.0,23.0,70.0,0.256,0.329,0.444,0.773,108.0,0.344,104.0,99.0,2.0,2.0,0.0,1.0,3.0,*6/D,
11.0,Brent Rooker,30.0,ATH,AL,0.8,57.0,249.0,227.0,34.0,58.0,10.0,1.0,12.0,27.0,2.0,1.0,20.0,59.0,0.256,0.321,0.467,0.788,119.0,0.349,123.0,106.0,6.0,2.0,0.0,0.0,0.0,*D/97H,
12.0,Kyle Schwarber*,32.0,PHI,NL,2.2,56.0,249.0,202.0,43.0,51.0,5.0,1.0,19.0,41.0,4.0,1.0,43.0,58.0,0.252,0.394,0.569,0.963,165.0,0.417,167.0,115.0,1.0,4.0,0.0,0.0,2.0,*D/7,
13.0,Bobby Witt Jr.,25.0,KCR,AL,2.7,57.0,249.0,221.0,29.0,64.0,21.0,3.0,5.0,30.0,20.0,5.0,20.0,45.0,0.29,0.349,0.48,0.829,132.0,0.372,134.0,106.0,1.0,3.0,0.0,5.0,5.0,*6/D,
14.0,Aaron Judge,33.0,NYY,AL,4.2,55.0,248.0,207.0,51.0,81.0,14.0,2.0,18.0,47.0,4.0,2.0,38.0,54.0,0.391,0.488,0.739,1.227,244.0,0.509,250.0,153.0,6.0,2.0,0.0,1.0,12.0,*9D,
15.0,Juan Soto*,26.0,NYM,NL,1.3,55.0,247.0,201.0,34.0,45.0,10.0,0.0,8.0,25.0,7.0,0.0,42.0,42.0,0.224,0.352,0.393,0.745,114.0,0.349,121.0,79.0,10.0,0.0,0.0,4.0,3.0,*9/D,
16.0,James Wood*,22.0,WSN,NL,2.5,56.0,247.0,212.0,36.0,61.0,15.0,0.0,15.0,42.0,9.0,3.0,33.0,67.0,0.288,0.385,0.571,0.955,168.0,0.411,167.0,121.0,4.0,1.0,0.0,1.0,2.0,*7D,
17.0,Pete Alonso,30.0,NYM,NL,1.9,56.0,246.0,207.0,31.0,60.0,17.0,1.0,11.0,43.0,0.0,2.0,30.0,53.0,0.29,0.39,0.541,0.931,165.0,0.395,162.0,112.0,8.0,6.0,0.0,3.0,2.0,*3,
18.0,Vladimir Guerrero Jr.,26.0,TOR,AL,1.5,56.0,246.0,208.0,32.0,58.0,8.0,0.0,8.0,25.0,0.0,1.0,34.0,38.0,0.279,0.382,0.433,0.815,131.0,0.355,130.0,90.0,3.0,2.0,0.0,2.0,3.0,*3/DH,
19.0,Austin Riley,28.0,ATL,NL,1.3,55.0,245.0,225.0,30.0,63.0,10.0,0.0,9.0,32.0,2.0,1.0,17.0,68.0,0.28,0.339,0.444,0.783,118.0,0.347,118.0,100.0,5.0,3.0,0.0,0.0,1.0,*5,
20.0,Julio RodrÃ­guez,24.0,SEA,AL,2.0,54.0,245.0,221.0,36.0,52.0,6.0,2.0,10.0,32.0,7.0,2.0,19.0,45.0,0.235,0.31,0.416,0.726,114.0,0.328,117.0,92.0,5.0,5.0,0.0,0.0,1.0,*8/H,
21.0,Willy Adames,29.0,SFG,NL,-0.3,56.0,244.0,216.0,30.0,45.0,10.0,1.0,5.0,25.0,2.0,2.0,24.0,64.0,0.208,0.288,0.333,0.621,78.0,0.284,81.0,72.0,2.0,1.0,0.0,2.0,0.0,*6/D,
22.0,Trea Turner,32.0,PHI,NL,1.4,54.0,244.0,222.0,37.0,67.0,9.0,2.0,5.0,25.0,14.0,5.0,18.0,44.0,0.302,0.361,0.428,0.789,119.0,0.355,120.0,95.0,3.0,3.0,0.0,1.0,0.0,*6/H,
23.0,Bryan Reynolds#,30.0,PIT,NL,-0.5,54.0,241.0,216.0,21.0,48.0,8.0,1.0,7.0,31.0,3.0,2.0,20.0,63.0,0.222,0.29,0.366,0.656,82.0,0.292,79.0,79.0,6.0,2.0,0.0,3.0,1.0,9D,
24.0,Tyler Soderstrom*,23.0,ATH,AL,0.7,57.0,241.0,218.0,29.0,56.0,10.0,0.0,10.0,31.0,2.0,0.0,20.0,64.0,0.257,0.324,0.44,0.764,113.0,0.333,109.0,96.0,9.0,2.0,0.0,1.0,1.0,73/DH,
25.0,Bryce Harper*,32.0,PHI,NL,1.6,54.0,240.0,202.0,30.0,54.0,13.0,0.0,8.0,33.0,8.0,0.0,33.0,42.0,0.267,0.375,0.45,0.825,129.0,0.375,131.0,91.0,2.0,3.0,0.0,2.0,2.0,*3/D,
26.0,Matt Olson*,31.0,ATL,NL,2.2,55.0,240.0,206.0,32.0,49.0,10.0,0.0,12.0,29.0,0.0,0.0,31.0,58.0,0.238,0.338,0.461,0.799,121.0,0.349,120.0,95.0,8.0,1.0,0.0,2.0,0.0,*3,
27.0,Isaac Paredes,26.0,HOU,AL,1.9,55.0,240.0,206.0,30.0,54.0,7.0,1.0,11.0,32.0,0.0,1.0,30.0,36.0,0.262,0.363,0.466,0.829,134.0,0.365,137.0,96.0,6.0,3.0,0.0,1.0,0.0,*5/D,
