Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
1.0,Jarren Duran*,28.0,BOS,AL,1.2,59.0,277.0,256.0,31.0,69.0,13.0,6.0,4.0,34.0,13.0,5.0,16.0,61.0,0.27,0.318,0.414,0.732,104.0,0.333,108.0,106.0,2.0,3.0,0.0,2.0,0.0,*7/89,
2.0,Rafael Devers*,28.0,BOS,AL,2.2,60.0,273.0,224.0,36.0,64.0,15.0,0.0,12.0,52.0,1.0,1.0,46.0,63.0,0.286,0.407,0.513,0.92,156.0,0.4,161.0,115.0,4.0,1.0,0.0,2.0,4.0,*D,
3.0,Corbin Carroll*,24.0,ARI,NL,2.1,58.0,266.0,240.0,44.0,61.0,11.0,6.0,16.0,35.0,10.0,3.0,21.0,66.0,0.254,0.327,0.55,0.877,138.0,0.379,137.0,132.0,2.0,5.0,0.0,0.0,1.0,*9/H,
4.0,Kyle Tucker*,28.0,CHC,NL,2.3,58.0,266.0,223.0,43.0,63.0,9.0,4.0,12.0,39.0,16.0,0.0,40.0,32.0,0.283,0.391,0.52,0.911,159.0,0.407,158.0,116.0,5.0,1.0,0.0,2.0,6.0,*9/D,
5.0,Francisco Lindor#,31.0,NYM,NL,1.8,57.0,264.0,230.0,37.0,65.0,10.0,0.0,12.0,33.0,10.0,2.0,22.0,46.0,0.283,0.356,0.483,0.839,138.0,0.37,137.0,111.0,4.0,7.0,0.0,5.0,2.0,*6,
6.0,Bo Bichette,27.0,TOR,AL,1.0,58.0,263.0,244.0,26.0,68.0,17.0,0.0,7.0,32.0,4.0,2.0,16.0,42.0,0.279,0.327,0.434,0.761,112.0,0.338,115.0,106.0,5.0,2.0,0.0,1.0,1.0,*6/DH,
7.0,Shohei Ohtani*,30.0,LAD,NL,3.1,56.0,263.0,225.0,63.0,67.0,9.0,4.0,22.0,37.0,11.0,4.0,37.0,65.0,0.298,0.395,0.667,1.062,196.0,0.44,190.0,150.0,2.0,0.0,0.0,1.0,7.0,*D,
8.0,Jackson Chourio,21.0,MIL,NL,0.6,58.0,262.0,251.0,36.0,64.0,18.0,1.0,9.0,34.0,11.0,3.0,9.0,55.0,0.255,0.282,0.442,0.725,100.0,0.328,103.0,111.0,6.0,1.0,0.0,1.0,0.0,*879/D,
9.0,Lars Nootbaar*,27.0,STL,NL,1.5,56.0,259.0,222.0,35.0,55.0,12.0,0.0,8.0,28.0,4.0,2.0,33.0,49.0,0.248,0.347,0.41,0.757,111.0,0.338,112.0,91.0,3.0,2.0,0.0,2.0,2.0,*79/D8H,
10.0,Brent Rooker,30.0,ATH,AL,1.1,59.0,258.0,235.0,36.0,62.0,11.0,1.0,13.0,31.0,2.0,1.0,21.0,59.0,0.264,0.329,0.485,0.815,127.0,0.359,131.0,114.0,6.0,2.0,0.0,0.0,0.0,*D/97H,
11.0,James Wood*,22.0,WSN,NL,2.6,58.0,258.0,222.0,38.0,64.0,15.0,0.0,16.0,44.0,9.0,3.0,34.0,70.0,0.288,0.384,0.572,0.956,169.0,0.411,168.0,127.0,4.0,1.0,0.0,1.0,2.0,*7D,
12.0,Aaron Judge,33.0,NYY,AL,4.7,57.0,257.0,216.0,54.0,86.0,15.0,2.0,21.0,50.0,4.0,2.0,38.0,55.0,0.398,0.49,0.778,1.268,253.0,0.523,260.0,168.0,7.0,2.0,0.0,1.0,12.0,*9D,
13.0,Kyle Schwarber*,32.0,PHI,NL,2.4,58.0,257.0,210.0,44.0,56.0,9.0,1.0,19.0,43.0,4.0,1.0,43.0,60.0,0.267,0.401,0.59,0.991,171.0,0.427,173.0,124.0,1.0,4.0,0.0,0.0,2.0,*D/7,
14.0,Bobby Witt Jr.,25.0,KCR,AL,2.7,59.0,257.0,229.0,30.0,65.0,21.0,3.0,6.0,31.0,20.0,5.0,20.0,46.0,0.284,0.342,0.48,0.823,129.0,0.368,130.0,110.0,1.0,3.0,0.0,5.0,5.0,*6/D,
15.0,Elly De La Cruz#,23.0,CIN,NL,1.4,59.0,256.0,230.0,43.0,58.0,10.0,0.0,11.0,40.0,17.0,5.0,23.0,72.0,0.252,0.324,0.439,0.763,104.0,0.339,100.0,101.0,2.0,2.0,0.0,1.0,3.0,*6/D,
16.0,Vladimir Guerrero Jr.,26.0,TOR,AL,1.5,58.0,256.0,215.0,34.0,60.0,8.0,0.0,8.0,26.0,0.0,1.0,37.0,39.0,0.279,0.387,0.428,0.815,130.0,0.354,128.0,92.0,3.0,2.0,0.0,2.0,4.0,*3/DH,
17.0,Julio RodrÃ­guez,24.0,SEA,AL,2.1,56.0,255.0,231.0,37.0,56.0,6.0,2.0,10.0,32.0,7.0,3.0,19.0,47.0,0.242,0.314,0.416,0.729,114.0,0.326,117.0,96.0,6.0,5.0,0.0,0.0,1.0,*8/H,
18.0,Juan Soto*,26.0,NYM,NL,1.5,57.0,255.0,208.0,36.0,48.0,11.0,0.0,9.0,27.0,7.0,0.0,43.0,42.0,0.231,0.357,0.413,0.77,121.0,0.357,127.0,86.0,12.0,0.0,0.0,4.0,3.0,*9/D,
