Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
1.0,Jarren Duran*,28.0,BOS,AL,1.6,68.0,322.0,295.0,37.0,80.0,18.0,7.0,4.0,37.0,14.0,5.0,20.0,74.0,0.271,0.326,0.42,0.746,107.0,0.338,111.0,124.0,3.0,5.0,0.0,2.0,0.0,*7/89,
2.0,Rafael Devers*,28.0,BOS,AL,2.4,69.0,317.0,258.0,46.0,72.0,18.0,0.0,14.0,57.0,1.0,1.0,54.0,72.0,0.279,0.407,0.512,0.919,155.0,0.398,159.0,132.0,4.0,3.0,0.0,2.0,6.0,*D,
3.0,Shohei Ohtani*,30.0,LAD,NL,3.2,66.0,308.0,264.0,67.0,77.0,11.0,4.0,23.0,39.0,11.0,4.0,41.0,75.0,0.292,0.386,0.625,1.011,184.0,0.425,180.0,165.0,3.0,1.0,0.0,2.0,8.0,*D,
4.0,Bo Bichette,27.0,TOR,AL,0.9,67.0,304.0,284.0,31.0,78.0,17.0,1.0,8.0,38.0,4.0,3.0,17.0,49.0,0.275,0.319,0.426,0.745,107.0,0.331,111.0,121.0,6.0,2.0,0.0,1.0,1.0,*6/DH,
5.0,Brent Rooker,30.0,ATH,AL,1.0,69.0,302.0,274.0,41.0,73.0,14.0,1.0,13.0,38.0,2.0,1.0,26.0,64.0,0.266,0.334,0.467,0.802,123.0,0.354,127.0,128.0,7.0,2.0,0.0,0.0,0.0,*D/97H,
6.0,Jackson Chourio,21.0,MIL,NL,0.8,67.0,300.0,288.0,40.0,74.0,18.0,1.0,11.0,39.0,13.0,5.0,10.0,63.0,0.257,0.283,0.441,0.724,102.0,0.324,104.0,127.0,7.0,1.0,0.0,1.0,0.0,*879/D,
7.0,Francisco Lindor#,31.0,NYM,NL,2.5,65.0,298.0,262.0,42.0,74.0,11.0,0.0,14.0,38.0,13.0,2.0,23.0,53.0,0.282,0.352,0.485,0.837,139.0,0.371,138.0,127.0,4.0,8.0,0.0,5.0,2.0,*6/H,
8.0,Juan Soto*,26.0,NYM,NL,2.7,66.0,298.0,238.0,48.0,59.0,13.0,0.0,12.0,33.0,7.0,0.0,55.0,47.0,0.248,0.386,0.454,0.84,142.0,0.382,148.0,108.0,13.0,1.0,0.0,4.0,5.0,*9/D,
9.0,Kyle Tucker*,28.0,CHC,NL,2.8,66.0,298.0,248.0,47.0,69.0,12.0,4.0,13.0,42.0,17.0,1.0,46.0,39.0,0.278,0.393,0.516,0.909,160.0,0.405,160.0,128.0,5.0,2.0,0.0,2.0,6.0,*9/DH,
10.0,Pete Alonso,30.0,NYM,NL,2.8,67.0,297.0,253.0,41.0,76.0,20.0,1.0,17.0,62.0,0.0,2.0,33.0,62.0,0.3,0.394,0.589,0.983,180.0,0.414,177.0,149.0,11.0,8.0,0.0,3.0,2.0,*3,
11.0,Corbin Carroll*,24.0,ARI,NL,2.8,66.0,297.0,265.0,52.0,69.0,12.0,8.0,19.0,43.0,10.0,4.0,26.0,71.0,0.26,0.34,0.581,0.921,152.0,0.394,152.0,154.0,2.0,6.0,0.0,0.0,1.0,*9/H,
