Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
38.0,Matt Chapman,32.0,SFG,NL,2.4,59.0,248.0,209.0,30.0,49.0,9.0,0.0,10.0,26.0,5.0,2.0,38.0,60.0,0.234,0.355,0.421,0.776,122.0,0.346,123.0,88.0,4.0,1.0,0.0,0.0,0.0,*5,
39.0,Jung Hoo Lee*,26.0,SFG,NL,1.5,59.0,248.0,229.0,32.0,63.0,14.0,2.0,6.0,31.0,6.0,1.0,15.0,31.0,0.275,0.323,0.432,0.755,115.0,0.336,114.0,99.0,0.0,2.0,0.0,2.0,0.0,*8/DH,
40.0,Vinnie Pasquantino*,27.0,KCR,AL,0.7,59.0,248.0,228.0,22.0,58.0,6.0,1.0,8.0,31.0,0.0,0.0,16.0,44.0,0.254,0.31,0.395,0.705,97.0,0.316,99.0,90.0,2.0,3.0,0.0,1.0,2.0,3D,
41.0,Fernando Tatis Jr.,26.0,SDP,NL,2.6,57.0,248.0,223.0,40.0,59.0,7.0,1.0,13.0,28.0,10.0,2.0,23.0,46.0,0.265,0.335,0.48,0.814,126.0,0.377,137.0,107.0,4.0,1.0,0.0,1.0,2.0,*9/D,
42.0,Riley Greene*,24.0,DET,AL,1.1,59.0,247.0,229.0,31.0,62.0,13.0,0.0,13.0,40.0,1.0,1.0,17.0,78.0,0.271,0.324,0.498,0.822,130.0,0.359,134.0,114.0,5.0,1.0,0.0,0.0,1.0,*78/DH9,
43.0,Steven Kwan*,27.0,CLE,AL,2.6,57.0,247.0,224.0,29.0,70.0,13.0,0.0,5.0,21.0,8.0,1.0,18.0,22.0,0.313,0.37,0.438,0.807,129.0,0.366,133.0,98.0,0.0,3.0,1.0,1.0,0.0,*7/D,
44.0,Taylor Ward,31.0,LAA,AL,0.8,58.0,247.0,225.0,34.0,49.0,11.0,1.0,16.0,38.0,1.0,1.0,18.0,67.0,0.218,0.271,0.489,0.76,110.0,0.326,109.0,110.0,4.0,0.0,0.0,4.0,1.0,*7/D,
45.0,Christian Yelich*,33.0,MIL,NL,0.7,58.0,247.0,219.0,32.0,51.0,5.0,0.0,13.0,40.0,10.0,2.0,24.0,65.0,0.233,0.316,0.434,0.75,109.0,0.34,111.0,95.0,4.0,3.0,0.0,1.0,2.0,*D/7H,
46.0,Josh Naylor*,28.0,ARI,NL,0.9,58.0,246.0,222.0,30.0,66.0,14.0,1.0,7.0,37.0,9.0,2.0,20.0,29.0,0.297,0.355,0.464,0.819,126.0,0.366,128.0,103.0,8.0,1.0,0.0,2.0,1.0,*3D/H,
47.0,Seiya Suzuki,30.0,CHC,NL,1.7,55.0,246.0,219.0,34.0,59.0,18.0,2.0,14.0,52.0,1.0,2.0,23.0,63.0,0.269,0.333,0.562,0.895,152.0,0.386,155.0,123.0,6.0,0.0,0.0,4.0,0.0,*D7/9,
48.0,Jacob Wilson,23.0,ATH,AL,2.3,58.0,245.0,228.0,31.0,81.0,13.0,0.0,7.0,32.0,5.0,0.0,13.0,15.0,0.355,0.393,0.504,0.898,153.0,0.399,158.0,115.0,9.0,2.0,1.0,1.0,1.0,*6,
49.0,Randy Arozarena,30.0,SEA,AL,1.6,56.0,244.0,205.0,24.0,45.0,11.0,1.0,7.0,24.0,9.0,0.0,29.0,71.0,0.22,0.344,0.385,0.73,116.0,0.34,121.0,79.0,2.0,10.0,0.0,0.0,0.0,*7/D,
50.0,Nick Castellanos,33.0,PHI,NL,-0.1,59.0,244.0,224.0,26.0,63.0,14.0,0.0,5.0,30.0,2.0,0.0,14.0,44.0,0.281,0.324,0.411,0.734,103.0,0.327,101.0,92.0,4.0,2.0,0.0,4.0,0.0,*9/D,
51.0,William Contreras,27.0,MIL,NL,1.9,57.0,244.0,207.0,34.0,51.0,7.0,0.0,5.0,26.0,5.0,0.0,36.0,47.0,0.246,0.357,0.353,0.709,101.0,0.339,110.0,73.0,2.0,0.0,0.0,1.0,3.0,*2/D7,
52.0,Trevor Larnach*,28.0,MIN,AL,0.9,58.0,243.0,219.0,31.0,56.0,8.0,1.0,8.0,29.0,2.0,2.0,20.0,54.0,0.256,0.322,0.411,0.733,104.0,0.339,116.0,90.0,5.0,2.0,0.0,1.0,1.0,9D7/H,
53.0,Spencer Torkelson,25.0,DET,AL,1.4,58.0,243.0,204.0,35.0,48.0,14.0,0.0,14.0,42.0,1.0,0.0,31.0,60.0,0.235,0.346,0.51,0.855,140.0,0.365,137.0,104.0,6.0,5.0,0.0,3.0,3.0,*3/DH,
54.0,Jose Altuve,35.0,HOU,AL,-0.4,57.0,242.0,224.0,28.0,59.0,6.0,0.0,9.0,22.0,4.0,3.0,16.0,44.0,0.263,0.31,0.411,0.721,102.0,0.309,96.0,92.0,5.0,0.0,0.0,2.0,2.0,7D4,
55.0,Yandy DÃ­az,33.0,TBR,AL,-0.2,55.0,242.0,224.0,22.0,53.0,12.0,0.0,8.0,34.0,3.0,0.0,14.0,35.0,0.237,0.281,0.397,0.678,93.0,0.295,86.0,89.0,6.0,1.0,0.0,3.0,1.0,*D/3,
56.0,Brendan Donovan*,28.0,STL,NL,2.2,56.0,241.0,217.0,31.0,70.0,18.0,0.0,4.0,24.0,3.0,1.0,18.0,27.0,0.323,0.383,0.461,0.844,136.0,0.372,136.0,100.0,4.0,4.0,1.0,1.0,1.0,*47/6DH,
57.0,Marcell Ozuna,34.0,ATL,NL,1.8,55.0,241.0,190.0,27.0,54.0,6.0,0.0,10.0,25.0,0.0,0.0,48.0,54.0,0.284,0.427,0.474,0.901,153.0,0.404,160.0,90.0,4.0,1.0,0.0,2.0,1.0,*D,
58.0,Eugenio SuÃ¡rez,33.0,ARI,NL,1.2,59.0,241.0,212.0,37.0,49.0,11.0,0.0,16.0,44.0,1.0,0.0,19.0,56.0,0.231,0.311,0.509,0.821,124.0,0.362,127.0,108.0,4.0,7.0,0.0,3.0,1.0,*5/H,
59.0,Bryce Harper*,32.0,PHI,NL,1.6,54.0,240.0,202.0,30.0,54.0,13.0,0.0,8.0,33.0,8.0,0.0,33.0,42.0,0.267,0.375,0.45,0.825,129.0,0.374,131.0,91.0,2.0,3.0,0.0,2.0,2.0,*3/D,
60.0,Manny Machado,32.0,SDP,NL,1.9,58.0,240.0,215.0,40.0,65.0,17.0,0.0,7.0,27.0,7.0,2.0,23.0,40.0,0.302,0.367,0.479,0.846,135.0,0.371,134.0,103.0,7.0,0.0,0.0,2.0,1.0,*5/D,
61.0,Trevor Story,32.0,BOS,AL,0.1,58.0,240.0,225.0,23.0,49.0,4.0,0.0,7.0,26.0,9.0,0.0,11.0,75.0,0.218,0.264,0.329,0.592,65.0,0.272,58.0,74.0,0.0,3.0,1.0,0.0,0.0,*6/DH,
62.0,Anthony Volpe,24.0,NYY,AL,1.8,57.0,240.0,209.0,28.0,50.0,17.0,2.0,6.0,33.0,7.0,4.0,25.0,61.0,0.239,0.321,0.426,0.747,110.0,0.326,108.0,89.0,2.0,2.0,0.0,4.0,0.0,*6,
63.0,Paul Goldschmidt,37.0,NYY,AL,1.6,58.0,238.0,216.0,38.0,72.0,13.0,1.0,6.0,28.0,5.0,0.0,18.0,36.0,0.333,0.388,0.486,0.874,147.0,0.385,148.0,105.0,4.0,2.0,0.0,1.0,3.0,*3/HD,
64.0,Ian Happ#,30.0,CHC,NL,0.7,50.0,238.0,207.0,36.0,52.0,12.0,0.0,3.0,21.0,3.0,1.0,28.0,50.0,0.251,0.34,0.353,0.693,101.0,0.322,106.0,73.0,4.0,1.0,0.0,2.0,0.0,*7,
65.0,Michael Harris II*,24.0,ATL,NL,0.5,58.0,238.0,222.0,13.0,52.0,10.0,2.0,3.0,33.0,10.0,2.0,10.0,46.0,0.234,0.263,0.338,0.601,67.0,0.27,59.0,75.0,2.0,0.0,2.0,4.0,1.0,*8/H,
66.0,Ryan McMahon*,30.0,COL,NL,1.1,58.0,237.0,202.0,23.0,42.0,9.0,1.0,6.0,17.0,1.0,0.0,33.0,70.0,0.208,0.321,0.351,0.672,82.0,0.303,78.0,71.0,2.0,1.0,0.0,1.0,1.0,*5/DH,
67.0,JosÃ© RamÃ­rez#,32.0,CLE,AL,2.4,56.0,237.0,211.0,36.0,69.0,13.0,1.0,11.0,29.0,14.0,4.0,20.0,25.0,0.327,0.384,0.555,0.938,163.0,0.403,161.0,117.0,0.0,2.0,0.0,4.0,5.0,*5D,
68.0,Miguel Vargas,25.0,CHW,AL,1.4,57.0,235.0,210.0,26.0,50.0,15.0,0.0,8.0,26.0,1.0,0.0,21.0,41.0,0.238,0.315,0.424,0.739,109.0,0.323,106.0,89.0,0.0,3.0,0.0,1.0,0.0,*53/DH,
69.0,Christian Walker,34.0,HOU,AL,-0.4,57.0,235.0,213.0,23.0,45.0,8.0,1.0,7.0,26.0,0.0,0.0,15.0,65.0,0.211,0.277,0.357,0.633,78.0,0.287,78.0,76.0,7.0,5.0,0.0,2.0,0.0,*3,
70.0,Mookie Betts,32.0,LAD,NL,1.7,53.0,234.0,205.0,42.0,52.0,5.0,1.0,8.0,31.0,5.0,0.0,26.0,22.0,0.254,0.338,0.405,0.742,111.0,0.342,115.0,83.0,4.0,1.0,0.0,2.0,0.0,*6/H,
71.0,Willson Contreras,33.0,STL,NL,0.3,55.0,234.0,207.0,25.0,50.0,10.0,0.0,6.0,31.0,2.0,0.0,17.0,56.0,0.242,0.322,0.377,0.699,96.0,0.312,92.0,78.0,7.0,8.0,1.0,1.0,1.0,*3D,
72.0,J.P. Crawford*,30.0,SEA,AL,2.0,56.0,234.0,195.0,27.0,53.0,7.0,0.0,5.0,22.0,2.0,0.0,36.0,48.0,0.272,0.388,0.385,0.773,130.0,0.35,134.0,75.0,1.0,1.0,2.0,0.0,0.0,*6/H,
73.0,Maikel Garcia,25.0,KCR,AL,1.5,58.0,234.0,209.0,24.0,66.0,14.0,2.0,5.0,25.0,10.0,7.0,21.0,36.0,0.316,0.378,0.474,0.851,138.0,0.365,138.0,99.0,1.0,1.0,1.0,2.0,0.0,*54/86DH9,
74.0,Nico Hoerner,28.0,CHC,NL,2.3,55.0,234.0,216.0,35.0,65.0,15.0,1.0,0.0,26.0,11.0,3.0,14.0,18.0,0.301,0.346,0.38,0.726,109.0,0.338,115.0,82.0,1.0,2.0,0.0,2.0,0.0,*4,
75.0,Marcus Semien,34.0,TEX,AL,0.3,59.0,234.0,204.0,19.0,41.0,2.0,0.0,4.0,21.0,5.0,1.0,25.0,49.0,0.201,0.291,0.27,0.56,64.0,0.266,66.0,55.0,4.0,2.0,0.0,3.0,0.0,*4,
76.0,Alec Bohm,28.0,PHI,NL,-0.2,56.0,233.0,219.0,25.0,58.0,8.0,1.0,5.0,21.0,1.0,0.0,9.0,38.0,0.265,0.3,0.379,0.679,88.0,0.299,82.0,83.0,8.0,3.0,0.0,2.0,0.0,*5/3,
77.0,Wilmer Flores,33.0,SFG,NL,0.3,59.0,233.0,213.0,24.0,54.0,4.0,0.0,10.0,47.0,1.0,0.0,17.0,41.0,0.254,0.318,0.413,0.731,108.0,0.333,113.0,88.0,11.0,3.0,0.0,0.0,0.0,*D/3H,
78.0,Hunter Goodman,25.0,COL,NL,0.7,58.0,233.0,216.0,28.0,59.0,11.0,1.0,9.0,34.0,1.0,1.0,13.0,59.0,0.273,0.322,0.458,0.78,108.0,0.342,108.0,99.0,9.0,3.0,0.0,1.0,0.0,2D/H,
79.0,Nolan Schanuel*,23.0,LAA,AL,0.5,57.0,233.0,197.0,30.0,53.0,9.0,1.0,3.0,14.0,1.0,1.0,31.0,29.0,0.269,0.372,0.371,0.743,113.0,0.338,118.0,73.0,5.0,2.0,2.0,1.0,3.0,*3,
80.0,Salvador Perez,35.0,KCR,AL,-1.2,56.0,232.0,218.0,12.0,50.0,15.0,0.0,4.0,26.0,0.0,0.0,10.0,50.0,0.229,0.268,0.353,0.622,74.0,0.275,68.0,77.0,8.0,2.0,0.0,1.0,1.0,23D,
81.0,Nolan Arenado,34.0,STL,NL,0.7,54.0,230.0,206.0,24.0,47.0,10.0,1.0,6.0,27.0,1.0,0.0,20.0,26.0,0.228,0.3,0.374,0.674,88.0,0.309,91.0,77.0,5.0,2.0,0.0,2.0,3.0,*5/D,
82.0,Lourdes Gurriel Jr.,31.0,ARI,NL,0.1,54.0,230.0,211.0,21.0,53.0,13.0,1.0,8.0,33.0,3.0,0.0,12.0,30.0,0.251,0.291,0.436,0.727,99.0,0.327,100.0,92.0,2.0,2.0,0.0,5.0,0.0,*7/H,
83.0,Andy Pages,24.0,LAD,NL,2.3,56.0,230.0,213.0,28.0,60.0,7.0,1.0,11.0,38.0,6.0,2.0,13.0,44.0,0.282,0.33,0.479,0.809,128.0,0.353,126.0,102.0,4.0,3.0,0.0,1.0,0.0,*897,
84.0,Xander Bogaerts,32.0,SDP,NL,0.8,58.0,229.0,198.0,24.0,48.0,10.0,0.0,3.0,21.0,11.0,0.0,26.0,43.0,0.242,0.328,0.338,0.666,88.0,0.307,82.0,67.0,5.0,1.0,0.0,4.0,3.0,*6/HD,
85.0,Ty France,30.0,MIN,AL,0.6,57.0,229.0,208.0,23.0,56.0,9.0,0.0,4.0,32.0,1.0,0.0,10.0,34.0,0.269,0.332,0.37,0.702,97.0,0.324,102.0,77.0,6.0,10.0,0.0,1.0,0.0,*3/H,
86.0,Jonathan India,28.0,KCR,AL,-0.7,53.0,229.0,200.0,19.0,47.0,10.0,0.0,1.0,13.0,0.0,3.0,25.0,34.0,0.235,0.328,0.3,0.628,79.0,0.281,77.0,60.0,2.0,3.0,0.0,1.0,0.0,75D/4,
87.0,Sal Frelick*,25.0,MIL,NL,1.0,58.0,228.0,206.0,24.0,61.0,6.0,3.0,3.0,20.0,11.0,2.0,17.0,27.0,0.296,0.358,0.398,0.756,113.0,0.343,112.0,82.0,1.0,3.0,1.0,0.0,0.0,*98/5H,
88.0,Ke'Bryan Hayes,28.0,PIT,NL,0.1,56.0,228.0,210.0,15.0,47.0,4.0,2.0,1.0,18.0,6.0,1.0,14.0,46.0,0.224,0.282,0.276,0.558,57.0,0.257,50.0,58.0,5.0,3.0,1.0,0.0,0.0,*5,
89.0,Junior Caminero,21.0,TBR,AL,0.6,55.0,227.0,214.0,30.0,56.0,13.0,0.0,13.0,37.0,3.0,0.0,10.0,44.0,0.262,0.291,0.505,0.795,123.0,0.355,130.0,108.0,16.0,0.0,0.0,3.0,0.0,*5/DH3,
90.0,Jorge Soler,33.0,LAA,AL,-0.1,55.0,227.0,202.0,23.0,44.0,10.0,0.0,8.0,24.0,0.0,0.0,19.0,64.0,0.218,0.292,0.386,0.678,91.0,0.309,95.0,78.0,5.0,3.0,0.0,2.0,0.0,D9/H,
91.0,Kyle Stowers*,27.0,MIA,NL,0.7,56.0,227.0,201.0,24.0,56.0,8.0,2.0,10.0,32.0,3.0,1.0,20.0,66.0,0.279,0.35,0.488,0.837,127.0,0.361,123.0,98.0,5.0,3.0,1.0,2.0,1.0,*79/8HD,
92.0,Luis ArrÃ¡ez*,28.0,SDP,NL,-0.1,52.0,226.0,208.0,23.0,60.0,12.0,3.0,3.0,21.0,2.0,1.0,10.0,5.0,0.288,0.32,0.418,0.738,106.0,0.325,103.0,87.0,3.0,1.0,4.0,3.0,0.0,*3/DH,
93.0,Alex Bregman,31.0,BOS,AL,3.0,51.0,226.0,197.0,32.0,59.0,17.0,0.0,11.0,35.0,1.0,1.0,22.0,42.0,0.299,0.385,0.553,0.938,160.0,0.403,163.0,109.0,3.0,6.0,0.0,1.0,1.0,*5,
94.0,Cody Bellinger*,29.0,NYY,AL,1.4,53.0,224.0,194.0,30.0,49.0,9.0,2.0,8.0,32.0,5.0,2.0,24.0,38.0,0.253,0.33,0.443,0.774,118.0,0.335,114.0,86.0,2.0,1.0,0.0,5.0,1.0,*789/H3,
95.0,Oneil Cruz*,26.0,PIT,NL,1.2,52.0,224.0,185.0,35.0,42.0,8.0,1.0,12.0,26.0,20.0,1.0,35.0,73.0,0.227,0.353,0.476,0.828,129.0,0.382,129.0,88.0,2.0,2.0,0.0,2.0,3.0,*8/HD,
96.0,Brandon Lowe*,30.0,TBR,AL,0.8,54.0,224.0,207.0,30.0,50.0,6.0,0.0,11.0,31.0,2.0,1.0,15.0,60.0,0.242,0.295,0.43,0.725,106.0,0.319,106.0,89.0,0.0,1.0,0.0,1.0,0.0,*4/HD,
97.0,Brandon Nimmo*,32.0,NYM,NL,0.9,56.0,224.0,203.0,24.0,47.0,11.0,0.0,9.0,30.0,1.0,1.0,18.0,43.0,0.232,0.295,0.419,0.713,103.0,0.309,99.0,85.0,5.0,1.0,0.0,2.0,1.0,*7/8DH,
98.0,Carlos Santana#,39.0,CLE,AL,1.5,54.0,224.0,187.0,30.0,49.0,5.0,0.0,7.0,29.0,2.0,0.0,31.0,38.0,0.262,0.371,0.401,0.772,120.0,0.346,121.0,75.0,4.0,3.0,0.0,3.0,1.0,*3D/H,
99.0,Wilyer Abreu*,26.0,BOS,AL,1.9,59.0,223.0,199.0,27.0,49.0,8.0,0.0,13.0,29.0,4.0,2.0,24.0,50.0,0.246,0.327,0.482,0.81,124.0,0.346,120.0,96.0,4.0,0.0,0.0,0.0,4.0,*9/H,
